step,epoch,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas
9,0,2.0396370887756348,,,,,,,,,,
19,0,3.292681932449341,,,,,,,,,,
29,0,1.5535659790039062,,,,,,,,,,
39,0,1.3485875129699707,,,,,,,,,,
49,0,2.927776575088501,,,,,,,,,,
59,0,1.636375069618225,,,,,,,,,,
69,0,1.6032214164733887,,,,,,,,,,
79,0,1.2083146572113037,,,,,,,,,,
89,0,0.5597939491271973,,,,,,,,,,
99,0,1.5907940864562988,,,,,,,,,,
101,0,,0.31168830394744873,0.9054740071296692,0.8632547855377197,0.5356330871582031,0.598262369632721,,,,,
109,1,1.38096022605896,,,,,,,,,,
119,1,1.0658717155456543,,,,,,,,,,
129,1,1.1552501916885376,,,,,,,,,,
139,1,1.3366742134094238,,,,,,,,,,
149,1,1.7352793216705322,,,,,,,,,,
159,1,2.217972993850708,,,,,,,,,,
169,1,1.3438624143600464,,,,,,,,,,
179,1,1.9963719844818115,,,,,,,,,,
189,1,0.5358086824417114,,,,,,,,,,
199,1,2.0615906715393066,,,,,,,,,,
203,1,,0.32251080870628357,0.8279383778572083,0.8708195686340332,0.5586163997650146,0.6113744378089905,,,,,
209,2,0.8914633989334106,,,,,,,,,,
219,2,0.8368968963623047,,,,,,,,,,
229,2,0.21165478229522705,,,,,,,,,,
239,2,1.7323687076568604,,,,,,,,,,
249,2,1.7506548166275024,,,,,,,,,,
259,2,1.0100774765014648,,,,,,,,,,
269,2,0.7740551829338074,,,,,,,,,,
279,2,1.6701130867004395,,,,,,,,,,
289,2,1.3997668027877808,,,,,,,,,,
299,2,0.7848067283630371,,,,,,,,,,
305,2,,0.34415584802627563,0.7770959138870239,0.8741167783737183,0.5624182224273682,0.6162950992584229,,,,,
309,3,0.8093909621238708,,,,,,,,,,
319,3,1.5109786987304688,,,,,,,,,,
329,3,0.7063418626785278,,,,,,,,,,
339,3,0.33356770873069763,,,,,,,,,,
349,3,1.4775208234786987,,,,,,,,,,
359,3,0.2599490284919739,,,,,,,,,,
369,3,1.2128138542175293,,,,,,,,,,
379,3,1.3666900396347046,,,,,,,,,,
389,3,0.7700751423835754,,,,,,,,,,
399,3,1.3943253755569458,,,,,,,,,,
407,3,,0.35930734872817993,0.7181220650672913,0.8755538463592529,0.5690134763717651,0.6261533498764038,,,,,
409,4,1.4660202264785767,,,,,,,,,,
419,4,0.9674351215362549,,,,,,,,,,
429,4,1.3249634504318237,,,,,,,,,,
439,4,0.9335333704948425,,,,,,,,,,
449,4,0.6085718274116516,,,,,,,,,,
459,4,0.6870812177658081,,,,,,,,,,
469,4,0.9314906597137451,,,,,,,,,,
479,4,0.4109543561935425,,,,,,,,,,
489,4,0.44650521874427795,,,,,,,,,,
499,4,1.5141992568969727,,,,,,,,,,
509,4,1.466465711593628,,,,,,,,,,
509,4,,0.3744588792324066,0.6985318660736084,0.8786358833312988,0.5774506330490112,0.6386592388153076,,,,,
510,5,,,,,,,0.3744588792324066,0.8786358833312988,0.6985318660736084,0.5774506330490112,0.6386592388153076
