epoch,train_loss,step,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0,0.18318220973014832,9,,,,,,
0,0.16495732963085175,19,,,,,,
0,0.4670289158821106,29,,,,,,
0,0.1564948558807373,39,,,,,,
0,1.8338896036148071,49,,,,,,
0,0.22989529371261597,59,,,,,,
0,0.12875784933567047,69,,,,,,
0,0.18219462037086487,79,,,,,,
0,0.17764125764369965,89,,,,,,
0,0.20368735492229462,99,,,,,,
0,,102,0.08954882621765137,0.8952652812004089,0.35185185074806213,0.6190488338470459,0.6808221340179443,
1,0.1938004046678543,109,,,,,,
1,0.20092462003231049,119,,,,,,
1,0.11531772464513779,129,,,,,,
1,0.19315019249916077,139,,,,,,
1,0.5442920923233032,149,,,,,,
1,0.13412971794605255,159,,,,,,
1,0.1828555166721344,169,,,,,,
1,0.2719932198524475,179,,,,,,
1,0.08741922676563263,189,,,,,,
1,0.14038294553756714,199,,,,,,
1,,205,0.08144135028123856,0.9106103181838989,0.43518519401550293,0.6666492819786072,0.7202185988426208,
2,0.10226543992757797,209,,,,,,
2,0.07559430599212646,219,,,,,,
2,0.18151381611824036,229,,,,,,
2,0.07275986671447754,239,,,,,,
2,0.2195340245962143,249,,,,,,
2,0.15689274668693542,259,,,,,,
2,0.06946821510791779,269,,,,,,
2,0.08143482357263565,279,,,,,,
2,0.07073213905096054,289,,,,,,
2,0.08540740609169006,299,,,,,,
2,,308,0.08086580038070679,0.9199590682983398,0.46759259700775146,0.7023825645446777,0.7575766444206238,
3,0.04742942750453949,309,,,,,,
3,0.07981888204813004,319,,,,,,
3,0.07857398688793182,329,,,,,,
3,0.07359934598207474,339,,,,,,
3,0.048271577805280685,349,,,,,,
3,0.07975846529006958,359,,,,,,
3,0.11902989447116852,369,,,,,,
3,0.09409717470407486,379,,,,,,
3,0.04840441420674324,389,,,,,,
3,0.025753190740942955,399,,,,,,
3,0.08327800780534744,409,,,,,,
3,,411,0.0843529924750328,0.9169769883155823,0.49537035822868347,0.7010583281517029,0.7564018964767456,
4,0.03188953176140785,419,,,,,,
4,0.019343074411153793,429,,,,,,
4,0.025555593892931938,439,,,,,,
4,0.07643815875053406,449,,,,,,
4,0.05958941578865051,459,,,,,,
4,0.0984652116894722,469,,,,,,
4,0.06154407188296318,479,,,,,,
4,0.016773832961916924,489,,,,,,
4,0.0188701581209898,499,,,,,,
4,0.010746536776423454,509,,,,,,
4,,514,0.09201956540346146,0.9079709053039551,0.46759259700775146,0.6796057224273682,0.7287467122077942,
5,,515,,,,,,0.09201956540346146
