train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_loss
0.5731969475746155,0,9,,,,,,
0.34405654668807983,0,19,,,,,,
0.19986030459403992,0,29,,,,,,
0.18806058168411255,0,39,,,,,,
0.26559996604919434,0,49,,,,,,
0.25561487674713135,0,59,,,,,,
0.12383418530225754,0,69,,,,,,
0.16460871696472168,0,79,,,,,,
0.08504831045866013,0,89,,,,,,
0.10814972221851349,0,99,,,,,,
0.19579416513442993,0,109,,,,,,
0.26249024271965027,0,119,,,,,,
0.1676655262708664,0,129,,,,,,
0.33615344762802124,0,139,,,,,,
0.14869631826877594,0,149,,,,,,
0.14716941118240356,0,159,,,,,,
0.19764204323291779,0,169,,,,,,
0.15236856043338776,0,179,,,,,,
0.124895840883255,0,189,,,,,,
0.22748492658138275,0,199,,,,,,
0.1330339014530182,0,209,,,,,,
0.136919304728508,0,219,,,,,,
0.24663874506950378,0,229,,,,,,
0.12131524831056595,0,239,,,,,,
0.1259486973285675,0,249,,,,,,
0.19553203880786896,0,259,,,,,,
0.17119139432907104,0,269,,,,,,
0.24407163262367249,0,279,,,,,,
0.2096872478723526,0,289,,,,,,
0.09839345514774323,0,299,,,,,,
0.1742543876171112,0,309,,,,,,
0.0838547870516777,0,319,,,,,,
0.14727263152599335,0,329,,,,,,
0.09984123706817627,0,339,,,,,,
,0,344,0.24292981624603271,0.19084766507148743,0.12290912866592407,0.12411847710609436,0.7682700753211975,
0.1512978971004486,1,349,,,,,,
0.20681950449943542,1,359,,,,,,
0.23276802897453308,1,369,,,,,,
0.14997166395187378,1,379,,,,,,
0.10265162587165833,1,389,,,,,,
0.14035654067993164,1,399,,,,,,
0.1251690685749054,1,409,,,,,,
0.17668117582798004,1,419,,,,,,
0.12657807767391205,1,429,,,,,,
0.15871016681194305,1,439,,,,,,
0.10005936026573181,1,449,,,,,,
0.1726635992527008,1,459,,,,,,
0.1691044270992279,1,469,,,,,,
0.13032473623752594,1,479,,,,,,
0.14663678407669067,1,489,,,,,,
0.1622660905122757,1,499,,,,,,
0.16910620033740997,1,509,,,,,,
0.18539659678936005,1,519,,,,,,
0.1915537565946579,1,529,,,,,,
0.09563196450471878,1,539,,,,,,
0.1005919873714447,1,549,,,,,,
0.09161398559808731,1,559,,,,,,
0.18810023367404938,1,569,,,,,,
0.09640161693096161,1,579,,,,,,
0.10897073894739151,1,589,,,,,,
0.12414662539958954,1,599,,,,,,
0.11006341874599457,1,609,,,,,,
0.14094220101833344,1,619,,,,,,
0.16037175059318542,1,629,,,,,,
0.1423596292734146,1,639,,,,,,
0.09896311163902283,1,649,,,,,,
0.13052839040756226,1,659,,,,,,
0.16764596104621887,1,669,,,,,,
0.09971441328525543,1,679,,,,,,
0.19783389568328857,1,689,,,,,,
,1,689,0.27214255928993225,0.22190557420253754,0.10555592179298401,0.15091678500175476,0.7787315249443054,
0.10371493548154831,2,699,,,,,,
0.08593188226222992,2,709,,,,,,
0.08883818984031677,2,719,,,,,,
0.06889002025127411,2,729,,,,,,
0.0754578486084938,2,739,,,,,,
0.13901068270206451,2,749,,,,,,
0.10579276084899902,2,759,,,,,,
0.08199591189622879,2,769,,,,,,
0.12872061133384705,2,779,,,,,,
0.07502785325050354,2,789,,,,,,
0.10752804577350616,2,799,,,,,,
0.09492422640323639,2,809,,,,,,
0.09877422451972961,2,819,,,,,,
0.09775614738464355,2,829,,,,,,
0.06865011155605316,2,839,,,,,,
0.06963101774454117,2,849,,,,,,
0.11367271095514297,2,859,,,,,,
0.07883427292108536,2,869,,,,,,
0.08416958153247833,2,879,,,,,,
0.06374504417181015,2,889,,,,,,
0.07215871661901474,2,899,,,,,,
0.08278124779462814,2,909,,,,,,
