epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,9,0.6294849514961243,,,,,,
0,19,0.18272316455841064,,,,,,
0,29,0.252896249294281,,,,,,
0,39,0.4228348731994629,,,,,,
0,49,0.1484176516532898,,,,,,
0,59,0.2971022129058838,,,,,,
0,69,0.3748156726360321,,,,,,
0,79,0.343235045671463,,,,,,
0,89,0.4283561706542969,,,,,,
0,99,0.18688932061195374,,,,,,
0,109,0.1411491334438324,,,,,,
0,119,0.16644452512264252,,,,,,
0,129,0.17904813587665558,,,,,,
0,139,0.27444419264793396,,,,,,
0,149,0.18166755139827728,,,,,,
0,159,0.2673265337944031,,,,,,
0,169,0.2237779200077057,,,,,,
0,179,0.13994143903255463,,,,,,
0,189,0.18404275178909302,,,,,,
0,199,0.2662147879600525,,,,,,
0,209,0.1505042314529419,,,,,,
0,219,0.1539219468832016,,,,,,
0,229,0.14980405569076538,,,,,,
0,239,0.19300663471221924,,,,,,
0,249,0.22482845187187195,,,,,,
0,259,0.16708680987358093,,,,,,
0,269,0.10564407706260681,,,,,,
0,279,0.1689700484275818,,,,,,
0,289,0.1449233889579773,,,,,,
0,299,0.10303429514169693,,,,,,
0,309,0.10576677322387695,,,,,,
0,319,0.19278112053871155,,,,,,
0,329,0.1423652470111847,,,,,,
0,339,0.12102186679840088,,,,,,
0,349,0.16991300880908966,,,,,,
0,359,0.11607009917497635,,,,,,
0,369,0.17514406144618988,,,,,,
0,379,0.07245097309350967,,,,,,
0,389,0.09710192680358887,,,,,,
0,399,0.09623046219348907,,,,,,
0,409,0.21860860288143158,,,,,,
0,419,0.10765306651592255,,,,,,
0,429,0.05896611884236336,,,,,,
0,439,0.09778275340795517,,,,,,
0,449,0.20914287865161896,,,,,,
0,459,0.10991604626178741,,,,,,
0,469,0.11042172461748123,,,,,,
0,479,0.14842361211776733,,,,,,
0,489,0.12398083508014679,,,,,,
0,499,0.09132568538188934,,,,,,
0,509,0.09702059626579285,,,,,,
0,519,0.1068132147192955,,,,,,
0,529,0.14231006801128387,,,,,,
0,539,0.11913049221038818,,,,,,
0,549,0.15631616115570068,,,,,,
0,559,0.10747688263654709,,,,,,
0,569,0.1267482042312622,,,,,,
0,579,0.13238896429538727,,,,,,
0,589,0.23524834215641022,,,,,,
0,599,0.08732885867357254,,,,,,
0,609,0.20763321220874786,,,,,,
0,619,0.13409268856048584,,,,,,
0,629,0.0930187776684761,,,,,,
0,639,0.10235301405191422,,,,,,
0,649,0.11066059023141861,,,,,,
0,659,0.0805884376168251,,,,,,
0,669,0.16495680809020996,,,,,,
0,679,0.08786966651678085,,,,,,
0,689,0.09460710734128952,,,,,,
0,699,0.16802239418029785,,,,,,
0,709,0.11375502496957779,,,,,,
0,719,0.17244872450828552,,,,,,
0,729,0.10238868743181229,,,,,,
0,739,0.10336880385875702,,,,,,
0,749,0.08833088725805283,,,,,,
0,759,0.18830648064613342,,,,,,
0,769,0.1041349247097969,,,,,,
0,779,0.09827437996864319,,,,,,
0,789,0.11417586356401443,,,,,,
0,799,0.13882368803024292,,,,,,
0,809,0.09123998880386353,,,,,,
0,819,0.09727106243371964,,,,,,
0,829,0.10544605553150177,,,,,,
0,839,0.07374149560928345,,,,,,
0,849,0.1388157308101654,,,,,,
