epoch,step,train_loss,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
0,9,0.08860048651695251,,,,,,
0,19,0.05157196521759033,,,,,,
0,29,0.05925561487674713,,,,,,
0,39,0.05955116078257561,,,,,,
0,49,0.04199545830488205,,,,,,
0,59,0.04393266886472702,,,,,,
0,69,0.031664878129959106,,,,,,
0,79,0.024907279759645462,,,,,,
0,89,0.03639378026127815,,,,,,
0,99,0.03573387861251831,,,,,,
0,109,0.04600456729531288,,,,,,
0,119,0.07310272008180618,,,,,,
0,129,0.047167859971523285,,,,,,
0,139,0.03463475778698921,,,,,,
0,149,0.04577575623989105,,,,,,
0,159,0.03808516636490822,,,,,,
0,169,0.05265548825263977,,,,,,
0,179,0.05420844256877899,,,,,,
0,189,0.027220280840992928,,,,,,
0,199,0.035658299922943115,,,,,,
0,209,0.020652402192354202,,,,,,
0,219,0.061281122267246246,,,,,,
0,229,0.04589102044701576,,,,,,
0,239,0.05187221243977547,,,,,,
0,249,0.02972445823252201,,,,,,
0,259,0.03457065671682358,,,,,,
0,269,0.030729347839951515,,,,,,
0,279,0.037377092987298965,,,,,,
0,289,0.029300494119524956,,,,,,
0,299,0.03337256237864494,,,,,,
0,309,0.03572431206703186,,,,,,
0,319,0.05121607705950737,,,,,,
0,329,0.0301939956843853,,,,,,
0,339,0.04387399181723595,,,,,,
0,349,0.034332748502492905,,,,,,
0,359,0.029538854956626892,,,,,,
0,369,0.034150946885347366,,,,,,
0,379,0.028568170964717865,,,,,,
0,389,0.03969263285398483,,,,,,
0,399,0.04003061354160309,,,,,,
0,409,0.029549507424235344,,,,,,
0,419,0.03533701226115227,,,,,,
0,429,0.04698653146624565,,,,,,
0,439,0.03585804998874664,,,,,,
0,449,0.04035131633281708,,,,,,
0,459,0.03060181997716427,,,,,,
0,469,0.042436085641384125,,,,,,
0,479,0.027815554291009903,,,,,,
0,489,0.04025335609912872,,,,,,
0,499,0.03424622118473053,,,,,,
0,509,0.026750333607196808,,,,,,
0,519,0.06332679092884064,,,,,,
0,529,0.037801649421453476,,,,,,
0,539,0.022041907534003258,,,,,,
0,549,0.041656576097011566,,,,,,
0,559,0.046560805290937424,,,,,,
0,569,0.06093161553144455,,,,,,
0,579,0.028154941275715828,,,,,,
0,589,0.028017763048410416,,,,,,
0,599,0.04103311523795128,,,,,,
0,609,0.03333840146660805,,,,,,
0,619,0.027850911021232605,,,,,,
0,629,0.026021812111139297,,,,,,
0,639,0.026594944298267365,,,,,,
