epoch,train_loss,step,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,test_loss
0,0.6336389780044556,9,,,,,,
0,0.08148680627346039,19,,,,,,
0,0.12380315363407135,29,,,,,,
0,0.08095044642686844,39,,,,,,
0,0.06888881325721741,49,,,,,,
0,0.14376111328601837,59,,,,,,
0,0.2559463679790497,69,,,,,,
0,0.6032829880714417,79,,,,,,
0,0.8255739212036133,89,,,,,,
0,0.06998919695615768,99,,,,,,
0,0.39961177110671997,109,,,,,,
0,0.06793852150440216,119,,,,,,
0,0.049590855836868286,129,,,,,,
0,0.1400684267282486,139,,,,,,
0,0.060664381831884384,149,,,,,,
0,0.05554349720478058,159,,,,,,
0,0.3667183816432953,169,,,,,,
0,0.4866156578063965,179,,,,,,
0,0.06420417875051498,189,,,,,,
0,,189,0.8190353512763977,0.30871856212615967,0.37162384390830994,0.2576177418231964,0.12961852550506592,
1,0.3293970823287964,199,,,,,,
1,0.31029531359672546,209,,,,,,
1,0.33825573325157166,219,,,,,,
1,0.06255455315113068,229,,,,,,
1,0.06640633195638657,239,,,,,,
1,0.22681228816509247,249,,,,,,
1,0.2807183563709259,259,,,,,,
1,0.04926009476184845,269,,,,,,
1,0.7983813881874084,279,,,,,,
1,0.2912473976612091,289,,,,,,
1,0.09937617182731628,299,,,,,,
1,0.05844690650701523,309,,,,,,
1,0.04462486505508423,319,,,,,,
1,0.34593847393989563,329,,,,,,
1,0.22594764828681946,339,,,,,,
1,0.1625438779592514,349,,,,,,
1,0.18212759494781494,359,,,,,,
1,0.22392019629478455,369,,,,,,
1,0.10595878958702087,379,,,,,,
1,,379,0.8954995274543762,0.5435931086540222,0.5799049735069275,0.49584487080574036,0.14912211894989014,
2,0.2389090210199356,389,,,,,,
2,0.26615941524505615,399,,,,,,
2,0.23096424341201782,409,,,,,,
2,0.04701481759548187,419,,,,,,
2,0.05774819105863571,429,,,,,,
2,0.1800585240125656,439,,,,,,
2,0.18221771717071533,449,,,,,,
2,0.036908119916915894,459,,,,,,
2,0.6092277765274048,469,,,,,,
2,0.1650111824274063,479,,,,,,
2,0.04840072616934776,489,,,,,,
2,0.0414201095700264,499,,,,,,
2,0.03259487450122833,509,,,,,,
2,0.28568851947784424,519,,,,,,
2,0.15235716104507446,529,,,,,,
2,0.1404731422662735,539,,,,,,
2,0.1378307044506073,549,,,,,,
2,0.13432395458221436,559,,,,,,
2,0.04199875518679619,569,,,,,,
2,,569,0.9292255640029907,0.691222071647644,0.7066527009010315,0.6565096974372864,0.11836855858564377,
3,0.1464226245880127,579,,,,,,
3,0.21358907222747803,589,,,,,,
3,0.14720945060253143,599,,,,,,
3,0.035249967128038406,609,,,,,,
3,0.0516376793384552,619,,,,,,
3,0.1462869495153427,629,,,,,,
3,0.11785304546356201,639,,,,,,
3,0.016615867614746094,649,,,,,,
3,0.44814440608024597,659,,,,,,
3,0.10379372537136078,669,,,,,,
3,0.03202560916543007,679,,,,,,
3,0.021977268159389496,689,,,,,,
3,0.017915749922394753,699,,,,,,
3,0.21449609100818634,709,,,,,,
3,0.09960237890481949,719,,,,,,
3,0.10447174310684204,729,,,,,,
3,0.09051231294870377,739,,,,,,
3,0.07481324672698975,749,,,,,,
3,0.00033123293542303145,759,,,,,,
3,,759,0.9316921830177307,0.7037575244903564,0.7153128981590271,0.6703600883483887,0.11913805454969406,
4,0.08171415328979492,769,,,,,,
4,0.16245967149734497,779,,,,,,
4,0.09661712497472763,789,,,,,,
4,0.026515966281294823,799,,,,,,
4,0.03542071580886841,809,,,,,,
4,0.10312794148921967,819,,,,,,
4,0.06603533029556274,829,,,,,,
4,0.010085451416671276,839,,,,,,
4,0.2978326380252838,849,,,,,,
4,0.07622746378183365,859,,,,,,
4,0.02303985320031643,869,,,,,,
4,0.013998668640851974,879,,,,,,
4,0.009438928216695786,889,,,,,,
4,0.15264825522899628,899,,,,,,
4,0.0538691021502018,909,,,,,,
4,0.05798892304301262,919,,,,,,
4,0.04400179535150528,929,,,,,,
4,0.03463217616081238,939,,,,,,
4,4.602472108672373e-05,949,,,,,,
4,,949,0.934027910232544,0.7141506671905518,0.7247674465179443,0.6814404726028442,0.13452012836933136,
5,,950,,,,,,0.13452012836933136
