epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0,4.6967668533325195,9,,,,,,
0,3.6677403450012207,19,,,,,,
0,2.8830726146698,29,,,,,,
0,2.190382957458496,39,,,,,,
0,1.5172842741012573,49,,,,,,
0,1.1986058950424194,59,,,,,,
0,0.8808620572090149,69,,,,,,
0,0.6364397406578064,79,,,,,,
0,0.33334818482398987,89,,,,,,
0,0.1863410919904709,99,,,,,,
0,0.1760108470916748,109,,,,,,
0,0.15264992415905,119,,,,,,
0,0.09066937118768692,129,,,,,,
0,0.050076380372047424,139,,,,,,
0,0.06980478018522263,149,,,,,,
0,0.11882980167865753,159,,,,,,
0,0.03705577552318573,169,,,,,,
0,0.06993059813976288,179,,,,,,
0,0.10666363686323166,189,,,,,,
0,0.041138406842947006,199,,,,,,
0,0.11910559237003326,209,,,,,,
0,0.15469783544540405,219,,,,,,
0,0.08667239546775818,229,,,,,,
0,0.03657713904976845,239,,,,,,
0,0.0200026948004961,249,,,,,,
0,0.0755479484796524,259,,,,,,
0,0.012589233927428722,269,,,,,,
0,0.06036746874451637,279,,,,,,
0,0.10465388000011444,289,,,,,,
0,0.01700383797287941,299,,,,,,
0,0.02411770634353161,309,,,,,,
0,0.05623498186469078,319,,,,,,
0,0.041429974138736725,329,,,,,,
0,0.05850682035088539,339,,,,,,
0,0.012062009423971176,349,,,,,,
0,0.05627882480621338,359,,,,,,
0,0.02303801104426384,369,,,,,,
0,0.06285970658063889,379,,,,,,
0,0.06972045451402664,389,,,,,,
0,0.05446573719382286,399,,,,,,
0,0.0813155472278595,409,,,,,,
0,0.009715741500258446,419,,,,,,
0,0.02486659213900566,429,,,,,,
0,0.042546920478343964,439,,,,,,
0,0.00750356912612915,449,,,,,,
0,0.0050356327556073666,459,,,,,,
0,0.008775020018219948,469,,,,,,
0,0.07885723561048508,479,,,,,,
0,0.009480147622525692,489,,,,,,
0,0.10800837725400925,499,,,,,,
0,0.05518610030412674,509,,,,,,
0,0.005376847460865974,519,,,,,,
0,0.025399500504136086,529,,,,,,
0,0.02343696355819702,539,,,,,,
0,0.004724754020571709,549,,,,,,
0,0.081217922270298,559,,,,,,
0,0.07090432941913605,569,,,,,,
0,0.0040894802659749985,579,,,,,,
0,0.0592525452375412,589,,,,,,
0,0.01161546353250742,599,,,,,,
0,0.012583940289914608,609,,,,,,
0,0.0077860429883003235,619,,,,,,
0,0.042541757225990295,629,,,,,,
0,0.028847500681877136,639,,,,,,
0,0.034536369144916534,649,,,,,,
0,0.06908007711172104,659,,,,,,
0,0.00415045628324151,669,,,,,,
0,0.005108125973492861,679,,,,,,
0,0.0037701420951634645,689,,,,,,
0,0.01887187547981739,699,,,,,,
0,0.009931801818311214,709,,,,,,
0,0.030746351927518845,719,,,,,,
0,0.06750347465276718,729,,,,,,
0,0.007747008930891752,739,,,,,,
0,0.0036175635177642107,749,,,,,,
0,0.09587529301643372,759,,,,,,
0,0.03253066539764404,769,,,,,,
0,0.046049632132053375,779,,,,,,
0,0.010102787986397743,789,,,,,,
0,0.017796006053686142,799,,,,,,
0,0.003833992639556527,809,,,,,,
0,0.015472576953470707,819,,,,,,
0,0.002217210829257965,829,,,,,,
0,0.0335141159594059,839,,,,,,
0,0.007507130969315767,849,,,,,,
0,0.0374918095767498,859,,,,,,
0,0.03863022103905678,869,,,,,,
