step,epoch,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score
9,0,0.4716975688934326,,,,,,,,,,
19,0,0.349235862493515,,,,,,,,,,
29,0,0.16784124076366425,,,,,,,,,,
39,0,0.11137683689594269,,,,,,,,,,
49,0,0.15149149298667908,,,,,,,,,,
59,0,0.3097490966320038,,,,,,,,,,
69,0,0.26422038674354553,,,,,,,,,,
79,0,0.33821162581443787,,,,,,,,,,
89,0,0.08679049462080002,,,,,,,,,,
99,0,0.1016273945569992,,,,,,,,,,
109,0,0.13031166791915894,,,,,,,,,,
119,0,0.07909565418958664,,,,,,,,,,
120,0,,0.9053089022636414,0.6202895045280457,0.08811358362436295,0.5414012670516968,0.583962082862854,,,,,
129,1,0.0738113522529602,,,,,,,,,,
139,1,0.11176837235689163,,,,,,,,,,
149,1,0.09198056906461716,,,,,,,,,,
159,1,0.14329160749912262,,,,,,,,,,
169,1,0.0892588421702385,,,,,,,,,,
179,1,0.09980521351099014,,,,,,,,,,
189,1,0.12386742234230042,,,,,,,,,,
199,1,0.1056758388876915,,,,,,,,,,
209,1,0.34177711606025696,,,,,,,,,,
219,1,0.09849242866039276,,,,,,,,,,
229,1,0.09400293976068497,,,,,,,,,,
239,1,0.09889283031225204,,,,,,,,,,
241,1,,0.9147524237632751,0.6512609720230103,0.07595553249120712,0.5817409753799438,0.6227412223815918,,,,,
249,2,0.3186626136302948,,,,,,,,,,
259,2,0.08455424010753632,,,,,,,,,,
269,2,0.14398032426834106,,,,,,,,,,
279,2,0.05042240396142006,,,,,,,,,,
289,2,0.07540907710790634,,,,,,,,,,
299,2,0.07071440666913986,,,,,,,,,,
309,2,0.08619760721921921,,,,,,,,,,
319,2,0.42605698108673096,,,,,,,,,,
329,2,0.1810513287782669,,,,,,,,,,
339,2,0.07582848519086838,,,,,,,,,,
349,2,0.3422248363494873,,,,,,,,,,
359,2,0.07029679417610168,,,,,,,,,,
362,2,,0.9174520969390869,0.6669189929962158,0.07709462195634842,0.6008492708206177,0.6407576203346252,,,,,
369,3,0.12166020274162292,,,,,,,,,,
379,3,0.08958077430725098,,,,,,,,,,
389,3,0.06272240728139877,,,,,,,,,,
399,3,0.1471409648656845,,,,,,,,,,
409,3,0.1222698837518692,,,,,,,,,,
419,3,0.08181048929691315,,,,,,,,,,
429,3,0.08653568476438522,,,,,,,,,,
439,3,0.06242961063981056,,,,,,,,,,
449,3,0.21524357795715332,,,,,,,,,,
459,3,0.07760358601808548,,,,,,,,,,
469,3,0.07265345007181168,,,,,,,,,,
479,3,0.09431777149438858,,,,,,,,,,
483,3,,0.9205732941627502,0.6743495464324951,0.07139095664024353,0.6093418002128601,0.6504582166671753,,,,,
489,4,0.15774567425251007,,,,,,,,,,
499,4,0.07114977389574051,,,,,,,,,,
509,4,0.05714188516139984,,,,,,,,,,
519,4,0.09401483833789825,,,,,,,,,,
529,4,0.08230997622013092,,,,,,,,,,
539,4,0.08346204459667206,,,,,,,,,,
549,4,0.19993261992931366,,,,,,,,,,
559,4,0.12923039495944977,,,,,,,,,,
569,4,0.08466021716594696,,,,,,,,,,
579,4,0.11510185152292252,,,,,,,,,,
589,4,0.08135191351175308,,,,,,,,,,
599,4,0.18074071407318115,,,,,,,,,,
604,4,,0.9247379302978516,0.6927261352539062,0.07096409052610397,0.6326963901519775,0.6723973155021667,,,,,
605,5,,,,,,,0.6723973155021667,0.6927261352539062,0.07096409052610397,0.6326963901519775,0.9247379302978516
