train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,test_loss
0.31743839383125305,9,0,,,,,,
0.32008635997772217,19,0,,,,,,
0.3896583914756775,29,0,,,,,,
0.42145204544067383,39,0,,,,,,
0.18090753257274628,49,0,,,,,,
0.18494971096515656,59,0,,,,,,
0.14730161428451538,69,0,,,,,,
0.1328318566083908,79,0,,,,,,
0.3166228234767914,89,0,,,,,,
0.14107641577720642,99,0,,,,,,
0.13072142004966736,109,0,,,,,,
0.20132462680339813,119,0,,,,,,
0.1390266716480255,129,0,,,,,,
0.18936942517757416,139,0,,,,,,
0.16247989237308502,149,0,,,,,,
0.09461046010255814,159,0,,,,,,
0.08197435736656189,169,0,,,,,,
0.12557846307754517,179,0,,,,,,
0.1594465970993042,189,0,,,,,,
0.09979955106973648,199,0,,,,,,
0.049038443714380264,209,0,,,,,,
0.0828448012471199,219,0,,,,,,
0.16980083286762238,229,0,,,,,,
0.20379462838172913,239,0,,,,,,
0.10141617804765701,249,0,,,,,,
0.16336557269096375,259,0,,,,,,
0.07728170603513718,269,0,,,,,,
0.06087573617696762,279,0,,,,,,
0.10017862915992737,289,0,,,,,,
0.1192919984459877,299,0,,,,,,
0.14957092702388763,309,0,,,,,,
0.10605651885271072,319,0,,,,,,
0.08383343368768692,329,0,,,,,,
0.10086873918771744,339,0,,,,,,
0.12952518463134766,349,0,,,,,,
0.27638840675354004,359,0,,,,,,
,359,0,0.36328884959220886,0.8079994916915894,0.3037793040275574,0.09831445664167404,0.23404255509376526,
0.1218770444393158,369,1,,,,,,
0.0993107408285141,379,1,,,,,,
0.15817730128765106,389,1,,,,,,
0.08004074543714523,399,1,,,,,,
0.14316973090171814,409,1,,,,,,
0.062330689281225204,419,1,,,,,,
0.11551585048437119,429,1,,,,,,
0.08259512484073639,439,1,,,,,,
0.09369543194770813,449,1,,,,,,
0.12079015374183655,459,1,,,,,,
0.19121776521205902,469,1,,,,,,
0.13944406807422638,479,1,,,,,,
0.07071543484926224,489,1,,,,,,
0.09385617077350616,499,1,,,,,,
0.12369870394468307,509,1,,,,,,
0.10981664061546326,519,1,,,,,,
0.08505664020776749,529,1,,,,,,
0.13685797154903412,539,1,,,,,,
0.09101653844118118,549,1,,,,,,
0.08355491608381271,559,1,,,,,,
0.07276374846696854,569,1,,,,,,
0.14038203656673431,579,1,,,,,,
0.05649286136031151,589,1,,,,,,
0.04277099296450615,599,1,,,,,,
0.05292319878935814,609,1,,,,,,
0.064301036298275,619,1,,,,,,
0.059269919991493225,629,1,,,,,,
0.05117778480052948,639,1,,,,,,
0.12236808985471725,649,1,,,,,,
0.10141921043395996,659,1,,,,,,
0.04329951852560043,669,1,,,,,,
0.06360598653554916,679,1,,,,,,
0.09509199857711792,689,1,,,,,,
0.058894213289022446,699,1,,,,,,
0.11653972417116165,709,1,,,,,,
0.07367721945047379,719,1,,,,,,
,719,1,0.5483457446098328,0.8713492751121521,0.5149825811386108,0.06790628284215927,0.4654255211353302,
0.062194839119911194,729,2,,,,,,
0.04251576587557793,739,2,,,,,,
0.07332565635442734,749,2,,,,,,
0.04676957428455353,759,2,,,,,,
0.05022694915533066,769,2,,,,,,
0.04192754626274109,779,2,,,,,,
0.07958032190799713,789,2,,,,,,
0.07209459692239761,799,2,,,,,,
0.06097286567091942,809,2,,,,,,
0.10600221902132034,819,2,,,,,,
0.12257836014032364,829,2,,,,,,
0.04451437294483185,839,2,,,,,,
0.05592060089111328,849,2,,,,,,
0.048224031925201416,859,2,,,,,,
0.06927657127380371,869,2,,,,,,
0.04514211788773537,879,2,,,,,,
0.06054975464940071,889,2,,,,,,
0.07373984903097153,899,2,,,,,,
0.04717757925391197,909,2,,,,,,
0.04384492337703705,919,2,,,,,,
0.02287222631275654,929,2,,,,,,
0.06066218391060829,939,2,,,,,,
0.03744353726506233,949,2,,,,,,
0.03247874975204468,959,2,,,,,,
0.03486209362745285,969,2,,,,,,
0.027166472747921944,979,2,,,,,,
0.031169109046459198,989,2,,,,,,
0.028249630704522133,999,2,,,,,,
0.06586403399705887,1009,2,,,,,,
0.04055347293615341,1019,2,,,,,,
0.03402503952383995,1029,2,,,,,,
0.02742142602801323,1039,2,,,,,,
0.04828765615820885,1049,2,,,,,,
0.031405821442604065,1059,2,,,,,,
0.08323995023965836,1069,2,,,,,,
0.04569060727953911,1079,2,,,,,,
,1079,2,0.6050382852554321,0.8889420628547668,0.5852174758911133,0.05720755085349083,0.5438829660415649,
0.03074023686349392,1089,3,,,,,,
0.023647740483283997,1099,3,,,,,,
0.051251668483018875,1109,3,,,,,,
0.03213740140199661,1119,3,,,,,,
0.020406365394592285,1129,3,,,,,,
0.03541243076324463,1139,3,,,,,,
0.047311197966337204,1149,3,,,,,,
0.04770837351679802,1159,3,,,,,,
0.048993319272994995,1169,3,,,,,,
0.09812033176422119,1179,3,,,,,,
0.06200624629855156,1189,3,,,,,,
0.012082207947969437,1199,3,,,,,,
0.029977496713399887,1209,3,,,,,,
