train_loss,epoch,step,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
4.730360507965088,0,9,,,,,,
3.608196258544922,0,19,,,,,,
2.84946346282959,0,29,,,,,,
2.185666084289551,0,39,,,,,,
1.4464755058288574,0,49,,,,,,
1.070123553276062,0,59,,,,,,
0.750205934047699,0,69,,,,,,
0.5008981823921204,0,79,,,,,,
0.2998335063457489,0,89,,,,,,
0.15885266661643982,0,99,,,,,,
0.17785733938217163,0,109,,,,,,
0.14143013954162598,0,119,,,,,,
0.14146552979946136,0,129,,,,,,
0.1824737787246704,0,139,,,,,,
0.13680340349674225,0,149,,,,,,
0.12983649969100952,0,159,,,,,,
0.21986982226371765,0,169,,,,,,
0.13967522978782654,0,179,,,,,,
0.1690654307603836,0,189,,,,,,
0.16988350450992584,0,199,,,,,,
0.11803553253412247,0,209,,,,,,
0.07025673985481262,0,219,,,,,,
0.1170215904712677,0,229,,,,,,
0.07448070496320724,0,239,,,,,,
0.12055206298828125,0,249,,,,,,
0.10512252151966095,0,259,,,,,,
0.07151823490858078,0,269,,,,,,
0.07189930975437164,0,279,,,,,,
0.12477350980043411,0,289,,,,,,
0.07913749665021896,0,299,,,,,,
0.1401766836643219,0,309,,,,,,
0.07494354993104935,0,319,,,,,,
0.05891126021742821,0,329,,,,,,
0.09287872165441513,0,339,,,,,,
0.06550486385822296,0,349,,,,,,
,0,356,0.1314108669757843,0.7951188087463379,0.38013604283332825,0.41117656230926514,0.27642276883125305,
0.11099797487258911,1,359,,,,,,
0.09450677037239075,1,369,,,,,,
0.06274120509624481,1,379,,,,,,
0.029912687838077545,1,389,,,,,,
0.13538363575935364,1,399,,,,,,
0.04968138039112091,1,409,,,,,,
0.08293970674276352,1,419,,,,,,
0.053812891244888306,1,429,,,,,,
0.08076115697622299,1,439,,,,,,
0.0658225491642952,1,449,,,,,,
0.04727614298462868,1,459,,,,,,
0.08704233169555664,1,469,,,,,,
0.08331317454576492,1,479,,,,,,
0.02405400760471821,1,489,,,,,,
0.027109263464808464,1,499,,,,,,
0.07755247503519058,1,509,,,,,,
0.0616702139377594,1,519,,,,,,
0.09177736192941666,1,529,,,,,,
0.07052364200353622,1,539,,,,,,
0.05161775276064873,1,549,,,,,,
0.01603463664650917,1,559,,,,,,
0.044050559401512146,1,569,,,,,,
0.01200171560049057,1,579,,,,,,
0.021094325929880142,1,589,,,,,,
0.045596420764923096,1,599,,,,,,
0.029671574011445045,1,609,,,,,,
0.1628749817609787,1,619,,,,,,
0.04997086897492409,1,629,,,,,,
0.12878260016441345,1,639,,,,,,
0.05312925577163696,1,649,,,,,,
0.03607747331261635,1,659,,,,,,
0.030245574191212654,1,669,,,,,,
0.0652877688407898,1,679,,,,,,
0.05169692263007164,1,689,,,,,,
0.0237739160656929,1,699,,,,,,
0.09230723232030869,1,709,,,,,,
,1,713,0.16017454862594604,0.7938979268074036,0.36991092562675476,0.4027501344680786,0.26829269528388977,
0.04528408870100975,2,719,,,,,,
0.04932243749499321,2,729,,,,,,
0.014489255845546722,2,739,,,,,,
0.027251366525888443,2,749,,,,,,
0.01957661472260952,2,759,,,,,,
0.007508761249482632,2,769,,,,,,
0.017273573204874992,2,779,,,,,,
0.003992877900600433,2,789,,,,,,
0.03062768466770649,2,799,,,,,,
0.051873769611120224,2,809,,,,,,
0.05208086222410202,2,819,,,,,,
0.0026109167374670506,2,829,,,,,,
0.04547281935811043,2,839,,,,,,
0.014156125485897064,2,849,,,,,,
0.021230997517704964,2,859,,,,,,
0.01567826233804226,2,869,,,,,,
0.006204225122928619,2,879,,,,,,
0.0029887876007705927,2,889,,,,,,
0.02489457279443741,2,899,,,,,,
0.0024717955384403467,2,909,,,,,,
0.01470476295799017,2,919,,,,,,
0.0028093205764889717,2,929,,,,,,
0.0344625823199749,2,939,,,,,,
0.003702655201777816,2,949,,,,,,
0.011078338138759136,2,959,,,,,,
0.01787841133773327,2,969,,,,,,
0.011651198379695415,2,979,,,,,,
0.02674112468957901,2,989,,,,,,
0.07534094154834747,2,999,,,,,,
0.004985202103853226,2,1009,,,,,,
0.00237802742049098,2,1019,,,,,,
0.008269169367849827,2,1029,,,,,,
0.004711434710770845,2,1039,,,,,,
0.02173183299601078,2,1049,,,,,,
0.0060366010293364525,2,1059,,,,,,
0.0022241780534386635,2,1069,,,,,,
,2,1070,0.22914601862430573,0.7939605712890625,0.3724115192890167,0.4089863896369934,0.26829269528388977,
0.0022020924370735884,3,1079,,,,,,
0.0011583477025851607,3,1089,,,,,,
0.008017035201191902,3,1099,,,,,,
0.007828445173799992,3,1109,,,,,,
0.0036850329488515854,3,1119,,,,,,
0.002674513030797243,3,1129,,,,,,
0.009889579378068447,3,1139,,,,,,
0.0010967882117256522,3,1149,,,,,,
0.0013070374261587858,3,1159,,,,,,
0.0006109918467700481,3,1169,,,,,,
0.003129982855170965,3,1179,,,,,,
0.0007031743298284709,3,1189,,,,,,
0.0016620112583041191,3,1199,,,,,,
0.004073679447174072,3,1209,,,,,,
0.0006084226188249886,3,1219,,,,,,
0.008897312916815281,3,1229,,,,,,
0.06597815454006195,3,1239,,,,,,
0.0014349623816087842,3,1249,,,,,,
0.0018481836887076497,3,1259,,,,,,
0.0022522322833538055,3,1269,,,,,,
0.0012915167026221752,3,1279,,,,,,
0.0014484792482107878,3,1289,,,,,,
0.0024789278395473957,3,1299,,,,,,
0.0005016764043830335,3,1309,,,,,,
0.0006397389224730432,3,1319,,,,,,
0.0005864410777576268,3,1329,,,,,,
0.07396512478590012,3,1339,,,,,,
0.012888606637716293,3,1349,,,,,,
0.0006259892834350467,3,1359,,,,,,
0.000955996394623071,3,1369,,,,,,
0.0006320030079223216,3,1379,,,,,,
0.0009016848634928465,3,1389,,,,,,
0.0015080522280186415,3,1399,,,,,,
0.0006503488402813673,3,1409,,,,,,
0.0025878758169710636,3,1419,,,,,,
,3,1427,0.22979946434497833,0.7960696220397949,0.37757739424705505,0.41505640745162964,0.2723577320575714,
0.002677942393347621,4,1429,,,,,,
0.0003136293962597847,4,1439,,,,,,
0.0019526463001966476,4,1449,,,,,,
0.0008761102799326181,4,1459,,,,,,
0.001323586329817772,4,1469,,,,,,
0.0003507228393573314,4,1479,,,,,,
0.0004381899198051542,4,1489,,,,,,
0.0010870114201679826,4,1499,,,,,,
0.002756389556452632,4,1509,,,,,,
0.0009230829891748726,4,1519,,,,,,
0.0005003269179724157,4,1529,,,,,,
0.0017412570305168629,4,1539,,,,,,
0.0004197654197923839,4,1549,,,,,,
0.0006047674687579274,4,1559,,,,,,
0.0035071910824626684,4,1569,,,,,,
0.0008122498402372003,4,1579,,,,,,
0.00027834708453156054,4,1589,,,,,,
0.0002570143551565707,4,1599,,,,,,
0.00022140894725453109,4,1609,,,,,,
0.0005560844438150525,4,1619,,,,,,
0.0004906423855572939,4,1629,,,,,,
0.0003793440409936011,4,1639,,,,,,
0.0009843769948929548,4,1649,,,,,,
0.0004800847382284701,4,1659,,,,,,
0.00033186509972438216,4,1669,,,,,,
0.0008271214901469648,4,1679,,,,,,
0.00015628452820237726,4,1689,,,,,,
0.00028387492056936026,4,1699,,,,,,
0.00033197624725289643,4,1709,,,,,,
0.001078530098311603,4,1719,,,,,,
0.0006211152067407966,4,1729,,,,,,
0.00030070345383137465,4,1739,,,,,,
0.0002176569978473708,4,1749,,,,,,
0.0003676346386782825,4,1759,,,,,,
0.0004981054808013141,4,1769,,,,,,
0.0005069257458671927,4,1779,,,,,,
,4,1784,0.26684674620628357,0.7956365346908569,0.37902969121932983,0.41578394174575806,0.2723577320575714,
,5,1785,,,,,,0.26684674620628357
