epoch,step,train_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss
0,9,0.4738749563694,,,,,,
0,19,0.41829976439476013,,,,,,
0,29,0.24305127561092377,,,,,,
0,39,0.29862067103385925,,,,,,
0,49,0.15645833313465118,,,,,,
0,59,0.24891087412834167,,,,,,
0,69,0.21124611794948578,,,,,,
0,79,0.3770742118358612,,,,,,
0,89,0.25364163517951965,,,,,,
0,99,0.30396780371665955,,,,,,
0,109,0.11036884039640427,,,,,,
0,119,0.3649829924106598,,,,,,
0,129,0.31004124879837036,,,,,,
0,139,0.12944145500659943,,,,,,
0,149,0.26067084074020386,,,,,,
0,159,0.15922822058200836,,,,,,
0,169,0.25218647718429565,,,,,,
0,179,0.1948574185371399,,,,,,
0,189,0.14297354221343994,,,,,,
0,199,0.13582801818847656,,,,,,
0,209,0.1326264590024948,,,,,,
0,219,0.3270789086818695,,,,,,
0,229,0.2198861986398697,,,,,,
0,239,0.2544662356376648,,,,,,
0,249,0.1747587025165558,,,,,,
0,259,0.13295172154903412,,,,,,
0,269,0.14530125260353088,,,,,,
0,279,0.13205023109912872,,,,,,
0,289,0.22737519443035126,,,,,,
0,299,0.31428664922714233,,,,,,
0,309,0.18605656921863556,,,,,,
0,319,0.10253461450338364,,,,,,
0,329,0.30124732851982117,,,,,,
0,339,0.20525486767292023,,,,,,
0,349,0.09583698213100433,,,,,,
0,359,0.08666730672121048,,,,,,
0,369,0.219808429479599,,,,,,
0,379,0.20678511261940002,,,,,,
0,389,0.1729365885257721,,,,,,
0,399,0.18049192428588867,,,,,,
0,409,0.12231504172086716,,,,,,
0,419,0.09527423232793808,,,,,,
0,429,0.18155823647975922,,,,,,
0,439,0.20907680690288544,,,,,,
0,449,0.08880103379487991,,,,,,
0,459,0.21441122889518738,,,,,,
0,469,0.21407455205917358,,,,,,
0,479,0.1688912808895111,,,,,,
0,489,0.1577761173248291,,,,,,
0,499,0.22711080312728882,,,,,,
0,509,0.19407117366790771,,,,,,
0,519,0.28072449564933777,,,,,,
0,529,0.12185833603143692,,,,,,
0,539,0.10897547006607056,,,,,,
0,549,0.15073446929454803,,,,,,
0,559,0.13873060047626495,,,,,,
0,569,0.20731095969676971,,,,,,
0,579,0.10467331111431122,,,,,,
0,589,0.1641026884317398,,,,,,
0,599,0.07938980311155319,,,,,,
0,609,0.22704777121543884,,,,,,
0,619,0.13741852343082428,,,,,,
0,629,0.12696455419063568,,,,,,
0,639,0.18866436183452606,,,,,,
0,649,0.2053595334291458,,,,,,
0,659,0.18215754628181458,,,,,,
0,669,0.2639187276363373,,,,,,
0,679,0.12882322072982788,,,,,,
0,689,0.18557623028755188,,,,,,
0,699,0.18386796116828918,,,,,,
0,709,0.15244759619235992,,,,,,
0,719,0.19517871737480164,,,,,,
0,729,0.15022459626197815,,,,,,
0,739,0.12865623831748962,,,,,,
0,749,0.11340069770812988,,,,,,
0,759,0.15662364661693573,,,,,,
0,769,0.15081556141376495,,,,,,
0,779,0.15542356669902802,,,,,,
0,789,0.18715715408325195,,,,,,
0,799,0.20908865332603455,,,,,,
0,809,0.10773997008800507,,,,,,
0,819,0.13933059573173523,,,,,,
0,829,0.16565772891044617,,,,,,
0,839,0.13302776217460632,,,,,,
0,849,0.24291642010211945,,,,,,
0,859,0.12519621849060059,,,,,,
0,869,0.13897918164730072,,,,,,
0,879,0.11748611927032471,,,,,,
0,889,0.0970553308725357,,,,,,
0,899,0.10748118907213211,,,,,,
0,909,0.1305685192346573,,,,,,
0,919,0.1051851361989975,,,,,,
0,929,0.07636435329914093,,,,,,
0,939,0.18118716776371002,,,,,,
0,949,0.08861813694238663,,,,,,
0,959,0.11257868260145187,,,,,,
0,969,0.13066518306732178,,,,,,
0,979,0.0995132103562355,,,,,,
0,989,0.158561572432518,,,,,,
0,999,0.09352366626262665,,,,,,
0,1009,0.10480823367834091,,,,,,
0,1019,0.11309683322906494,,,,,,
0,1029,0.1109268069267273,,,,,,
0,1039,0.08694089204072952,,,,,,
0,1049,0.15211237967014313,,,,,,
0,1059,0.0714138075709343,,,,,,
0,1069,0.09613954275846481,,,,,,
0,1079,0.112845279276371,,,,,,
0,1089,0.1641169935464859,,,,,,
0,1099,0.11923336982727051,,,,,,
0,1109,0.11953506618738174,,,,,,
0,1119,0.15172114968299866,,,,,,
0,1129,0.10433302819728851,,,,,,
0,1139,0.11632797867059708,,,,,,
0,1149,0.10072960704565048,,,,,,
0,1159,0.09177032113075256,,,,,,
0,1169,0.10332521796226501,,,,,,
0,1179,0.253281831741333,,,,,,
0,1189,0.07886742055416107,,,,,,
0,1199,0.05360670015215874,,,,,,
0,1209,0.1609632670879364,,,,,,
0,1219,0.06776966154575348,,,,,,
0,1229,0.07979417592287064,,,,,,
0,1239,0.07274851948022842,,,,,,
0,1249,0.1121780276298523,,,,,,
0,1259,0.10479260236024857,,,,,,
0,1269,0.11739251017570496,,,,,,
0,1279,0.13365037739276886,,,,,,
0,1289,0.10860562324523926,,,,,,
0,1299,0.1042565181851387,,,,,,
0,1309,0.10421972721815109,,,,,,
0,1319,0.06540456414222717,,,,,,
0,1329,0.1572009027004242,,,,,,
0,1339,0.13313958048820496,,,,,,
0,1349,0.054396480321884155,,,,,,
0,1359,0.0861428752541542,,,,,,
0,1369,0.09339483827352524,,,,,,
0,1379,0.10233423113822937,,,,,,
0,1389,0.07224675267934799,,,,,,
0,1399,0.08369716256856918,,,,,,
0,1409,0.0898471474647522,,,,,,
0,1419,0.10621801763772964,,,,,,
0,1429,0.07419740408658981,,,,,,
0,1439,0.12736013531684875,,,,,,
0,1449,0.11837557703256607,,,,,,
0,1459,0.06414362043142319,,,,,,
0,1469,0.12168861925601959,,,,,,
0,1479,0.113536536693573,,,,,,
0,1489,0.08091199398040771,,,,,,
0,1499,0.09029195457696915,,,,,,
0,1509,0.10670960694551468,,,,,,
0,1519,0.12501904368400574,,,,,,
0,1529,0.08482784777879715,,,,,,
0,1539,0.12964583933353424,,,,,,
0,1549,0.11103340983390808,,,,,,
0,1559,0.07431872189044952,,,,,,
0,1569,0.06730560958385468,,,,,,
0,1579,0.13008147478103638,,,,,,
0,1589,0.15355388820171356,,,,,,
0,1599,0.23509220778942108,,,,,,
0,1609,0.13220800459384918,,,,,,
0,1619,0.12079251557588577,,,,,,
0,1629,0.13579750061035156,,,,,,
0,1639,0.09382127225399017,,,,,,
0,1649,0.10777970403432846,,,,,,
0,1659,0.11125801503658295,,,,,,
0,1669,0.07201506197452545,,,,,,
0,1679,0.13543549180030823,,,,,,
0,1689,0.13136769831180573,,,,,,
0,1699,0.10476070642471313,,,,,,
0,1699,,0.7942860126495361,0.19631901383399963,0.31757280230522156,0.12808005511760712,0.26480478048324585,
1,1709,0.08686035871505737,,,,,,
1,1719,0.1028933972120285,,,,,,
1,1729,0.0770358070731163,,,,,,
1,1739,0.09727615118026733,,,,,,
1,1749,0.07296639680862427,,,,,,
1,1759,0.07100051641464233,,,,,,
1,1769,0.07838806509971619,,,,,,
1,1779,0.0979127511382103,,,,,,
1,1789,0.058506544679403305,,,,,,
1,1799,0.06734735518693924,,,,,,
1,1809,0.12058036774396896,,,,,,
1,1819,0.0754813477396965,,,,,,
1,1829,0.10634792596101761,,,,,,
1,1839,0.1410229355096817,,,,,,
1,1849,0.08635400980710983,,,,,,
1,1859,0.14232727885246277,,,,,,
1,1869,0.07133141905069351,,,,,,
1,1879,0.08700748533010483,,,,,,
1,1889,0.12243182957172394,,,,,,
1,1899,0.04519529640674591,,,,,,
1,1909,0.08888575434684753,,,,,,
1,1919,0.0641520693898201,,,,,,
1,1929,0.1395551711320877,,,,,,
1,1939,0.12045939266681671,,,,,,
1,1949,0.07092512398958206,,,,,,
1,1959,0.13920781016349792,,,,,,
1,1969,0.10145720094442368,,,,,,
1,1979,0.07293680310249329,,,,,,
1,1989,0.1626507043838501,,,,,,
1,1999,0.10121862590312958,,,,,,
1,2009,0.0930662453174591,,,,,,
1,2019,0.11307606101036072,,,,,,
1,2029,0.08371331542730331,,,,,,
1,2039,0.09089836478233337,,,,,,
1,2049,0.15575258433818817,,,,,,
1,2059,0.21137076616287231,,,,,,
1,2069,0.1279539167881012,,,,,,
1,2079,0.06419732421636581,,,,,,
1,2089,0.06567288935184479,,,,,,
1,2099,0.07027619332075119,,,,,,
1,2109,0.09637545049190521,,,,,,
