step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_loss
9,0,0.09749733656644821,,,,,,
19,0,0.0611838735640049,,,,,,
29,0,0.062237247824668884,,,,,,
39,0,0.08198613673448563,,,,,,
49,0,0.051873285323381424,,,,,,
59,0,0.06578977406024933,,,,,,
69,0,0.06122937425971031,,,,,,
79,0,0.05058274418115616,,,,,,
89,0,0.06093559041619301,,,,,,
99,0,0.049483008682727814,,,,,,
109,0,0.05219913646578789,,,,,,
119,0,0.07436084747314453,,,,,,
129,0,0.041595034301280975,,,,,,
139,0,0.0674397423863411,,,,,,
149,0,0.06345867365598679,,,,,,
159,0,0.04685795307159424,,,,,,
169,0,0.08434860408306122,,,,,,
179,0,0.057453881949186325,,,,,,
189,0,0.05244686082005501,,,,,,
199,0,0.049965035170316696,,,,,,
209,0,0.044148851186037064,,,,,,
219,0,0.04129686579108238,,,,,,
229,0,0.07577883452177048,,,,,,
239,0,0.07428693026304245,,,,,,
249,0,0.043861377984285355,,,,,,
249,0,,0.4766584634780884,0.5220717191696167,0.08307141810655594,0.57594233751297,0.8926202654838562,
259,1,0.04368709400296211,,,,,,
269,1,0.03133533522486687,,,,,,
279,1,0.029432043433189392,,,,,,
289,1,0.04112143814563751,,,,,,
299,1,0.05039944499731064,,,,,,
309,1,0.06655048578977585,,,,,,
319,1,0.057161446660757065,,,,,,
329,1,0.03055599518120289,,,,,,
339,1,0.04568800702691078,,,,,,
349,1,0.03558150306344032,,,,,,
359,1,0.020010149106383324,,,,,,
369,1,0.03517032414674759,,,,,,
379,1,0.027292920276522636,,,,,,
389,1,0.04037773981690407,,,,,,
399,1,0.015464474447071552,,,,,,
409,1,0.022208092734217644,,,,,,
419,1,0.014250471256673336,,,,,,
429,1,0.025645308196544647,,,,,,
439,1,0.03809733688831329,,,,,,
449,1,0.028508342802524567,,,,,,
459,1,0.033237259835004807,,,,,,
469,1,0.03208131343126297,,,,,,
479,1,0.05730263888835907,,,,,,
489,1,0.03485698997974396,,,,,,
499,1,0.02405097521841526,,,,,,
499,1,,0.6363636255264282,0.6662288904190063,0.07446511834859848,0.69622802734375,0.9240996241569519,
509,2,0.027924956753849983,,,,,,
519,2,0.024383246898651123,,,,,,
529,2,0.0185947697609663,,,,,,
539,2,0.019717594608664513,,,,,,
549,2,0.017870938405394554,,,,,,
559,2,0.03385649621486664,,,,,,
569,2,0.03922131657600403,,,,,,
579,2,0.0074439155869185925,,,,,,
589,2,0.03466106206178665,,,,,,
599,2,0.01660478673875332,,,,,,
609,2,0.007678536232560873,,,,,,
619,2,0.012797500006854534,,,,,,
629,2,0.010958163999021053,,,,,,
639,2,0.022050993517041206,,,,,,
649,2,0.004653639625757933,,,,,,
659,2,0.01338556781411171,,,,,,
669,2,0.002714098896831274,,,,,,
679,2,0.005912850610911846,,,,,,
689,2,0.020446788519620895,,,,,,
699,2,0.011156006716191769,,,,,,
709,2,0.016201278194785118,,,,,,
719,2,0.024846356362104416,,,,,,
729,2,0.03659944236278534,,,,,,
739,2,0.025356251746416092,,,,,,
749,2,0.021458374336361885,,,,,,
749,2,,0.6437346339225769,0.6749422550201416,0.09485412389039993,0.7037774324417114,0.9262200593948364,
759,3,0.021880416199564934,,,,,,
769,3,0.014746997505426407,,,,,,
779,3,0.009355598129332066,,,,,,
789,3,0.011619380675256252,,,,,,
799,3,0.01055195089429617,,,,,,
809,3,0.013115963898599148,,,,,,
819,3,0.025167254731059074,,,,,,
829,3,0.0030807466246187687,,,,,,
839,3,0.015534591861069202,,,,,,
849,3,0.008576655760407448,,,,,,
859,3,0.0033137639984488487,,,,,,
869,3,0.004536514636129141,,,,,,
879,3,0.005811360199004412,,,,,,
889,3,0.01210198923945427,,,,,,
899,3,0.0018636763561517,,,,,,
909,3,0.004588094539940357,,,,,,
919,3,0.0012066066265106201,,,,,,
929,3,0.0010760014411062002,,,,,,
939,3,0.011548124253749847,,,,,,
949,3,0.0035491185262799263,,,,,,
959,3,0.009242902509868145,,,,,,
969,3,0.01193720567971468,,,,,,
979,3,0.02529657445847988,,,,,,
989,3,0.016048962250351906,,,,,,
999,3,0.009188517928123474,,,,,,
999,3,,0.5823096036911011,0.6165024638175964,0.08371259272098541,0.651054859161377,0.9101588129997253,
1009,4,0.015519040636718273,,,,,,
1019,4,0.0035475727636367083,,,,,,
1029,4,0.005254354793578386,,,,,,
1039,4,0.0017759166657924652,,,,,,
1049,4,0.002115987241268158,,,,,,
1059,4,0.0027869141194969416,,,,,,
1069,4,0.007549244910478592,,,,,,
1079,4,0.0010721635771915317,,,,,,
1089,4,0.007273099850863218,,,,,,
1099,4,0.0038922224193811417,,,,,,
1109,4,0.001329068443737924,,,,,,
1119,4,0.0007124009425751865,,,,,,
1129,4,0.0012782665435224771,,,,,,
1139,4,0.0036959063727408648,,,,,,
1149,4,0.0007014497532509267,,,,,,
1159,4,0.001487355912104249,,,,,,
1169,4,0.000694268150255084,,,,,,
1179,4,0.0005257229786366224,,,,,,
1189,4,0.0008575341780669987,,,,,,
1199,4,0.0006551415426656604,,,,,,
1209,4,0.007526966277509928,,,,,,
1219,4,0.0018795185023918748,,,,,,
1229,4,0.013945811428129673,,,,,,
1239,4,0.012069616466760635,,,,,,
1249,4,0.002016937592998147,,,,,,
1249,4,,0.5847665667533875,0.6152850389480591,0.07334314286708832,0.6434122323989868,0.9026263356208801,
1250,5,,,,,,,0.07334314286708832
