step,train_loss,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_loss,test_loss
9,0.11165180057287216,0,,,,,,
19,0.09190838783979416,0,,,,,,
29,0.0659278854727745,0,,,,,,
39,0.07575014233589172,0,,,,,,
49,0.05188897252082825,0,,,,,,
59,0.06631666421890259,0,,,,,,
69,0.03428831696510315,0,,,,,,
79,0.08551028370857239,0,,,,,,
89,0.07227642089128494,0,,,,,,
99,0.06854782998561859,0,,,,,,
109,0.05256148427724838,0,,,,,,
119,0.05528908222913742,0,,,,,,
129,0.06881100684404373,0,,,,,,
139,0.07858444005250931,0,,,,,,
149,0.045743655413389206,0,,,,,,
159,0.03530742600560188,0,,,,,,
169,0.06329990178346634,0,,,,,,
179,0.043255534023046494,0,,,,,,
186,,0,0.33705002069473267,0.1701570749282837,0.2396371215581894,0.8280280828475952,0.11525321006774902,
189,0.040148478001356125,1,,,,,,
199,0.0475887730717659,1,,,,,,
209,0.07049993425607681,1,,,,,,
219,0.054622579365968704,1,,,,,,
229,0.03457925468683243,1,,,,,,
239,0.0466780886054039,1,,,,,,
249,0.06208790838718414,1,,,,,,
259,0.057901084423065186,1,,,,,,
269,0.0700186938047409,1,,,,,,
279,0.05925970897078514,1,,,,,,
289,0.06078450009226799,1,,,,,,
299,0.06610573083162308,1,,,,,,
309,0.04725273698568344,1,,,,,,
319,0.06102276220917702,1,,,,,,
329,0.05916103348135948,1,,,,,,
339,0.06479262560606003,1,,,,,,
349,0.05254256725311279,1,,,,,,
359,0.05983506515622139,1,,,,,,
369,0.055901914834976196,1,,,,,,
373,,1,0.3513616621494293,0.18586386740207672,0.2559252381324768,0.83268803358078,0.10482890903949738,
379,0.04061171039938927,2,,,,,,
389,0.0842442438006401,2,,,,,,
399,0.04978503659367561,2,,,,,,
409,0.05043274909257889,2,,,,,,
419,0.03661888465285301,2,,,,,,
429,0.05606522411108017,2,,,,,,
439,0.04244488105177879,2,,,,,,
449,0.037697743624448776,2,,,,,,
459,0.056244444102048874,2,,,,,,
469,0.053960170596838,2,,,,,,
479,0.050753556191921234,2,,,,,,
489,0.07535039633512497,2,,,,,,
499,0.06289059668779373,2,,,,,,
509,0.05255597457289696,2,,,,,,
519,0.03933707997202873,2,,,,,,
529,0.03746793046593666,2,,,,,,
539,0.04714249446988106,2,,,,,,
549,0.06034304201602936,2,,,,,,
559,0.037175487726926804,2,,,,,,
560,,2,0.3507201373577118,0.1884816735982895,0.2559717297554016,0.83316969871521,0.11885067820549011,
569,0.03636041656136513,3,,,,,,
579,0.042691439390182495,3,,,,,,
589,0.03760889545083046,3,,,,,,
599,0.06744956225156784,3,,,,,,
609,0.03830434009432793,3,,,,,,
619,0.04661601036787033,3,,,,,,
629,0.052401360124349594,3,,,,,,
639,0.048869725316762924,3,,,,,,
649,0.05717096105217934,3,,,,,,
659,0.03195825591683388,3,,,,,,
669,0.049477025866508484,3,,,,,,
679,0.06400495767593384,3,,,,,,
689,0.06444051861763,3,,,,,,
699,0.051090605556964874,3,,,,,,
709,0.03929521143436432,3,,,,,,
719,0.047438789159059525,3,,,,,,
729,0.030399810522794724,3,,,,,,
739,0.05050545930862427,3,,,,,,
747,,3,0.3700772523880005,0.2146596908569336,0.28802111744880676,0.8386861085891724,0.1615642011165619,
749,0.028745707124471664,4,,,,,,
759,0.023157110437750816,4,,,,,,
769,0.031159209087491035,4,,,,,,
779,0.03547030687332153,4,,,,,,
789,0.037889931350946426,4,,,,,,
799,0.022615088149905205,4,,,,,,
809,0.028823982924222946,4,,,,,,
819,0.03599010035395622,4,,,,,,
829,0.02020788937807083,4,,,,,,
839,0.037674274295568466,4,,,,,,
849,0.03680785000324249,4,,,,,,
859,0.020966319367289543,4,,,,,,
869,0.023764511570334435,4,,,,,,
879,0.018436579033732414,4,,,,,,
889,0.018179485574364662,4,,,,,,
899,0.01486483309417963,4,,,,,,
909,0.015798302367329597,4,,,,,,
919,0.013315271586179733,4,,,,,,
929,0.020154260098934174,4,,,,,,
934,,4,0.3785090744495392,0.22774869203567505,0.29803937673568726,0.8419033288955688,0.3230259418487549,
935,,5,,,,,,0.3230259418487549
