step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.09461861103773117,,,,,,
19,0,0.05184675380587578,,,,,,
29,0,0.0750017911195755,,,,,,
39,0,0.08072758466005325,,,,,,
49,0,0.05467944219708443,,,,,,
59,0,0.04121643677353859,,,,,,
69,0,0.07398711144924164,,,,,,
79,0,0.06781022250652313,,,,,,
89,0,0.05578886345028877,,,,,,
99,0,0.05569896474480629,,,,,,
109,0,0.06739769876003265,,,,,,
119,0,0.06352506577968597,,,,,,
129,0,0.06621936708688736,,,,,,
139,0,0.05632336810231209,,,,,,
149,0,0.07744162529706955,,,,,,
159,0,0.06986352056264877,,,,,,
169,0,0.041750531643629074,,,,,,
179,0,0.03747774660587311,,,,,,
189,0,0.05007206276059151,,,,,,
199,0,0.0554097443819046,,,,,,
209,0,0.0539824441075325,,,,,,
219,0,0.051654864102602005,,,,,,
229,0,0.07203314453363419,,,,,,
239,0,0.09390807896852493,,,,,,
239,0,,0.1269557774066925,0.8278528451919556,0.25995582342147827,0.18609407544136047,0.3646377921104431,
249,1,0.07146728038787842,,,,,,
259,1,0.07181885838508606,,,,,,
269,1,0.043607447296381,,,,,,
279,1,0.051524221897125244,,,,,,
289,1,0.049396682530641556,,,,,,
299,1,0.044349201023578644,,,,,,
309,1,0.052572350949048996,,,,,,
319,1,0.05560014024376869,,,,,,
329,1,0.046251874417066574,,,,,,
339,1,0.0336802713572979,,,,,,
349,1,0.046950601041316986,,,,,,
359,1,0.09151282161474228,,,,,,
369,1,0.07217345386743546,,,,,,
379,1,0.049595728516578674,,,,,,
389,1,0.07200475037097931,,,,,,
399,1,0.04330376535654068,,,,,,
409,1,0.05668225884437561,,,,,,
419,1,0.041303977370262146,,,,,,
429,1,0.055208850651979446,,,,,,
439,1,0.040226761251688004,,,,,,
449,1,0.036310143768787384,,,,,,
459,1,0.08563003689050674,,,,,,
469,1,0.04616907984018326,,,,,,
479,1,0.06023867428302765,,,,,,
479,1,,0.10549687594175339,0.8303050398826599,0.2707711458206177,0.20040899515151978,0.3645515739917755,
489,2,0.061997540295124054,,,,,,
499,2,0.06629831343889236,,,,,,
509,2,0.04025857150554657,,,,,,
519,2,0.045993708074092865,,,,,,
529,2,0.046206019818782806,,,,,,
539,2,0.03987377509474754,,,,,,
549,2,0.04786638543009758,,,,,,
559,2,0.046636275947093964,,,,,,
569,2,0.038484204560518265,,,,,,
579,2,0.030483795329928398,,,,,,
589,2,0.043637022376060486,,,,,,
599,2,0.07697266340255737,,,,,,
609,2,0.06446994096040726,,,,,,
619,2,0.04295986518263817,,,,,,
629,2,0.06577818095684052,,,,,,
639,2,0.03740525245666504,,,,,,
649,2,0.05145115405321121,,,,,,
659,2,0.03614504262804985,,,,,,
669,2,0.04776813089847565,,,,,,
679,2,0.035749610513448715,,,,,,
689,2,0.029607847332954407,,,,,,
699,2,0.06983986496925354,,,,,,
709,2,0.043309397995471954,,,,,,
719,2,0.047724734991788864,,,,,,
719,2,,0.12240396440029144,0.8332759737968445,0.2850780487060547,0.21472392976284027,0.3703478276729584,
729,3,0.05699631944298744,,,,,,
739,3,0.06302664428949356,,,,,,
749,3,0.038549840450286865,,,,,,
759,3,0.04148021712899208,,,,,,
769,3,0.04217121750116348,,,,,,
779,3,0.033548504114151,,,,,,
789,3,0.04186158999800682,,,,,,
799,3,0.030756164342164993,,,,,,
809,3,0.02776331640779972,,,,,,
819,3,0.02806401625275612,,,,,,
829,3,0.03506259620189667,,,,,,
839,3,0.06207045912742615,,,,,,
849,3,0.05521194264292717,,,,,,
859,3,0.034081075340509415,,,,,,
869,3,0.05539802461862564,,,,,,
879,3,0.02968527376651764,,,,,,
889,3,0.0448768176138401,,,,,,
899,3,0.02935871295630932,,,,,,
909,3,0.03420133888721466,,,,,,
919,3,0.028497984632849693,,,,,,
929,3,0.029392123222351074,,,,,,
939,3,0.03926735743880272,,,,,,
949,3,0.03510429710149765,,,,,,
959,3,0.0296774972230196,,,,,,
959,3,,0.20621457695960999,0.8373565673828125,0.2997255027294159,0.22903884947299957,0.3815334439277649,
969,4,0.04348267987370491,,,,,,
979,4,0.058327652513980865,,,,,,
989,4,0.034115877002477646,,,,,,
999,4,0.024565614759922028,,,,,,
1009,4,0.03707607090473175,,,,,,
1019,4,0.024745998904109,,,,,,
1029,4,0.030508557334542274,,,,,,
1039,4,0.01329743955284357,,,,,,
1049,4,0.014618929475545883,,,,,,
1059,4,0.02018999680876732,,,,,,
1069,4,0.01815461739897728,,,,,,
1079,4,0.027556708082556725,,,,,,
1089,4,0.023561162874102592,,,,,,
1099,4,0.014412207528948784,,,,,,
1109,4,0.029308268800377846,,,,,,
1119,4,0.016083767637610435,,,,,,
1129,4,0.029715290293097496,,,,,,
1139,4,0.011536147445440292,,,,,,
1149,4,0.019399093464016914,,,,,,
1159,4,0.019387971609830856,,,,,,
1169,4,0.02033861167728901,,,,,,
1179,4,0.007700828835368156,,,,,,
1189,4,0.021802857518196106,,,,,,
1199,4,0.006185099016875029,,,,,,
1199,4,,0.4662542939186096,0.8377217054367065,0.30109432339668274,0.23312883079051971,0.3781925439834595,
1200,5,,,,,,,0.4662542939186096
