epoch,train_loss,step,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
0,0.544321596622467,9,,,,,,
0,0.2515943944454193,19,,,,,,
0,0.29772594571113586,29,,,,,,
0,0.24314740300178528,39,,,,,,
0,0.23041245341300964,49,,,,,,
0,0.28671208024024963,59,,,,,,
0,0.1621028333902359,69,,,,,,
0,0.11672132462263107,79,,,,,,
0,0.07167154550552368,89,,,,,,
0,0.11014939844608307,99,,,,,,
0,0.2341468632221222,109,,,,,,
0,0.24347060918807983,119,,,,,,
0,0.14828577637672424,129,,,,,,
0,0.22242580354213715,139,,,,,,
0,0.13680028915405273,149,,,,,,
0,0.20010150969028473,159,,,,,,
0,0.20478218793869019,169,,,,,,
0,0.09192994982004166,179,,,,,,
0,0.22060588002204895,189,,,,,,
0,0.21668724715709686,199,,,,,,
0,0.0881415382027626,209,,,,,,
0,0.12119954079389572,219,,,,,,
0,0.18377810716629028,229,,,,,,
0,0.12624430656433105,239,,,,,,
0,0.113152876496315,249,,,,,,
0,0.17746993899345398,259,,,,,,
0,0.11689750850200653,269,,,,,,
0,0.15056146681308746,279,,,,,,
0,0.22548946738243103,289,,,,,,
0,0.08319932222366333,299,,,,,,
0,0.1645478755235672,309,,,,,,
0,0.1854984611272812,319,,,,,,
0,0.10051549226045609,329,,,,,,
0,0.08451545983552933,339,,,,,,
0,,344,0.3122440576553345,0.19040901958942413,0.7857698798179626,0.08952774852514267,0.25683194398880005,
1,0.13488417863845825,349,,,,,,
1,0.13761425018310547,359,,,,,,
1,0.17292000353336334,369,,,,,,
1,0.1728271245956421,379,,,,,,
1,0.10472860932350159,389,,,,,,
1,0.10297238081693649,399,,,,,,
1,0.05208314210176468,409,,,,,,
1,0.08593787252902985,419,,,,,,
1,0.13505896925926208,429,,,,,,
1,0.10591667890548706,439,,,,,,
1,0.07407700270414352,449,,,,,,
1,0.16007888317108154,459,,,,,,
1,0.11108038574457169,469,,,,,,
1,0.08526420593261719,479,,,,,,
1,0.1057351604104042,489,,,,,,
1,0.18815012276172638,499,,,,,,
1,0.10251157730817795,509,,,,,,
1,0.12445513159036636,519,,,,,,
1,0.13526204228401184,529,,,,,,
1,0.08552030473947525,539,,,,,,
1,0.0744318813085556,549,,,,,,
1,0.10347960144281387,559,,,,,,
1,0.1328510344028473,569,,,,,,
1,0.12408936768770218,579,,,,,,
1,0.0934765636920929,589,,,,,,
1,0.19500912725925446,599,,,,,,
1,0.10756560415029526,609,,,,,,
1,0.12034675478935242,619,,,,,,
1,0.11214747279882431,629,,,,,,
1,0.13856543600559235,639,,,,,,
1,0.08233405649662018,649,,,,,,
1,0.05254707112908363,659,,,,,,
1,0.11864988505840302,669,,,,,,
1,0.07898116111755371,679,,,,,,
1,0.15825873613357544,689,,,,,,
