epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,0.6370757222175598,9,,,,,,
0,0.4505835473537445,19,,,,,,
0,0.6555806994438171,29,,,,,,
0,0.22806282341480255,39,,,,,,
0,0.3576297163963318,49,,,,,,
0,0.34992924332618713,59,,,,,,
0,0.1747027486562729,69,,,,,,
0,0.15843360126018524,79,,,,,,
0,0.2707879841327667,89,,,,,,
0,0.278131902217865,99,,,,,,
0,0.2016209065914154,109,,,,,,
0,0.24367457628250122,119,,,,,,
0,0.346585750579834,129,,,,,,
0,0.3227955102920532,139,,,,,,
0,0.2365633249282837,149,,,,,,
0,0.21156910061836243,159,,,,,,
0,0.16139520704746246,169,,,,,,
0,0.23982147872447968,179,,,,,,
0,0.25669923424720764,189,,,,,,
0,0.24091626703739166,199,,,,,,
0,0.3056383430957794,209,,,,,,
0,0.248037189245224,219,,,,,,
0,0.17827190458774567,229,,,,,,
0,0.2315390408039093,239,,,,,,
0,0.22540238499641418,249,,,,,,
0,0.19276954233646393,259,,,,,,
0,0.11805051565170288,269,,,,,,
0,0.2117304503917694,279,,,,,,
0,0.23254910111427307,289,,,,,,
0,0.20611435174942017,299,,,,,,
0,0.14365634322166443,309,,,,,,
0,0.1811852902173996,319,,,,,,
0,0.2523611783981323,329,,,,,,
0,,338,0.2539817690849304,0.7677279710769653,0.13797634840011597,0.19846220314502716,0.13335295021533966,
1,0.15536241233348846,339,,,,,,
1,0.19265177845954895,349,,,,,,
1,0.10838550329208374,359,,,,,,
1,0.12441573292016983,369,,,,,,
1,0.2039819359779358,379,,,,,,
1,0.31616300344467163,389,,,,,,
1,0.2015480399131775,399,,,,,,
1,0.10918882489204407,409,,,,,,
1,0.1809157282114029,419,,,,,,
1,0.15261483192443848,429,,,,,,
1,0.15341214835643768,439,,,,,,
1,0.1261560469865799,449,,,,,,
1,0.10463325679302216,459,,,,,,
1,0.23835282027721405,469,,,,,,
1,0.1843501180410385,479,,,,,,
1,0.22836805880069733,489,,,,,,
1,0.17471818625926971,499,,,,,,
1,0.1965348869562149,509,,,,,,
1,0.13148817420005798,519,,,,,,
1,0.23595531284809113,529,,,,,,
1,0.30770406126976013,539,,,,,,
1,0.16544972360134125,549,,,,,,
1,0.1239878237247467,559,,,,,,
1,0.11801986396312714,569,,,,,,
1,0.3903115391731262,579,,,,,,
1,0.21973849833011627,589,,,,,,
1,0.08319300413131714,599,,,,,,
1,0.12753933668136597,609,,,,,,
1,0.23095478117465973,619,,,,,,
1,0.18708175420761108,629,,,,,,
1,0.13805784285068512,639,,,,,,
1,0.4217657148838043,649,,,,,,
1,0.25329267978668213,659,,,,,,
1,0.1146051436662674,669,,,,,,
1,,677,0.30912843346595764,0.7849416732788086,0.19185282289981842,0.25696834921836853,0.12178094685077667,
2,0.1328539252281189,679,,,,,,
