step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
9,0,0.1312648355960846,,,,,,
19,0,0.07725509256124496,,,,,,
29,0,0.08432021737098694,,,,,,
39,0,0.05378393083810806,,,,,,
49,0,0.04981313273310661,,,,,,
59,0,0.03618450090289116,,,,,,
69,0,0.04783470928668976,,,,,,
79,0,0.048893753439188004,,,,,,
89,0,0.27155110239982605,,,,,,
99,0,0.0495782345533371,,,,,,
109,0,0.0412038154900074,,,,,,
119,0,0.24078385531902313,,,,,,
129,0,0.05307796224951744,,,,,,
139,0,0.48547300696372986,,,,,,
149,0,0.054562047123909,,,,,,
159,0,0.541001558303833,,,,,,
169,0,0.22132307291030884,,,,,,
179,0,0.45914313197135925,,,,,,
189,0,0.24326170980930328,,,,,,
199,0,0.18868283927440643,,,,,,
209,0,0.3269728422164917,,,,,,
219,0,0.13792185485363007,,,,,,
229,0,0.33690309524536133,,,,,,
239,0,0.5509070754051208,,,,,,
249,0,0.1610974222421646,,,,,,
259,0,0.048459019511938095,,,,,,
269,0,0.18792381882667542,,,,,,
279,0,0.07093189656734467,,,,,,
289,0,0.028961360454559326,,,,,,
299,0,0.033045705407857895,,,,,,
309,0,0.016828468069434166,,,,,,
319,0,0.5349477529525757,,,,,,
329,0,0.22443336248397827,,,,,,
339,0,0.056040193885564804,,,,,,
349,0,0.2698971629142761,,,,,,
359,0,0.02073722891509533,,,,,,
369,0,0.40146803855895996,,,,,,
379,0,0.5543036460876465,,,,,,
389,0,0.026831038296222687,,,,,,
399,0,0.1489189714193344,,,,,,
409,0,0.036505114287137985,,,,,,
419,0,0.19533267617225647,,,,,,
429,0,0.021083127707242966,,,,,,
439,0,0.034563906490802765,,,,,,
449,0,0.026149561628699303,,,,,,
459,0,0.030426833778619766,,,,,,
469,0,0.050174109637737274,,,,,,
479,0,0.09487698972225189,,,,,,
489,0,0.021727459505200386,,,,,,
499,0,0.027794882655143738,,,,,,
509,0,0.011979958042502403,,,,,,
519,0,0.03393018618226051,,,,,,
529,0,0.2321212738752365,,,,,,
539,0,0.22804445028305054,,,,,,
549,0,0.1048443391919136,,,,,,
559,0,0.02067907340824604,,,,,,
569,0,0.07192722707986832,,,,,,
579,0,0.16395074129104614,,,,,,
589,0,0.34156176447868347,,,,,,
599,0,0.03863505274057388,,,,,,
609,0,0.25824588537216187,,,,,,
619,0,0.026447610929608345,,,,,,
629,0,0.014376452192664146,,,,,,
639,0,0.21441243588924408,,,,,,
