step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_loss
9,0.8736867308616638,0,,,,,,
19,0.4314219355583191,0,,,,,,
29,0.41253137588500977,0,,,,,,
39,0.27195608615875244,0,,,,,,
49,0.37265560030937195,0,,,,,,
59,0.1773003786802292,0,,,,,,
69,0.3699481785297394,0,,,,,,
79,0.15235912799835205,0,,,,,,
89,0.15662872791290283,0,,,,,,
99,0.1395065188407898,0,,,,,,
109,0.2662888765335083,0,,,,,,
119,0.3983990550041199,0,,,,,,
129,0.1515803188085556,0,,,,,,
139,0.34482985734939575,0,,,,,,
149,0.19100041687488556,0,,,,,,
159,0.12114353477954865,0,,,,,,
169,0.19407974183559418,0,,,,,,
179,0.16998836398124695,0,,,,,,
189,0.1609336882829666,0,,,,,,
199,0.13015736639499664,0,,,,,,
209,0.13435335457324982,0,,,,,,
219,0.27859634160995483,0,,,,,,
229,0.20437966287136078,0,,,,,,
239,0.2085021287202835,0,,,,,,
249,0.3219723701477051,0,,,,,,
259,0.11277280747890472,0,,,,,,
269,0.18382427096366882,0,,,,,,
279,0.11765114217996597,0,,,,,,
289,0.10585182905197144,0,,,,,,
299,0.3108047842979431,0,,,,,,
309,0.1683030128479004,0,,,,,,
319,0.1486004739999771,0,,,,,,
329,0.1696016490459442,0,,,,,,
339,0.23227359354496002,0,,,,,,
349,0.19853292405605316,0,,,,,,
356,,0,0.253491073846817,0.30403682589530945,0.7848891615867615,0.11962562054395676,0.19706840813159943,
359,0.2003607600927353,1,,,,,,
369,0.1258157342672348,1,,,,,,
379,0.21637114882469177,1,,,,,,
389,0.12901748716831207,1,,,,,,
399,0.1485668122768402,1,,,,,,
409,0.2666381001472473,1,,,,,,
419,0.21778187155723572,1,,,,,,
429,0.1724633127450943,1,,,,,,
439,0.14185036718845367,1,,,,,,
449,0.18360848724842072,1,,,,,,
459,0.19090062379837036,1,,,,,,
469,0.16079790890216827,1,,,,,,
479,0.2417469620704651,1,,,,,,
489,0.12707601487636566,1,,,,,,
499,0.1784331500530243,1,,,,,,
509,0.09716492146253586,1,,,,,,
519,0.18778716027736664,1,,,,,,
529,0.23095110058784485,1,,,,,,
539,0.1830749660730362,1,,,,,,
549,0.11023585498332977,1,,,,,,
559,0.17622990906238556,1,,,,,,
569,0.17039231956005096,1,,,,,,
579,0.18908309936523438,1,,,,,,
589,0.09128820896148682,1,,,,,,
599,0.12429842352867126,1,,,,,,
609,0.1075315847992897,1,,,,,,
619,0.22608833014965057,1,,,,,,
629,0.15379203855991364,1,,,,,,
639,0.09220223873853683,1,,,,,,
649,0.2006288766860962,1,,,,,,
659,0.2160980999469757,1,,,,,,
669,0.11180026084184647,1,,,,,,
679,0.07818430662155151,1,,,,,,
689,0.1505894660949707,1,,,,,,
699,0.1321098655462265,1,,,,,,
709,0.125798761844635,1,,,,,,
713,,1,0.318867951631546,0.3686731159687042,0.8052225708961487,0.12264029681682587,0.26058632135391235,
719,0.14755605161190033,2,,,,,,
729,0.1760840117931366,2,,,,,,
739,0.061618123203516006,2,,,,,,
749,0.07728160917758942,2,,,,,,
759,0.079314686357975,2,,,,,,
769,0.119618721306324,2,,,,,,
779,0.08576791733503342,2,,,,,,
789,0.08316727727651596,2,,,,,,
799,0.2375098019838333,2,,,,,,
809,0.1802615374326706,2,,,,,,
819,0.06478819251060486,2,,,,,,
829,0.12603844702243805,2,,,,,,
839,0.12333056330680847,2,,,,,,
849,0.08249451965093613,2,,,,,,
859,0.10617590695619583,2,,,,,,
869,0.14454396069049835,2,,,,,,
879,0.10951177775859833,2,,,,,,
889,0.13086529076099396,2,,,,,,
899,0.1055276021361351,2,,,,,,
909,0.0771622359752655,2,,,,,,
919,0.11084772646427155,2,,,,,,
929,0.07091953605413437,2,,,,,,
939,0.1580810546875,2,,,,,,
949,0.1158006563782692,2,,,,,,
959,0.119508758187294,2,,,,,,
969,0.09693186730146408,2,,,,,,
979,0.07872594892978668,2,,,,,,
989,0.09132356941699982,2,,,,,,
999,0.08178713917732239,2,,,,,,
1009,0.06659054011106491,2,,,,,,
1019,0.13116440176963806,2,,,,,,
1029,0.06422735005617142,2,,,,,,
1039,0.0741913691163063,2,,,,,,
1049,0.11705972254276276,2,,,,,,
1059,0.06106095016002655,2,,,,,,
1069,0.1139349490404129,2,,,,,,
1070,,2,0.34458643198013306,0.39523667097091675,0.8125897645950317,0.12419795989990234,0.29153093695640564,
1079,0.059665437787771225,3,,,,,,
1089,0.09093023091554642,3,,,,,,
1099,0.07167230546474457,3,,,,,,
1109,0.08573860675096512,3,,,,,,
1119,0.08475328236818314,3,,,,,,
1129,0.10713663697242737,3,,,,,,
1139,0.09696205705404282,3,,,,,,
1149,0.10324609279632568,3,,,,,,
1159,0.07201745361089706,3,,,,,,
1169,0.12329690903425217,3,,,,,,
1179,0.046032145619392395,3,,,,,,
1189,0.07975664734840393,3,,,,,,
1199,0.06259337067604065,3,,,,,,
1209,0.08709346503019333,3,,,,,,
1219,0.07167470455169678,3,,,,,,
1229,0.08130364865064621,3,,,,,,
1239,0.037380196154117584,3,,,,,,
1249,0.1187218576669693,3,,,,,,
1259,0.06234853342175484,3,,,,,,
1269,0.0749172642827034,3,,,,,,
1279,0.06900400668382645,3,,,,,,
1289,0.1025686040520668,3,,,,,,
1299,0.05672084167599678,3,,,,,,
1309,0.05421872064471245,3,,,,,,
1319,0.10304438322782516,3,,,,,,
1329,0.08822958916425705,3,,,,,,
1339,0.068729467689991,3,,,,,,
1349,0.08236545324325562,3,,,,,,
1359,0.0628659799695015,3,,,,,,
1369,0.09150263667106628,3,,,,,,
1379,0.044678717851638794,3,,,,,,
1389,0.06849426031112671,3,,,,,,
1399,0.03839010000228882,3,,,,,,
1409,0.04661750793457031,3,,,,,,
1419,0.0944032296538353,3,,,,,,
1427,,3,0.35973864793777466,0.40936943888664246,0.8168683052062988,0.13560189306735992,0.3061889111995697,
1429,0.07219424098730087,4,,,,,,
1439,0.04264422506093979,4,,,,,,
1449,0.040502700954675674,4,,,,,,
1459,0.06097361445426941,4,,,,,,
1469,0.051403578370809555,4,,,,,,
1479,0.09638092666864395,4,,,,,,
1489,0.04598899558186531,4,,,,,,
1499,0.063059963285923,4,,,,,,
1509,0.10257059335708618,4,,,,,,
1519,0.04209325835108757,4,,,,,,
1529,0.05451798439025879,4,,,,,,
1539,0.04043181240558624,4,,,,,,
1549,0.04922669008374214,4,,,,,,
1559,0.04459763690829277,4,,,,,,
1569,0.07013065367937088,4,,,,,,
1579,0.06329026073217392,4,,,,,,
1589,0.0556376576423645,4,,,,,,
1599,0.052856072783470154,4,,,,,,
1609,0.05783403664827347,4,,,,,,
1619,0.03866139426827431,4,,,,,,
1629,0.06672973930835724,4,,,,,,
1639,0.05804554745554924,4,,,,,,
1649,0.02700519561767578,4,,,,,,
1659,0.036726947873830795,4,,,,,,
1669,0.026640573516488075,4,,,,,,
1679,0.03916729986667633,4,,,,,,
1689,0.019341623410582542,4,,,,,,
1699,0.03724066540598869,4,,,,,,
1709,0.03894343227148056,4,,,,,,
1719,0.0241632591933012,4,,,,,,
1729,0.0451730415225029,4,,,,,,
1739,0.040639691054821014,4,,,,,,
1749,0.050626154989004135,4,,,,,,
1759,0.0382976196706295,4,,,,,,
1769,0.014975481666624546,4,,,,,,
1779,0.032473742961883545,4,,,,,,
1784,,4,0.36270734667778015,0.40920761227607727,0.8187389969825745,0.17159007489681244,0.3061889111995697,
1785,,5,,,,,,0.17159007489681244
