train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0.669619619846344,9,0,,,,,,,,,,
0.4069063365459442,19,0,,,,,,,,,,
0.6651947498321533,29,0,,,,,,,,,,
0.5144786834716797,39,0,,,,,,,,,,
0.47843071818351746,49,0,,,,,,,,,,
0.26149219274520874,59,0,,,,,,,,,,
0.428585946559906,69,0,,,,,,,,,,
0.2544134855270386,79,0,,,,,,,,,,
0.37809523940086365,89,0,,,,,,,,,,
0.23471252620220184,99,0,,,,,,,,,,
0.3560118079185486,109,0,,,,,,,,,,
0.19865918159484863,119,0,,,,,,,,,,
0.1893017441034317,129,0,,,,,,,,,,
0.20644836127758026,139,0,,,,,,,,,,
0.2603098750114441,149,0,,,,,,,,,,
0.2739883363246918,159,0,,,,,,,,,,
0.1892947107553482,169,0,,,,,,,,,,
0.8031353950500488,179,0,,,,,,,,,,
,179,0,0.23833255469799042,0.3359838128089905,0.8278777599334717,0.2654401957988739,0.395224004983902,,,,,
0.18804459273815155,189,1,,,,,,,,,,
0.24458372592926025,199,1,,,,,,,,,,
0.25682559609413147,209,1,,,,,,,,,,
0.18811321258544922,219,1,,,,,,,,,,
0.19143766164779663,229,1,,,,,,,,,,
0.3693283498287201,239,1,,,,,,,,,,
0.25515544414520264,249,1,,,,,,,,,,
0.19762113690376282,259,1,,,,,,,,,,
0.27909013628959656,269,1,,,,,,,,,,
0.2428724318742752,279,1,,,,,,,,,,
0.41849303245544434,289,1,,,,,,,,,,
0.13689829409122467,299,1,,,,,,,,,,
0.17648327350616455,309,1,,,,,,,,,,
0.17818152904510498,319,1,,,,,,,,,,
0.20932742953300476,329,1,,,,,,,,,,
0.2912656366825104,339,1,,,,,,,,,,
0.18122287094593048,349,1,,,,,,,,,,
0.4573759436607361,359,1,,,,,,,,,,
,359,1,0.20446324348449707,0.3961135149002075,0.8426034450531006,0.3324573040008545,0.4373900890350342,,,,,
0.20893089473247528,369,2,,,,,,,,,,
0.1904909312725067,379,2,,,,,,,,,,
0.26457691192626953,389,2,,,,,,,,,,
0.2946983873844147,399,2,,,,,,,,,,
0.26280683279037476,409,2,,,,,,,,,,
0.4173911511898041,419,2,,,,,,,,,,
0.13313882052898407,429,2,,,,,,,,,,
0.25061556696891785,439,2,,,,,,,,,,
0.1824750453233719,449,2,,,,,,,,,,
0.16845209896564484,459,2,,,,,,,,,,
0.18473996222019196,469,2,,,,,,,,,,
0.23866453766822815,479,2,,,,,,,,,,
0.13854098320007324,489,2,,,,,,,,,,
0.15523174405097961,499,2,,,,,,,,,,
0.15462148189544678,509,2,,,,,,,,,,
0.11876760423183441,519,2,,,,,,,,,,
0.168293759226799,529,2,,,,,,,,,,
0.37929394841194153,539,2,,,,,,,,,,
,539,2,0.19435793161392212,0.41193127632141113,0.8469263911247253,0.3442838490009308,0.45172548294067383,,,,,
0.12524208426475525,549,3,,,,,,,,,,
0.10973736643791199,559,3,,,,,,,,,,
0.22433719038963318,569,3,,,,,,,,,,
0.20616751909255981,579,3,,,,,,,,,,
0.15184065699577332,589,3,,,,,,,,,,
0.1976589858531952,599,3,,,,,,,,,,
0.27089500427246094,609,3,,,,,,,,,,
0.19712503254413605,619,3,,,,,,,,,,
0.08458375185728073,629,3,,,,,,,,,,
0.17915262281894684,639,3,,,,,,,,,,
0.12336668372154236,649,3,,,,,,,,,,
0.1969672441482544,659,3,,,,,,,,,,
0.13329075276851654,669,3,,,,,,,,,,
0.15331822633743286,679,3,,,,,,,,,,
0.2460191547870636,689,3,,,,,,,,,,
0.2711736261844635,699,3,,,,,,,,,,
0.0895766094326973,709,3,,,,,,,,,,
0.2450321465730667,719,3,,,,,,,,,,
,719,3,0.1831647753715515,0.4308696985244751,0.8534150719642639,0.3705650568008423,0.46689674258232117,,,,,
0.30851712822914124,729,4,,,,,,,,,,
0.1601451188325882,739,4,,,,,,,,,,
0.1945895552635193,749,4,,,,,,,,,,
0.18224364519119263,759,4,,,,,,,,,,
0.1570437103509903,769,4,,,,,,,,,,
0.14767085015773773,779,4,,,,,,,,,,
0.22566893696784973,789,4,,,,,,,,,,
0.176138237118721,799,4,,,,,,,,,,
0.12380088865756989,809,4,,,,,,,,,,
0.16039903461933136,819,4,,,,,,,,,,
0.2102697789669037,829,4,,,,,,,,,,
0.13405314087867737,839,4,,,,,,,,,,
0.2769269049167633,849,4,,,,,,,,,,
0.07206056267023087,859,4,,,,,,,,,,
0.206229105591774,869,4,,,,,,,,,,
0.2569628059864044,879,4,,,,,,,,,,
0.06976500898599625,889,4,,,,,,,,,,
0.3921266198158264,899,4,,,,,,,,,,
,899,4,0.1764174848794937,0.45482268929481506,0.8601698875427246,0.3929040729999542,0.487519770860672,,,,,
,900,5,,,,,,0.3929040729999542,0.1764174848794937,0.8601698875427246,0.45482268929481506,0.487519770860672
