train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_meteor,val_qa_sas,test_loss
0.4784778356552124,0,9,,,,,,,
0.7668137550354004,0,19,,,,,,,
0.6355798840522766,0,29,,,,,,,
0.5874580144882202,0,39,,,,,,,
0.3900546729564667,0,49,,,,,,,
0.5495717525482178,0,59,,,,,,,
0.29788196086883545,0,69,,,,,,,
0.5166608095169067,0,79,,,,,,,
1.686109185218811,0,89,,,,,,,
0.32584112882614136,0,99,,,,,,,
,0,102,0.17366540431976318,0.5451828241348267,0.8893137574195862,0.35057470202445984,0.6034908294677734,0.5874075293540955,
0.6426048278808594,1,109,,,,,,,
0.2605942487716675,1,119,,,,,,,
0.31677892804145813,1,129,,,,,,,
0.6083937883377075,1,139,,,,,,,
0.5338980555534363,1,149,,,,,,,
0.4281882643699646,1,159,,,,,,,
0.8034958839416504,1,169,,,,,,,
0.21537092328071594,1,179,,,,,,,
0.3962498605251312,1,189,,,,,,,
0.2207910120487213,1,199,,,,,,,
,1,205,0.14732243120670319,0.5748047232627869,0.8961726427078247,0.4137931168079376,0.6181297898292542,0.6100670695304871,
0.31013596057891846,2,209,,,,,,,
0.17462410032749176,2,219,,,,,,,
0.1178695410490036,2,229,,,,,,,
0.4802555441856384,2,239,,,,,,,
0.20137794315814972,2,249,,,,,,,
0.15483953058719635,2,259,,,,,,,
0.2634074091911316,2,269,,,,,,,
0.06177568435668945,2,279,,,,,,,
0.274184912443161,2,289,,,,,,,
0.4029131233692169,2,299,,,,,,,
,2,308,0.1458023488521576,0.5677713751792908,0.89723140001297,0.4195402264595032,0.6182605028152466,0.6054313778877258,
0.23278427124023438,3,309,,,,,,,
0.2820863127708435,3,319,,,,,,,
0.3917325437068939,3,329,,,,,,,
0.04910844564437866,3,339,,,,,,,
0.0988091304898262,3,349,,,,,,,
0.14414788782596588,3,359,,,,,,,
0.07807550579309464,3,369,,,,,,,
0.044853098690509796,3,379,,,,,,,
0.1834382563829422,3,389,,,,,,,
0.13002069294452667,3,399,,,,,,,
0.09037236124277115,3,409,,,,,,,
,3,411,0.1509663164615631,0.5682913661003113,0.8992552757263184,0.4137931168079376,0.6160551905632019,0.6048336625099182,
0.2175619751214981,4,419,,,,,,,
0.09327355027198792,4,429,,,,,,,
0.33831503987312317,4,439,,,,,,,
0.07492908090353012,4,449,,,,,,,
0.4032723307609558,4,459,,,,,,,
0.2949497401714325,4,469,,,,,,,
0.0810634195804596,4,479,,,,,,,
0.1981753706932068,4,489,,,,,,,
0.30897316336631775,4,499,,,,,,,
0.09824223071336746,4,509,,,,,,,
,4,514,0.14737394452095032,0.5971957445144653,0.9051350355148315,0.4482758641242981,0.6432273387908936,0.6342043280601501,
,5,515,,,,,,,0.14737394452095032
