train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
0.5378867387771606,0,9,,,,,,
0.1546095758676529,0,19,,,,,,
0.2686256468296051,0,29,,,,,,
0.357147216796875,0,39,,,,,,
0.2785566747188568,0,49,,,,,,
0.16283276677131653,0,59,,,,,,
0.2900794446468353,0,69,,,,,,
0.21085600554943085,0,79,,,,,,
0.14663593471050262,0,89,,,,,,
0.16155372560024261,0,99,,,,,,
0.2006087750196457,0,109,,,,,,
0.1502360701560974,0,119,,,,,,
0.4463326632976532,0,129,,,,,,
0.16163872182369232,0,139,,,,,,
0.15396848320960999,0,149,,,,,,
0.16433711349964142,0,159,,,,,,
0.20473599433898926,0,169,,,,,,
0.13970354199409485,0,179,,,,,,
0.17172889411449432,0,189,,,,,,
0.15477797389030457,0,199,,,,,,
0.18738217651844025,0,209,,,,,,
0.22380006313323975,0,219,,,,,,
0.10679739713668823,0,229,,,,,,
0.15018543601036072,0,239,,,,,,
nan,0,249,,,,,,
0.0632239282131195,0,259,,,,,,
0.13538599014282227,0,269,,,,,,
0.1802077740430832,0,279,,,,,,
0.20767387747764587,0,289,,,,,,
0.13041403889656067,0,299,,,,,,
0.20685994625091553,0,309,,,,,,
0.13554178178310394,0,319,,,,,,
0.1805965155363083,0,329,,,,,,
0.07374320924282074,0,339,,,,,,
0.18002332746982574,0,349,,,,,,
,0,351,0.33128833770751953,0.8166431188583374,0.4026460349559784,0.3840840458869934,0.12221908569335938,
0.10176442563533783,1,359,,,,,,
0.17729534208774567,1,369,,,,,,
0.12091732025146484,1,379,,,,,,
0.19646760821342468,1,389,,,,,,
0.10154706984758377,1,399,,,,,,
0.15151430666446686,1,409,,,,,,
0.11596741527318954,1,419,,,,,,
0.0874490812420845,1,429,,,,,,
0.11577671766281128,1,439,,,,,,
0.15473809838294983,1,449,,,,,,
0.18256035447120667,1,459,,,,,,
0.1335340142250061,1,469,,,,,,
0.12386518716812134,1,479,,,,,,
0.0729069784283638,1,489,,,,,,
0.17376217246055603,1,499,,,,,,
0.16670982539653778,1,509,,,,,,
0.1714167445898056,1,519,,,,,,
0.08862458169460297,1,529,,,,,,
0.15818578004837036,1,539,,,,,,
0.14071768522262573,1,549,,,,,,
0.05803604796528816,1,559,,,,,,
