epoch,step,train_loss,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,9,2.067873239517212,,,,,,
0,19,0.7600016593933105,,,,,,
0,29,0.24801643192768097,,,,,,
0,39,0.6509339809417725,,,,,,
0,49,0.2651430368423462,,,,,,
0,59,0.18348944187164307,,,,,,
0,69,0.6254967451095581,,,,,,
0,79,0.3179800510406494,,,,,,
0,89,0.3943120241165161,,,,,,
0,99,0.4241749048233032,,,,,,
0,102,,0.5744448900222778,0.17277050018310547,0.5210996270179749,0.8520511388778687,0.35057470202445984,
1,109,0.8301473259925842,,,,,,
1,119,0.2833065688610077,,,,,,
1,129,0.4191672205924988,,,,,,
1,139,0.658190906047821,,,,,,
1,149,0.5846449136734009,,,,,,
1,159,0.39039096236228943,,,,,,
1,169,0.8723713755607605,,,,,,
1,179,0.14538826048374176,,,,,,
1,189,0.3109326660633087,,,,,,
1,199,0.3150561451911926,,,,,,
1,205,,0.6012960076332092,0.14308099448680878,0.5588253736495972,0.8631900548934937,0.4195402264595032,
2,209,0.32694733142852783,,,,,,
2,219,0.23048754036426544,,,,,,
2,229,0.12402185052633286,,,,,,
2,239,0.48436006903648376,,,,,,
2,249,0.20678900182247162,,,,,,
2,259,0.10580100119113922,,,,,,
2,269,0.2384505271911621,,,,,,
2,279,0.12464597821235657,,,,,,
2,289,0.17092357575893402,,,,,,
2,299,0.34040597081184387,,,,,,
2,308,,0.5833324790000916,0.1441030204296112,0.5412934422492981,0.8580883145332336,0.3965517282485962,
3,309,0.43810543417930603,,,,,,
3,319,0.36640408635139465,,,,,,
3,329,0.742368221282959,,,,,,
3,339,0.11247193068265915,,,,,,
3,349,0.16075754165649414,,,,,,
3,359,0.29130297899246216,,,,,,
3,369,0.08902126550674438,,,,,,
3,379,0.15062640607357025,,,,,,
3,389,0.2676997184753418,,,,,,
3,399,0.22118620574474335,,,,,,
3,409,0.25499528646469116,,,,,,
3,411,,0.6301242113113403,0.1501026451587677,0.5916798710823059,0.8797924518585205,0.44252872467041016,
4,419,0.19920037686824799,,,,,,
4,429,0.06128660589456558,,,,,,
4,439,0.3300892412662506,,,,,,
4,449,0.02667776681482792,,,,,,
4,459,0.3115341365337372,,,,,,
4,469,0.20926983654499054,,,,,,
4,479,0.07804081588983536,,,,,,
4,489,0.11649970710277557,,,,,,
4,499,0.22515824437141418,,,,,,
4,509,0.05506623908877373,,,,,,
4,514,,0.6157347559928894,0.15225796401500702,0.578050971031189,0.8755622506141663,0.44252872467041016,
5,515,,,,,,,0.1501026451587677
