epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,test_loss
0,9,0.8593601584434509,,,,,,
0,19,0.8596667051315308,,,,,,
0,29,0.5358841419219971,,,,,,
0,39,0.539421558380127,,,,,,
0,49,0.5274797677993774,,,,,,
0,59,0.1553601324558258,,,,,,
0,69,0.533178448677063,,,,,,
0,79,0.30880796909332275,,,,,,
0,89,0.2940899431705475,,,,,,
0,99,0.3036248981952667,,,,,,
0,109,0.2017139196395874,,,,,,
0,118,,0.20588235557079315,0.2834416925907135,0.26016369462013245,0.7998760938644409,0.09112837165594101,
1,119,0.26669803261756897,,,,,,
1,129,0.3383520543575287,,,,,,
1,139,0.19602960348129272,,,,,,
1,149,0.22192443907260895,,,,,,
1,159,0.25353407859802246,,,,,,
1,169,0.4148920178413391,,,,,,
1,179,0.32418951392173767,,,,,,
1,189,0.18213020265102386,,,,,,
1,199,0.1668333262205124,,,,,,
1,209,0.22789320349693298,,,,,,
1,219,0.24220219254493713,,,,,,
1,229,0.19259631633758545,,,,,,
1,237,,0.20955882966518402,0.2842690944671631,0.25558140873908997,0.7995511293411255,0.07852662354707718,
2,239,0.13084164261817932,,,,,,
2,249,0.16792024672031403,,,,,,
2,259,0.2414635717868805,,,,,,
2,269,0.09223908931016922,,,,,,
2,279,0.052529752254486084,,,,,,
2,289,0.1197427287697792,,,,,,
2,299,0.19262729585170746,,,,,,
2,309,0.1444910764694214,,,,,,
2,319,0.17408952116966248,,,,,,
2,329,0.12195715308189392,,,,,,
2,339,0.18696008622646332,,,,,,
2,349,0.1660255640745163,,,,,,
2,356,,0.20955882966518402,0.2874032258987427,0.2592712342739105,0.8029256463050842,0.07841268926858902,
3,359,0.08808295428752899,,,,,,
3,369,0.07283402234315872,,,,,,
3,379,0.159803107380867,,,,,,
3,389,0.07330089062452316,,,,,,
3,399,0.11978014558553696,,,,,,
3,409,0.11393750458955765,,,,,,
3,419,0.1142662838101387,,,,,,
3,429,0.10329248011112213,,,,,,
3,439,0.06588352471590042,,,,,,
3,449,0.04003075510263443,,,,,,
3,459,0.1500507891178131,,,,,,
3,469,0.14769501984119415,,,,,,
3,475,,0.2242647111415863,0.3016023635864258,0.27419382333755493,0.8044865727424622,0.0856429785490036,
4,479,0.07162074744701385,,,,,,
4,489,0.04731813073158264,,,,,,
4,499,0.05290354788303375,,,,,,
4,509,0.09180087596178055,,,,,,
4,519,0.11337903141975403,,,,,,
4,529,0.09888201951980591,,,,,,
4,539,0.03844719007611275,,,,,,
4,549,0.10154277831315994,,,,,,
4,559,0.05260848253965378,,,,,,
4,569,0.05898505821824074,,,,,,
4,579,0.06275124102830887,,,,,,
4,589,0.03201264142990112,,,,,,
4,594,,0.25,0.31422844529151917,0.2946472764015198,0.8097798228263855,0.09775824099779129,
5,595,,,,,,,0.09775824099779129
