epoch,train_loss,step,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
0,0.5795702338218689,9,,,,,,
0,0.37270501255989075,19,,,,,,
0,0.3105408251285553,29,,,,,,
0,0.56171053647995,39,,,,,,
0,0.2889401316642761,49,,,,,,
0,0.22366565465927124,59,,,,,,
0,0.2142796814441681,69,,,,,,
0,0.28361207246780396,79,,,,,,
0,0.20516079664230347,89,,,,,,
0,0.1540714055299759,99,,,,,,
0,0.19075100123882294,109,,,,,,
0,0.26485899090766907,119,,,,,,
0,0.18665245175361633,129,,,,,,
0,0.2733863294124603,139,,,,,,
0,0.20554563403129578,149,,,,,,
0,0.1992693990468979,159,,,,,,
0,0.11615630984306335,169,,,,,,
0,0.09862878173589706,179,,,,,,
0,0.15213589370250702,189,,,,,,
0,0.2865927219390869,199,,,,,,
0,0.15278512239456177,209,,,,,,
0,0.11437865346670151,219,,,,,,
0,0.16034723818302155,229,,,,,,
0,0.11741692572832108,239,,,,,,
0,0.14650584757328033,249,,,,,,
0,0.09792397916316986,259,,,,,,
0,0.1274564564228058,269,,,,,,
0,0.18752944469451904,279,,,,,,
0,0.19576656818389893,289,,,,,,
0,0.26120954751968384,299,,,,,,
0,0.1821121722459793,309,,,,,,
0,0.22529445588588715,319,,,,,,
0,0.21184445917606354,329,,,,,,
0,0.20450158417224884,339,,,,,,
0,0.10490252077579498,349,,,,,,
0,0.12641215324401855,359,,,,,,
0,0.13734135031700134,369,,,,,,
0,0.1465587615966797,379,,,,,,
0,0.17745859920978546,389,,,,,,
0,0.13745342195034027,399,,,,,,
0,0.20569217205047607,409,,,,,,
0,0.18049035966396332,419,,,,,,
0,0.19281724095344543,429,,,,,,
0,0.14921580255031586,439,,,,,,
0,0.11277741938829422,449,,,,,,
0,0.1653079241514206,459,,,,,,
0,0.17671674489974976,469,,,,,,
0,0.1376062035560608,479,,,,,,
0,0.12240272015333176,489,,,,,,
0,0.09832348674535751,499,,,,,,
0,0.046022187918424606,509,,,,,,
0,0.1666250377893448,519,,,,,,
0,0.12863066792488098,529,,,,,,
0,0.12528260052204132,539,,,,,,
0,0.17270247638225555,549,,,,,,
0,0.07447648048400879,559,,,,,,
0,0.09592754393815994,569,,,,,,
0,0.0765300765633583,579,,,,,,
0,0.06607804447412491,589,,,,,,
0,0.19711728394031525,599,,,,,,
0,0.13293153047561646,609,,,,,,
0,0.15604723989963531,619,,,,,,
0,0.13624313473701477,629,,,,,,
0,0.10932093113660812,639,,,,,,
0,0.09884835034608841,649,,,,,,
0,0.14779913425445557,659,,,,,,
0,0.11441479623317719,669,,,,,,
0,0.09157771617174149,679,,,,,,
0,0.10688646882772446,689,,,,,,
0,0.1471153050661087,699,,,,,,
0,0.10441761463880539,709,,,,,,
0,0.15662872791290283,719,,,,,,
0,0.0841686800122261,729,,,,,,
0,0.10583975166082382,739,,,,,,
0,0.0992797464132309,749,,,,,,
0,0.09029295295476913,759,,,,,,
0,0.2029946744441986,769,,,,,,
0,0.10052954405546188,779,,,,,,
0,0.10340804606676102,789,,,,,,
0,0.16513118147850037,799,,,,,,
0,0.1252792328596115,809,,,,,,
0,0.11624059826135635,819,,,,,,
0,0.08191046118736267,829,,,,,,
0,0.07631020247936249,839,,,,,,
0,0.16098979115486145,849,,,,,,
0,0.04917639493942261,859,,,,,,
0,0.0554148405790329,869,,,,,,
0,0.17153258621692657,879,,,,,,
0,0.09774293750524521,889,,,,,,
0,0.09507638961076736,899,,,,,,
0,0.12098608911037445,909,,,,,,
0,0.14369316399097443,919,,,,,,
0,0.0888228565454483,929,,,,,,
0,0.0840642899274826,939,,,,,,
0,0.06544497609138489,949,,,,,,
0,0.05748482421040535,959,,,,,,
0,0.08673974126577377,969,,,,,,
0,0.07458943873643875,979,,,,,,
0,0.1680423766374588,989,,,,,,
0,0.06156093627214432,999,,,,,,
0,0.05642085522413254,1009,,,,,,
0,0.11585138738155365,1019,,,,,,
0,0.0840299129486084,1029,,,,,,
0,0.07447868585586548,1039,,,,,,
0,0.07411838322877884,1049,,,,,,
0,0.1563788652420044,1059,,,,,,
0,0.05605163797736168,1069,,,,,,
0,0.0924484059214592,1079,,,,,,
0,0.0793590098619461,1089,,,,,,
0,0.14000621438026428,1099,,,,,,
0,0.11994234472513199,1109,,,,,,
0,0.14467674493789673,1119,,,,,,
0,0.1325245499610901,1129,,,,,,
0,0.0677848756313324,1139,,,,,,
0,0.07642829418182373,1149,,,,,,
0,0.08283022046089172,1159,,,,,,
0,0.11302042007446289,1169,,,,,,
0,0.05868976190686226,1179,,,,,,
0,0.0844930037856102,1189,,,,,,
0,0.059313856065273285,1199,,,,,,
0,0.05638323724269867,1209,,,,,,
0,0.0698009803891182,1219,,,,,,
0,0.08986121416091919,1229,,,,,,
0,0.13923762738704681,1239,,,,,,
0,0.06822103261947632,1249,,,,,,
0,0.07081205397844315,1259,,,,,,
0,0.08140596002340317,1269,,,,,,
0,0.2544915974140167,1279,,,,,,
0,0.0649077296257019,1289,,,,,,
0,0.08009788393974304,1299,,,,,,
0,0.03768527880311012,1309,,,,,,
0,0.025977423414587975,1319,,,,,,
0,0.08040806651115417,1329,,,,,,
0,0.07333263754844666,1339,,,,,,
0,0.05243385583162308,1349,,,,,,
0,0.05807863548398018,1359,,,,,,
0,0.06592340767383575,1369,,,,,,
0,0.0798075944185257,1379,,,,,,
0,0.07344785332679749,1389,,,,,,
0,0.05120764672756195,1399,,,,,,
0,0.11181874573230743,1409,,,,,,
0,0.07908932864665985,1419,,,,,,
0,0.10447858273983002,1429,,,,,,
0,0.05067065358161926,1439,,,,,,
0,0.039982929825782776,1449,,,,,,
0,0.053874969482421875,1459,,,,,,
0,0.06658536940813065,1469,,,,,,
0,0.07051053643226624,1479,,,,,,
0,0.08342330902814865,1489,,,,,,
0,0.06580079346895218,1499,,,,,,
0,0.11049167066812515,1509,,,,,,
0,0.07882305979728699,1519,,,,,,
0,0.11236616969108582,1529,,,,,,
0,0.10824991762638092,1539,,,,,,
0,0.13252945244312286,1549,,,,,,
0,0.06527247279882431,1559,,,,,,
0,0.04241899773478508,1569,,,,,,
0,0.054248858243227005,1579,,,,,,
0,0.08007656037807465,1589,,,,,,
0,0.064173124730587,1599,,,,,,
0,0.1540522575378418,1609,,,,,,
0,0.062190163880586624,1619,,,,,,
0,0.11948482692241669,1629,,,,,,
0,0.0853988528251648,1639,,,,,,
0,0.06470745801925659,1649,,,,,,
0,0.034145619720220566,1659,,,,,,
0,0.07335406541824341,1669,,,,,,
0,0.08210305124521255,1679,,,,,,
0,0.03176220878958702,1689,,,,,,
0,0.16627410054206848,1699,,,,,,
0,0.055476199835538864,1709,,,,,,
0,0.11352425813674927,1719,,,,,,
0,0.09245219081640244,1729,,,,,,
0,0.07859522849321365,1739,,,,,,
0,0.06967652589082718,1749,,,,,,
0,0.05325079709291458,1759,,,,,,
0,0.04644329845905304,1769,,,,,,
0,0.05070078745484352,1779,,,,,,
0,0.018327608704566956,1789,,,,,,
0,nan,1799,,,,,,
0,0.08536253869533539,1809,,,,,,
0,0.06200641766190529,1819,,,,,,
0,0.03753712400794029,1829,,,,,,
0,0.07693697512149811,1839,,,,,,
0,0.1833808422088623,1849,,,,,,
0,0.056976318359375,1859,,,,,,
0,0.11008647084236145,1869,,,,,,
0,0.11487159132957458,1879,,,,,,
0,0.04224018380045891,1889,,,,,,
0,0.09081121534109116,1899,,,,,,
0,0.10560692101716995,1909,,,,,,
0,0.04184568673372269,1919,,,,,,
0,0.06862322986125946,1929,,,,,,
0,0.05780353769659996,1939,,,,,,
0,0.036719560623168945,1949,,,,,,
0,0.04106862097978592,1959,,,,,,
