epoch,train_loss,step,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
0,0.4319981336593628,9,,,,,,
0,0.2676840126514435,19,,,,,,
0,0.31597673892974854,29,,,,,,
0,0.2830558717250824,39,,,,,,
0,0.27536267042160034,49,,,,,,
0,0.3111778199672699,59,,,,,,
0,0.19525565207004547,69,,,,,,
0,0.2964607775211334,79,,,,,,
0,0.13828544318675995,89,,,,,,
0,0.221698597073555,99,,,,,,
0,0.15884096920490265,109,,,,,,
0,0.21256409585475922,119,,,,,,
0,0.5324863791465759,129,,,,,,
0,0.18100520968437195,139,,,,,,
0,0.18493443727493286,149,,,,,,
0,0.19177062809467316,159,,,,,,
0,0.3031042218208313,169,,,,,,
0,0.2748555541038513,179,,,,,,
0,0.3546186685562134,189,,,,,,
0,0.1796526163816452,199,,,,,,
0,0.17646928131580353,209,,,,,,
0,0.10281087458133698,219,,,,,,
0,0.12463030219078064,229,,,,,,
0,0.193654403090477,239,,,,,,
0,0.38987037539482117,249,,,,,,
0,0.4142158329486847,259,,,,,,
0,0.17768895626068115,269,,,,,,
0,0.9950148463249207,279,,,,,,
0,0.7327247262001038,289,,,,,,
0,0.5180179476737976,299,,,,,,
0,0.18990680575370789,309,,,,,,
0,0.11826638877391815,319,,,,,,
0,0.13307802379131317,329,,,,,,
0,0.14908890426158905,339,,,,,,
0,0.09159893542528152,349,,,,,,
0,0.09937166422605515,359,,,,,,
0,0.12320972234010696,369,,,,,,
0,0.15416884422302246,379,,,,,,
0,0.11983969807624817,389,,,,,,
0,0.12717851996421814,399,,,,,,
0,0.26825591921806335,409,,,,,,
0,0.08640547096729279,419,,,,,,
0,0.12117014080286026,429,,,,,,
0,0.08216352015733719,439,,,,,,
0,0.13914638757705688,449,,,,,,
0,0.06050794571638107,459,,,,,,
0,0.25675806403160095,469,,,,,,
0,0.1700678914785385,479,,,,,,
0,0.1596430093050003,489,,,,,,
0,0.14473070204257965,499,,,,,,
0,0.099457286298275,509,,,,,,
0,0.0912194773554802,519,,,,,,
0,0.0555228628218174,529,,,,,,
0,0.07254305481910706,539,,,,,,
0,0.06791768968105316,549,,,,,,
0,0.11978594958782196,559,,,,,,
0,0.09251193702220917,569,,,,,,
0,0.17493797838687897,579,,,,,,
0,0.0760285034775734,589,,,,,,
0,0.1354854255914688,599,,,,,,
0,0.08016321808099747,609,,,,,,
0,0.10109707713127136,619,,,,,,
0,0.1268928498029709,629,,,,,,
0,0.2538071274757385,639,,,,,,
0,0.10140865296125412,649,,,,,,
0,0.3513410985469818,659,,,,,,
0,0.38516995310783386,669,,,,,,
0,0.0711481124162674,679,,,,,,
0,0.2330784648656845,689,,,,,,
0,0.09037522971630096,699,,,,,,
0,0.1521042287349701,709,,,,,,
0,0.14355897903442383,719,,,,,,
0,0.11504890769720078,729,,,,,,
0,0.14380685985088348,739,,,,,,
0,0.2274235486984253,749,,,,,,
0,0.10202866047620773,759,,,,,,
0,0.1284704953432083,769,,,,,,
0,0.34177055954933167,779,,,,,,
0,0.12363240122795105,789,,,,,,
0,0.08949344605207443,799,,,,,,
0,0.11367440223693848,809,,,,,,
0,0.27425968647003174,819,,,,,,
0,0.17843186855316162,829,,,,,,
0,0.057075273245573044,839,,,,,,
0,0.05123038589954376,849,,,,,,
0,0.08332755416631699,859,,,,,,
0,0.05679972842335701,869,,,,,,
0,0.10427279025316238,879,,,,,,
0,0.08020175993442535,889,,,,,,
0,0.03812504932284355,899,,,,,,
0,0.053804926574230194,909,,,,,,
0,0.1381591111421585,919,,,,,,
0,0.08351921290159225,929,,,,,,
0,0.0675072968006134,939,,,,,,
0,0.07695270329713821,949,,,,,,
0,0.13434433937072754,959,,,,,,
0,0.12611497938632965,969,,,,,,
0,0.059494663029909134,979,,,,,,
0,0.0637279525399208,989,,,,,,
0,0.3091948628425598,999,,,,,,
0,0.10744192451238632,1009,,,,,,
0,0.09876292198896408,1019,,,,,,
0,0.11712794005870819,1029,,,,,,
0,0.05995217338204384,1039,,,,,,
0,0.05224929377436638,1049,,,,,,
0,0.052111636847257614,1059,,,,,,
0,0.0759594663977623,1069,,,,,,
0,0.06812203675508499,1079,,,,,,
0,0.15370158851146698,1089,,,,,,
0,0.2736077308654785,1099,,,,,,
0,0.0929393321275711,1109,,,,,,
0,0.05583717301487923,1119,,,,,,
