step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
9,0.09226430952548981,0,,,,,,
19,0.05288005620241165,0,,,,,,
29,0.04058914631605148,0,,,,,,
39,0.050363410264253616,0,,,,,,
49,0.07402390241622925,0,,,,,,
59,0.036523234099149704,0,,,,,,
69,0.04632122814655304,0,,,,,,
79,0.03601734712719917,0,,,,,,
89,0.041590988636016846,0,,,,,,
99,0.02384364604949951,0,,,,,,
109,0.052553147077560425,0,,,,,,
119,0.033220384269952774,0,,,,,,
129,0.02264067344367504,0,,,,,,
139,0.045854803174734116,0,,,,,,
149,0.026397280395030975,0,,,,,,
159,0.029684020206332207,0,,,,,,
169,0.04522908851504326,0,,,,,,
179,0.05402439832687378,0,,,,,,
189,0.02345142886042595,0,,,,,,
199,0.039438750594854355,0,,,,,,
209,0.043859001249074936,0,,,,,,
219,0.09295381605625153,0,,,,,,
229,0.03764892369508743,0,,,,,,
239,0.044197265058755875,0,,,,,,
249,0.02861711010336876,0,,,,,,
259,0.03310641646385193,0,,,,,,
269,0.016243070363998413,0,,,,,,
279,0.03886709362268448,0,,,,,,
289,0.03332563117146492,0,,,,,,
299,0.0497872419655323,0,,,,,,
309,0.05538294464349747,0,,,,,,
319,0.025752760469913483,0,,,,,,
329,0.05625195428729057,0,,,,,,
339,0.03622584044933319,0,,,,,,
349,0.03966338187456131,0,,,,,,
359,0.05677695572376251,0,,,,,,
369,0.06196668744087219,0,,,,,,
379,0.04138632491230965,0,,,,,,
389,0.0415092371404171,0,,,,,,
399,0.049841396510601044,0,,,,,,
409,0.04455266520380974,0,,,,,,
419,0.031503647565841675,0,,,,,,
429,0.043830689042806625,0,,,,,,
439,0.02431582286953926,0,,,,,,
449,0.03851820155978203,0,,,,,,
459,0.02967158332467079,0,,,,,,
467,,0,0.3235332667827606,0.22157010436058044,0.1439790576696396,0.8218972682952881,0.10149066150188446,
469,0.020684991031885147,1,,,,,,
479,0.02753836289048195,1,,,,,,
489,0.03035159222781658,1,,,,,,
499,0.017330268397927284,1,,,,,,
509,0.0597279854118824,1,,,,,,
519,0.028875648975372314,1,,,,,,
529,0.030419213697314262,1,,,,,,
539,0.039342496544122696,1,,,,,,
549,0.02593756653368473,1,,,,,,
559,0.026851585134863853,1,,,,,,
569,0.024981215596199036,1,,,,,,
579,0.04272110015153885,1,,,,,,
589,0.027918200939893723,1,,,,,,
599,0.01962110586464405,1,,,,,,
609,nan,1,,,,,,
619,0.024452704936265945,1,,,,,,
629,0.04576805979013443,1,,,,,,
639,0.04093053191900253,1,,,,,,
649,0.031864941120147705,1,,,,,,
659,0.021827111020684242,1,,,,,,
669,0.049918282777071,1,,,,,,
679,0.04795677214860916,1,,,,,,
689,0.04633665829896927,1,,,,,,
699,0.03940881788730621,1,,,,,,
709,0.0329679474234581,1,,,,,,
719,0.04265756905078888,1,,,,,,
729,0.049780089408159256,1,,,,,,
739,0.030276404693722725,1,,,,,,
749,0.0491953045129776,1,,,,,,
759,0.03292304277420044,1,,,,,,
769,0.01815260946750641,1,,,,,,
779,0.02423762157559395,1,,,,,,
789,0.02947363071143627,1,,,,,,
799,0.039152052253484726,1,,,,,,
809,0.027955027297139168,1,,,,,,
819,0.034432295709848404,1,,,,,,
829,0.029993092641234398,1,,,,,,
839,0.037823066115379333,1,,,,,,
849,0.040905844420194626,1,,,,,,
859,0.04569290578365326,1,,,,,,
869,0.033273715525865555,1,,,,,,
879,0.04190067946910858,1,,,,,,
889,0.029166892170906067,1,,,,,,
899,0.023221975192427635,1,,,,,,
909,0.03036716766655445,1,,,,,,
919,0.029353635385632515,1,,,,,,
929,0.03190229460597038,1,,,,,,
935,,1,0.3237709403038025,0.22265473008155823,0.14136125147342682,0.8225608468055725,0.0906577780842781,
939,0.02419309876859188,2,,,,,,
949,0.045827850699424744,2,,,,,,
959,0.04281345382332802,2,,,,,,
969,0.018971245735883713,2,,,,,,
979,0.030712319537997246,2,,,,,,
989,0.025121692568063736,2,,,,,,
999,0.02552533894777298,2,,,,,,
1009,0.037715569138526917,2,,,,,,
1019,0.033642128109931946,2,,,,,,
1029,0.04284991696476936,2,,,,,,
1039,0.04580915346741676,2,,,,,,
1049,0.03413849323987961,2,,,,,,
1059,0.016956845298409462,2,,,,,,
1069,0.04717622697353363,2,,,,,,
1079,0.025800682604312897,2,,,,,,
1089,0.030870307236909866,2,,,,,,
1099,0.019131360575556755,2,,,,,,
1109,0.015498580411076546,2,,,,,,
1119,0.0271600391715765,2,,,,,,
1129,0.02580239810049534,2,,,,,,
1139,0.029474325478076935,2,,,,,,
1149,0.03660549968481064,2,,,,,,
1159,0.02271256409585476,2,,,,,,
1169,0.0427679568529129,2,,,,,,
1179,0.025915976613759995,2,,,,,,
1189,0.030402177944779396,2,,,,,,
1199,0.017427541315555573,2,,,,,,
1209,0.03327066823840141,2,,,,,,
1219,0.043474167585372925,2,,,,,,
1229,0.028152456507086754,2,,,,,,
1239,0.029973816126585007,2,,,,,,
1249,0.04975268989801407,2,,,,,,
1259,0.04127484932541847,2,,,,,,
1269,0.03628909960389137,2,,,,,,
1279,0.022627897560596466,2,,,,,,
1289,0.045856915414333344,2,,,,,,
1299,0.018316810950636864,2,,,,,,
1309,0.03431794047355652,2,,,,,,
1319,0.037763942033052444,2,,,,,,
1329,0.032488442957401276,2,,,,,,
1339,0.025743260979652405,2,,,,,,
1349,0.027463940903544426,2,,,,,,
1359,0.028004365041851997,2,,,,,,
1369,0.04138227552175522,2,,,,,,
1379,0.01974974013864994,2,,,,,,
1389,0.033498138189315796,2,,,,,,
1399,0.02913387306034565,2,,,,,,
1403,,2,0.3276427388191223,0.22581416368484497,0.14659686386585236,0.8232089877128601,0.08804697543382645,
1409,0.04240846261382103,3,,,,,,
1419,0.043658673763275146,3,,,,,,
1429,0.025889048352837563,3,,,,,,
1439,0.03154037147760391,3,,,,,,
1449,0.03621791675686836,3,,,,,,
1459,0.03214837983250618,3,,,,,,
1469,0.038051459938287735,3,,,,,,
1479,0.02045079879462719,3,,,,,,
1489,0.03185757249593735,3,,,,,,
1499,0.036254025995731354,3,,,,,,
1509,0.030490636825561523,3,,,,,,
1519,0.020625272765755653,3,,,,,,
1529,0.0365951806306839,3,,,,,,
1539,0.017742948606610298,3,,,,,,
1549,0.025286035612225533,3,,,,,,
1559,0.04793914780020714,3,,,,,,
1569,0.040211569517850876,3,,,,,,
1579,0.022467482835054398,3,,,,,,
1589,0.037923648953437805,3,,,,,,
1599,0.03171105682849884,3,,,,,,
1609,0.02262369729578495,3,,,,,,
1619,0.02802133746445179,3,,,,,,
1629,0.02222244068980217,3,,,,,,
1639,0.024806495755910873,3,,,,,,
1649,0.039992909878492355,3,,,,,,
1659,0.01712709292769432,3,,,,,,
1669,0.025036972016096115,3,,,,,,
1679,0.047060009092092514,3,,,,,,
1689,0.0335959792137146,3,,,,,,
1699,0.018885361030697823,3,,,,,,
1709,0.02164039947092533,3,,,,,,
1719,0.03611189126968384,3,,,,,,
1729,0.03242843225598335,3,,,,,,
1739,0.03550693765282631,3,,,,,,
1749,0.02776719257235527,3,,,,,,
1759,0.02363188937306404,3,,,,,,
1769,0.017909357324242592,3,,,,,,
1779,0.03343740850687027,3,,,,,,
1789,0.03438377007842064,3,,,,,,
1799,0.01362378429621458,3,,,,,,
1809,0.030134959146380424,3,,,,,,
1819,0.020843680948019028,3,,,,,,
1829,0.05079319328069687,3,,,,,,
1839,0.027736155316233635,3,,,,,,
1849,0.03192291781306267,3,,,,,,
1859,0.02512989565730095,3,,,,,,
1869,0.04213434457778931,3,,,,,,
1871,,3,0.36648309230804443,0.27915406227111816,0.2041884809732437,0.8352670669555664,0.08336363732814789,
1879,0.039949119091033936,4,,,,,,
1889,0.02126220613718033,4,,,,,,
1899,0.027140464633703232,4,,,,,,
1909,0.03571106493473053,4,,,,,,
1919,0.02125178463757038,4,,,,,,
1929,0.020018894225358963,4,,,,,,
1939,0.020442713052034378,4,,,,,,
1949,0.031133456155657768,4,,,,,,
1959,0.02342054806649685,4,,,,,,
1969,0.03380480408668518,4,,,,,,
1979,0.02576468512415886,4,,,,,,
1989,0.030959004536271095,4,,,,,,
1999,0.0462847463786602,4,,,,,,
2009,0.01696500927209854,4,,,,,,
2019,0.025682080537080765,4,,,,,,
2029,0.01977493427693844,4,,,,,,
2039,0.017131751403212547,4,,,,,,
2049,0.03704191371798515,4,,,,,,
2059,0.03569575771689415,4,,,,,,
2069,0.019450411200523376,4,,,,,,
2079,0.014851458370685577,4,,,,,,
2089,0.02449013665318489,4,,,,,,
2099,0.02417798340320587,4,,,,,,
2109,0.025644412264227867,4,,,,,,
2119,0.04391380026936531,4,,,,,,
2129,0.03795831650495529,4,,,,,,
2139,0.039586231112480164,4,,,,,,
2149,0.031242981553077698,4,,,,,,
2159,0.03512711077928543,4,,,,,,
2169,0.02400306798517704,4,,,,,,
2179,0.021468615159392357,4,,,,,,
2189,0.015387149527668953,4,,,,,,
2199,0.017917703837156296,4,,,,,,
2209,0.03309357538819313,4,,,,,,
2219,0.013557791709899902,4,,,,,,
2229,0.020407451316714287,4,,,,,,
2239,0.04724053665995598,4,,,,,,
2249,0.02540328912436962,4,,,,,,
2259,0.02815275825560093,4,,,,,,
2269,0.03940726816654205,4,,,,,,
2279,0.02322102151811123,4,,,,,,
2289,0.024021530523896217,4,,,,,,
2299,0.025492817163467407,4,,,,,,
2309,0.025526057928800583,4,,,,,,
2319,0.03159239515662193,4,,,,,,
2329,0.021700836718082428,4,,,,,,
2339,0.018258588388562202,4,,,,,,
2339,,4,0.3800274431705475,0.2957495152950287,0.22774869203567505,0.8386287093162537,0.07609312981367111,
2340,,5,,,,,,0.07609312981367111
