train_loss,step,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,test_loss
1.6024245023727417,9,0,,,,,,
0.47753772139549255,19,0,,,,,,
0.6029102802276611,29,0,,,,,,
1.2584158182144165,39,0,,,,,,
0.41768723726272583,49,0,,,,,,
0.34899771213531494,59,0,,,,,,
0.7607676982879639,69,0,,,,,,
0.43336737155914307,79,0,,,,,,
0.40220797061920166,89,0,,,,,,
1.0529552698135376,99,0,,,,,,
0.4822755753993988,109,0,,,,,,
,110,0,0.42138364911079407,0.8457273244857788,0.5271031856536865,0.15908481180667877,0.5597644448280334,
0.43246138095855713,119,1,,,,,,
0.40920910239219666,129,1,,,,,,
0.21146124601364136,139,1,,,,,,
0.1788814216852188,149,1,,,,,,
0.665211021900177,159,1,,,,,,
0.17775413393974304,169,1,,,,,,
0.2923858165740967,179,1,,,,,,
0.24363774061203003,189,1,,,,,,
0.9927294254302979,199,1,,,,,,
0.6590819358825684,209,1,,,,,,
0.6125741004943848,219,1,,,,,,
,221,1,0.5157232880592346,0.8704942464828491,0.6109062433242798,0.13559892773628235,0.6384088397026062,
0.2988314926624298,229,2,,,,,,
0.3006837069988251,239,2,,,,,,
0.3600371479988098,249,2,,,,,,
0.4684472978115082,259,2,,,,,,
0.1652490347623825,269,2,,,,,,
0.7327706813812256,279,2,,,,,,
0.32872527837753296,289,2,,,,,,
0.156535342335701,299,2,,,,,,
0.15804754197597504,309,2,,,,,,
0.1704455465078354,319,2,,,,,,
0.0623798631131649,329,2,,,,,,
,332,2,0.5220125913619995,0.8741830587387085,0.6145451068878174,0.1348806768655777,0.643324077129364,
0.12838345766067505,339,3,,,,,,
0.06643243134021759,349,3,,,,,,
0.12824781239032745,359,3,,,,,,
0.18922384083271027,369,3,,,,,,
0.21296614408493042,379,3,,,,,,
0.23964618146419525,389,3,,,,,,
0.2129569947719574,399,3,,,,,,
0.1556076854467392,409,3,,,,,,
0.08129856735467911,419,3,,,,,,
0.05289049819111824,429,3,,,,,,
2.897573709487915,439,3,,,,,,
,443,3,0.5345911979675293,0.8826879858970642,0.6302199959754944,0.1358443945646286,0.6547465324401855,
0.1718401163816452,449,4,,,,,,
0.2519792914390564,459,4,,,,,,
0.11455442011356354,469,4,,,,,,
0.2547815442085266,479,4,,,,,,
0.04951846972107887,489,4,,,,,,
0.16664345562458038,499,4,,,,,,
0.3429696559906006,509,4,,,,,,
0.21242442727088928,519,4,,,,,,
0.17484326660633087,529,4,,,,,,
1.4950354099273682,539,4,,,,,,
0.10987140238285065,549,4,,,,,,
,554,4,0.5597484111785889,0.8897097706794739,0.657469630241394,0.14177246391773224,0.6735430359840393,
,555,5,,,,,,0.14177246391773224
