step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
9,0.44836124777793884,0,,,,,,,,,,
19,0.3237517476081848,0,,,,,,,,,,
29,0.20794811844825745,0,,,,,,,,,,
39,0.23256373405456543,0,,,,,,,,,,
49,0.21073605120182037,0,,,,,,,,,,
59,0.1856880486011505,0,,,,,,,,,,
69,0.13479836285114288,0,,,,,,,,,,
79,0.11602947860956192,0,,,,,,,,,,
89,0.19462332129478455,0,,,,,,,,,,
99,0.15003067255020142,0,,,,,,,,,,
109,0.16309061646461487,0,,,,,,,,,,
119,0.1337594985961914,0,,,,,,,,,,
119,,0,0.4129200875759125,0.35173824429512024,0.48256421089172363,0.1324075311422348,0.8660465478897095,,,,,
129,0.12867841124534607,1,,,,,,,,,,
139,0.14362077414989471,1,,,,,,,,,,
149,0.11820138990879059,1,,,,,,,,,,
159,0.1135132685303688,1,,,,,,,,,,
169,0.11744394153356552,1,,,,,,,,,,
179,0.13095997273921967,1,,,,,,,,,,
189,0.11501117050647736,1,,,,,,,,,,
199,0.42196398973464966,1,,,,,,,,,,
209,0.12295418232679367,1,,,,,,,,,,
219,0.11642943322658539,1,,,,,,,,,,
229,0.2859991192817688,1,,,,,,,,,,
239,0.094922736287117,1,,,,,,,,,,
239,,1,0.4928338825702667,0.4376278221607208,0.5420938730239868,0.11243413388729095,0.8844310641288757,,,,,
249,0.08219106495380402,2,,,,,,,,,,
259,0.09710617363452911,2,,,,,,,,,,
269,0.12082141637802124,2,,,,,,,,,,
279,0.08650511503219604,2,,,,,,,,,,
289,0.06763060390949249,2,,,,,,,,,,
299,0.12318149954080582,2,,,,,,,,,,
309,0.07604313641786575,2,,,,,,,,,,
319,0.08709045499563217,2,,,,,,,,,,
329,0.11623230576515198,2,,,,,,,,,,
339,0.11481299996376038,2,,,,,,,,,,
349,0.13425855338573456,2,,,,,,,,,,
359,0.1044091060757637,2,,,,,,,,,,
359,,2,0.4952225685119629,0.4376278221607208,0.5410090684890747,0.10746963322162628,0.8844403028488159,,,,,
369,0.09743569791316986,3,,,,,,,,,,
379,0.08489437401294708,3,,,,,,,,,,
389,0.08801593631505966,3,,,,,,,,,,
399,0.12779037654399872,3,,,,,,,,,,
409,0.1515016108751297,3,,,,,,,,,,
419,0.12164163589477539,3,,,,,,,,,,
429,0.09557894617319107,3,,,,,,,,,,
439,0.1015123501420021,3,,,,,,,,,,
449,0.20714256167411804,3,,,,,,,,,,
459,0.07316601276397705,3,,,,,,,,,,
469,0.08091816306114197,3,,,,,,,,,,
479,0.12556412816047668,3,,,,,,,,,,
479,,3,0.5246372818946838,0.4683026671409607,0.5665447115898132,0.10722612589597702,0.8911985754966736,,,,,
489,0.29691174626350403,4,,,,,,,,,,
499,0.06025105342268944,4,,,,,,,,,,
509,0.08910840004682541,4,,,,,,,,,,
519,0.08952522277832031,4,,,,,,,,,,
529,0.2224033772945404,4,,,,,,,,,,
539,0.0901339203119278,4,,,,,,,,,,
549,0.041574668139219284,4,,,,,,,,,,
559,0.06073371320962906,4,,,,,,,,,,
569,0.10102991759777069,4,,,,,,,,,,
579,0.06973011791706085,4,,,,,,,,,,
589,0.08917420357465744,4,,,,,,,,,,
599,0.05283316597342491,4,,,,,,,,,,
599,,4,0.5309039354324341,0.47852760553359985,0.5741390585899353,0.10727258026599884,0.893774151802063,,,,,
600,,5,,,,,,0.5309039354324341,0.10727258026599884,0.5741390585899353,0.893774151802063,0.47852760553359985
