train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1
0.26070982217788696,0,9,,,,,
0.4322431683540344,0,19,,,,,
0.2277480810880661,0,29,,,,,
0.151264488697052,0,39,,,,,
0.32613107562065125,0,49,,,,,
0.19404688477516174,0,59,,,,,
0.22957418859004974,0,69,,,,,
0.21506516635417938,0,79,,,,,
0.31102651357650757,0,89,,,,,
0.22227522730827332,0,99,,,,,
0.21452021598815918,0,109,,,,,
0.27249497175216675,0,119,,,,,
0.25903642177581787,0,129,,,,,
0.3238651752471924,0,139,,,,,
0.2250399887561798,0,149,,,,,
0.1677253097295761,0,159,,,,,
0.20970021188259125,0,169,,,,,
0.144089475274086,0,179,,,,,
0.1607988178730011,0,189,,,,,
0.14685726165771484,0,199,,,,,
0.2366371601819992,0,209,,,,,
0.20975054800510406,0,219,,,,,
0.18865497410297394,0,229,,,,,
0.13629788160324097,0,239,,,,,
0.1571347713470459,0,249,,,,,
0.17947454750537872,0,259,,,,,
0.23697589337825775,0,269,,,,,
0.2459874153137207,0,279,,,,,
0.24357223510742188,0,289,,,,,
0.22983156144618988,0,299,,,,,
0.15250296890735626,0,309,,,,,
0.19607727229595184,0,319,,,,,
0.16231799125671387,0,329,,,,,
0.07074208557605743,0,339,,,,,
0.12169327586889267,0,349,,,,,
0.20881357789039612,0,359,,,,,
0.2238132208585739,0,369,,,,,
0.2082291841506958,0,379,,,,,
0.18000473082065582,0,389,,,,,
0.22076091170310974,0,399,,,,,
0.13700862228870392,0,409,,,,,
0.12756431102752686,0,419,,,,,
0.12820060551166534,0,429,,,,,
0.15195569396018982,0,439,,,,,
0.1765231192111969,0,449,,,,,
0.0963924303650856,0,459,,,,,
0.12052521109580994,0,469,,,,,
0.14180400967597961,0,479,,,,,
0.16140460968017578,0,489,,,,,
0.08684602379798889,0,499,,,,,
0.2187097817659378,0,509,,,,,
0.1954559087753296,0,519,,,,,
0.09779781103134155,0,529,,,,,
0.1610596925020218,0,539,,,,,
0.14879177510738373,0,549,,,,,
0.13409601151943207,0,559,,,,,
0.219722181558609,0,569,,,,,
0.0915956124663353,0,579,,,,,
0.16207945346832275,0,589,,,,,
0.13401035964488983,0,599,,,,,
