train_loss,step,epoch,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
0.6714482307434082,9,0,,,,,,
0.5349580645561218,19,0,,,,,,
0.666933000087738,29,0,,,,,,
0.23545145988464355,39,0,,,,,,
0.3474608361721039,49,0,,,,,,
0.3117615580558777,59,0,,,,,,
0.14870372414588928,69,0,,,,,,
0.1780082732439041,79,0,,,,,,
0.2089637815952301,89,0,,,,,,
0.25782039761543274,99,0,,,,,,
0.23722252249717712,109,0,,,,,,
0.25760355591773987,119,0,,,,,,
0.3197323679924011,129,0,,,,,,
0.2831493616104126,139,0,,,,,,
0.2663492262363434,149,0,,,,,,
0.2089426964521408,159,0,,,,,,
0.14232321083545685,169,0,,,,,,
0.26590538024902344,179,0,,,,,,
0.2677548825740814,189,0,,,,,,
0.2507479786872864,199,0,,,,,,
0.24796044826507568,209,0,,,,,,
0.1684189736843109,219,0,,,,,,
0.22147130966186523,229,0,,,,,,
0.24736666679382324,239,0,,,,,,
0.21183128654956818,249,0,,,,,,
0.22432003915309906,259,0,,,,,,
0.15129947662353516,269,0,,,,,,
0.19622774422168732,279,0,,,,,,
0.24295958876609802,289,0,,,,,,
0.19329500198364258,299,0,,,,,,
0.1783214658498764,309,0,,,,,,
0.14514489471912384,319,0,,,,,,
0.22338056564331055,329,0,,,,,,
,338,0,0.7661539316177368,0.19317607581615448,0.13259361684322357,0.24599598348140717,0.1340341717004776,
0.1831296980381012,339,1,,,,,,
0.16787777841091156,349,1,,,,,,
0.12181387096643448,359,1,,,,,,
0.12479399144649506,369,1,,,,,,
0.2131856381893158,379,1,,,,,,
0.32736915349960327,389,1,,,,,,
0.13697506487369537,399,1,,,,,,
0.10056568682193756,409,1,,,,,,
0.12471236288547516,419,1,,,,,,
0.11169331520795822,429,1,,,,,,
0.1379370093345642,439,1,,,,,,
0.10690631717443466,449,1,,,,,,
0.13196177780628204,459,1,,,,,,
0.18222576379776,469,1,,,,,,
0.2854669988155365,479,1,,,,,,
0.1548963338136673,489,1,,,,,,
0.24513357877731323,499,1,,,,,,
0.12869426608085632,509,1,,,,,,
0.14154917001724243,519,1,,,,,,
0.21068726480007172,529,1,,,,,,
0.23788638412952423,539,1,,,,,,
0.13402876257896423,549,1,,,,,,
0.10534697026014328,559,1,,,,,,
0.17042884230613708,569,1,,,,,,
0.3457615375518799,579,1,,,,,,
0.17471885681152344,589,1,,,,,,
0.10143415629863739,599,1,,,,,,
0.1297425925731659,609,1,,,,,,
0.19043616950511932,619,1,,,,,,
0.20381659269332886,629,1,,,,,,
0.11300232261419296,639,1,,,,,,
0.3395690321922302,649,1,,,,,,
0.2683717608451843,659,1,,,,,,
0.1238449215888977,669,1,,,,,,
,677,1,0.7850708365440369,0.25320965051651,0.12357081472873688,0.3024519383907318,0.19185282289981842,
0.18118533492088318,679,2,,,,,,
0.14459022879600525,689,2,,,,,,
0.17613084614276886,699,2,,,,,,
0.11442013084888458,709,2,,,,,,
0.17513808608055115,719,2,,,,,,
0.1014786884188652,729,2,,,,,,
0.14702339470386505,739,2,,,,,,
0.16493524610996246,749,2,,,,,,
0.11911410093307495,759,2,,,,,,
0.16111613810062408,769,2,,,,,,
0.21996471285820007,779,2,,,,,,
0.14513957500457764,789,2,,,,,,
0.09760173410177231,799,2,,,,,,
0.07809800654649734,809,2,,,,,,
0.12279807776212692,819,2,,,,,,
0.15493826568126678,829,2,,,,,,
0.14429201185703278,839,2,,,,,,
0.22259454429149628,849,2,,,,,,
0.19973887503147125,859,2,,,,,,
0.17551331222057343,869,2,,,,,,
0.09743816405534744,879,2,,,,,,
0.37755072116851807,889,2,,,,,,
0.20068992674350739,899,2,,,,,,
0.14575104415416718,909,2,,,,,,
0.14366081357002258,919,2,,,,,,
0.1679941862821579,929,2,,,,,,
0.17871102690696716,939,2,,,,,,
0.12912799417972565,949,2,,,,,,
0.18926756083965302,959,2,,,,,,
0.18014661967754364,969,2,,,,,,
0.20200231671333313,979,2,,,,,,
0.14809004962444305,989,2,,,,,,
