train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
0.40543293952941895,9,0,,,,,,
0.1499260812997818,19,0,,,,,,
0.3243134617805481,29,0,,,,,,
0.2503339350223541,39,0,,,,,,
0.33716028928756714,49,0,,,,,,
2.2937498092651367,59,0,,,,,,
0.24294081330299377,69,0,,,,,,
0.31923621892929077,79,0,,,,,,
0.2129298597574234,89,0,,,,,,
0.18879355490207672,99,0,,,,,,
0.2643907964229584,109,0,,,,,,
0.8612056374549866,119,0,,,,,,
0.21013440191745758,129,0,,,,,,
0.09188557416200638,139,0,,,,,,
0.11041297763586044,149,0,,,,,,
0.10925861448049545,159,0,,,,,,
0.12426599115133286,169,0,,,,,,
0.20738455653190613,179,0,,,,,,
0.15857726335525513,189,0,,,,,,
0.14891372621059418,199,0,,,,,,
0.08428539335727692,209,0,,,,,,
0.26933518052101135,219,0,,,,,,
0.089593306183815,229,0,,,,,,
0.8075200319290161,239,0,,,,,,
0.38864171504974365,249,0,,,,,,
0.23853473365306854,259,0,,,,,,
0.1337859034538269,269,0,,,,,,
0.12228243798017502,279,0,,,,,,
0.06360945105552673,289,0,,,,,,
0.2913435995578766,299,0,,,,,,
0.0619983971118927,309,0,,,,,,
0.14236980676651,319,0,,,,,,
0.09131015092134476,329,0,,,,,,
0.1720605343580246,339,0,,,,,,
0.6865623593330383,349,0,,,,,,
0.1447928249835968,359,0,,,,,,
0.5200415253639221,369,0,,,,,,
0.205209419131279,379,0,,,,,,
0.15922991931438446,389,0,,,,,,
0.26746806502342224,399,0,,,,,,
0.17529863119125366,409,0,,,,,,
0.1761212944984436,419,0,,,,,,
0.11861822009086609,429,0,,,,,,
0.08141925185918808,439,0,,,,,,
0.1762809008359909,449,0,,,,,,
0.27849099040031433,459,0,,,,,,
0.18483391404151917,469,0,,,,,,
0.14930307865142822,479,0,,,,,,
0.08987706899642944,489,0,,,,,,
0.09974522143602371,499,0,,,,,,
0.07627543807029724,509,0,,,,,,
0.1020890325307846,519,0,,,,,,
0.18054164946079254,529,0,,,,,,
0.08704347908496857,539,0,,,,,,
0.07091169059276581,549,0,,,,,,
0.056940410286188126,559,0,,,,,,
0.21234624087810516,569,0,,,,,,
0.033597517758607864,579,0,,,,,,
0.0513874776661396,589,0,,,,,,
0.14818784594535828,599,0,,,,,,
0.0653967335820198,609,0,,,,,,
0.1077229455113411,619,0,,,,,,
0.07951076328754425,629,0,,,,,,
0.08078622072935104,639,0,,,,,,
0.07054786384105682,649,0,,,,,,
0.1868070811033249,659,0,,,,,,
0.10593651235103607,669,0,,,,,,
0.10428875684738159,679,0,,,,,,
0.15450410544872284,689,0,,,,,,
0.10226384550333023,699,0,,,,,,
