epoch,step,train_loss,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,9,0.5643123388290405,,,,,,
0,19,0.2735457122325897,,,,,,
0,29,0.517688512802124,,,,,,
0,39,0.42222923040390015,,,,,,
0,49,0.5996180772781372,,,,,,
0,59,13.523386001586914,,,,,,
0,69,0.7231501936912537,,,,,,
0,79,0.26603564620018005,,,,,,
0,89,0.858465313911438,,,,,,
0,99,0.4639741778373718,,,,,,
0,109,0.406792014837265,,,,,,
0,119,0.42380771040916443,,,,,,
0,129,0.2448146492242813,,,,,,
0,139,0.5098288059234619,,,,,,
0,149,0.6797094941139221,,,,,,
0,159,0.6226364970207214,,,,,,
0,169,0.3842088282108307,,,,,,
0,179,0.1786501556634903,,,,,,
0,189,0.21687103807926178,,,,,,
0,199,0.6242499351501465,,,,,,
0,209,0.16817697882652283,,,,,,
0,219,0.897085428237915,,,,,,
0,229,0.5278664231300354,,,,,,
0,239,0.2400522381067276,,,,,,
0,249,0.23164105415344238,,,,,,
0,259,0.20856919884681702,,,,,,
0,269,0.14964231848716736,,,,,,
0,279,0.3537929356098175,,,,,,
0,289,0.29732200503349304,,,,,,
0,299,0.2943384647369385,,,,,,
0,309,0.22414639592170715,,,,,,
0,319,1.2328606843948364,,,,,,
0,329,0.2607768476009369,,,,,,
0,339,0.63017737865448,,,,,,
0,349,0.43156540393829346,,,,,,
0,359,0.37663838267326355,,,,,,
0,361,,0.09815274178981781,0.888239860534668,0.5448718070983887,0.6553488373756409,0.62417072057724,
1,369,0.5377901792526245,,,,,,
1,379,0.15530042350292206,,,,,,
1,389,0.6381552219390869,,,,,,
1,399,0.16737349331378937,,,,,,
1,409,0.09167563170194626,,,,,,
1,419,0.10343895107507706,,,,,,
1,429,0.26848796010017395,,,,,,
1,439,0.26924699544906616,,,,,,
1,449,0.4421526789665222,,,,,,
1,459,0.3661247491836548,,,,,,
1,469,0.10639701783657074,,,,,,
1,479,0.09347465634346008,,,,,,
1,489,0.12852326035499573,,,,,,
1,499,0.12905199825763702,,,,,,
1,509,0.15316689014434814,,,,,,
1,519,0.23111289739608765,,,,,,
1,529,0.14084216952323914,,,,,,
1,539,0.2379007637500763,,,,,,
1,549,0.7919600605964661,,,,,,
1,559,0.06975753605365753,,,,,,
1,569,0.4415890574455261,,,,,,
1,579,0.09770148247480392,,,,,,
1,589,0.06305963546037674,,,,,,
1,599,0.11932510882616043,,,,,,
1,609,0.17464929819107056,,,,,,
1,619,0.42487722635269165,,,,,,
1,629,0.05214028060436249,,,,,,
1,639,0.15963897109031677,,,,,,
1,649,0.16150300204753876,,,,,,
1,659,0.20466245710849762,,,,,,
1,669,0.20785337686538696,,,,,,
1,679,0.12493163347244263,,,,,,
1,689,0.09193219989538193,,,,,,
1,699,0.14543919265270233,,,,,,
1,709,0.19335247576236725,,,,,,
1,719,0.057623330503702164,,,,,,
