train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
0.4220290184020996,9,0,,,,,,
0.3380471467971802,19,0,,,,,,
0.22026464343070984,29,0,,,,,,
0.4380194842815399,39,0,,,,,,
0.07129693776369095,49,0,,,,,,
0.2173173874616623,59,0,,,,,,
0.4461977183818817,69,0,,,,,,
0.13407494127750397,79,0,,,,,,
0.35938760638237,89,0,,,,,,
0.08667907863855362,99,0,,,,,,
0.18696680665016174,109,0,,,,,,
0.37044426798820496,119,0,,,,,,
0.16419602930545807,129,0,,,,,,
0.1433996707201004,139,0,,,,,,
0.13982701301574707,149,0,,,,,,
0.09298451989889145,159,0,,,,,,
0.1621255874633789,169,0,,,,,,
0.5246737599372864,179,0,,,,,,
0.2681412100791931,189,0,,,,,,
0.14060313999652863,199,0,,,,,,
0.10596921294927597,209,0,,,,,,
0.10884580761194229,219,0,,,,,,
0.08974570780992508,229,0,,,,,,
0.13693565130233765,239,0,,,,,,
0.08722794055938721,249,0,,,,,,
0.1437753438949585,259,0,,,,,,
0.1536213606595993,269,0,,,,,,
0.07705418020486832,279,0,,,,,,
0.1188373863697052,289,0,,,,,,
0.05824650451540947,299,0,,,,,,
0.1377311497926712,309,0,,,,,,
0.0991290956735611,319,0,,,,,,
0.08805114775896072,329,0,,,,,,
0.11588092893362045,339,0,,,,,,
0.12902289628982544,349,0,,,,,,
0.13393452763557434,359,0,,,,,,
0.1337306648492813,369,0,,,,,,
0.30291423201560974,379,0,,,,,,
0.10965081304311752,389,0,,,,,,
0.1112799420952797,399,0,,,,,,
0.08442343771457672,409,0,,,,,,
0.21911126375198364,419,0,,,,,,
0.09943113476037979,429,0,,,,,,
0.1856459379196167,439,0,,,,,,
0.15562376379966736,449,0,,,,,,
0.13768845796585083,459,0,,,,,,
0.14452031254768372,469,0,,,,,,
0.11520086228847504,479,0,,,,,,
0.16402901709079742,489,0,,,,,,
0.06349107623100281,499,0,,,,,,
0.13636618852615356,509,0,,,,,,
0.0873037651181221,519,0,,,,,,
0.1445160061120987,529,0,,,,,,
0.06102246046066284,539,0,,,,,,
0.16819624602794647,549,0,,,,,,
0.17033115029335022,559,0,,,,,,
0.11587628722190857,569,0,,,,,,
0.07899368554353714,579,0,,,,,,
0.0665709599852562,589,0,,,,,,
0.21585538983345032,599,0,,,,,,
0.09968379884958267,609,0,,,,,,
0.11825256794691086,619,0,,,,,,
0.11943742632865906,629,0,,,,,,
0.10504348576068878,639,0,,,,,,
0.16621822118759155,649,0,,,,,,
0.14992797374725342,659,0,,,,,,
0.11922132223844528,669,0,,,,,,
0.1181466281414032,679,0,,,,,,
0.12293732911348343,689,0,,,,,,
0.09879840165376663,699,0,,,,,,
0.056641947478055954,709,0,,,,,,
0.16654150187969208,719,0,,,,,,
0.15101420879364014,729,0,,,,,,
0.1702684760093689,739,0,,,,,,
0.18397709727287292,749,0,,,,,,
0.13796958327293396,759,0,,,,,,
0.1267264187335968,769,0,,,,,,
0.174625962972641,779,0,,,,,,
0.057720769196748734,789,0,,,,,,
0.08438354730606079,799,0,,,,,,
0.14429423213005066,809,0,,,,,,
0.13902705907821655,819,0,,,,,,
0.13845272362232208,829,0,,,,,,
0.04718334972858429,839,0,,,,,,
0.15224908292293549,849,0,,,,,,
0.15566779673099518,859,0,,,,,,
0.04713601991534233,869,0,,,,,,
0.1161830946803093,879,0,,,,,,
0.15443100035190582,889,0,,,,,,
0.1072097048163414,899,0,,,,,,
0.16990695893764496,909,0,,,,,,
0.12595483660697937,919,0,,,,,,
0.11082993447780609,929,0,,,,,,
0.12088951468467712,939,0,,,,,,
0.11664842814207077,949,0,,,,,,
0.09245665371417999,959,0,,,,,,
0.06752818822860718,969,0,,,,,,
0.0716162621974945,979,0,,,,,,
0.10036806017160416,989,0,,,,,,
0.10405092686414719,999,0,,,,,,
0.09084690362215042,1009,0,,,,,,
0.08596395701169968,1019,0,,,,,,
0.11826775968074799,1029,0,,,,,,
0.17407557368278503,1039,0,,,,,,
0.11146216094493866,1049,0,,,,,,
0.0607345774769783,1059,0,,,,,,
0.155587837100029,1069,0,,,,,,
0.1003715768456459,1079,0,,,,,,
0.12523405253887177,1089,0,,,,,,
0.14000563323497772,1099,0,,,,,,
0.0976179763674736,1109,0,,,,,,
0.12454380840063095,1119,0,,,,,,
0.11475154757499695,1129,0,,,,,,
0.05295030027627945,1139,0,,,,,,
0.04348079860210419,1149,0,,,,,,
0.12171267718076706,1159,0,,,,,,
0.041068486869335175,1169,0,,,,,,
0.0684804692864418,1179,0,,,,,,
0.10550091415643692,1189,0,,,,,,
0.08041290938854218,1199,0,,,,,,
0.09309575706720352,1209,0,,,,,,
0.06867503374814987,1219,0,,,,,,
0.18348655104637146,1229,0,,,,,,
0.07568606734275818,1239,0,,,,,,
0.08257415890693665,1249,0,,,,,,
0.052465833723545074,1259,0,,,,,,
0.059217534959316254,1269,0,,,,,,
0.05708232522010803,1279,0,,,,,,
0.03940889239311218,1289,0,,,,,,
0.07203277945518494,1299,0,,,,,,
0.12068411707878113,1309,0,,,,,,
0.04711171239614487,1319,0,,,,,,
0.05688965693116188,1329,0,,,,,,
0.1764671504497528,1339,0,,,,,,
0.16817358136177063,1349,0,,,,,,
0.09197814762592316,1359,0,,,,,,
0.10626212507486343,1369,0,,,,,,
0.076723113656044,1379,0,,,,,,
0.10011135786771774,1389,0,,,,,,
0.054593294858932495,1399,0,,,,,,
0.12129783630371094,1409,0,,,,,,
0.08087781816720963,1419,0,,,,,,
0.06779256463050842,1429,0,,,,,,
0.03963031247258186,1439,0,,,,,,
0.11647480726242065,1449,0,,,,,,
0.0516665019094944,1459,0,,,,,,
0.12529081106185913,1469,0,,,,,,
0.06520820409059525,1479,0,,,,,,
0.05156150087714195,1489,0,,,,,,
0.07628040760755539,1499,0,,,,,,
0.05993424355983734,1509,0,,,,,,
0.03513113409280777,1519,0,,,,,,
0.0751969963312149,1529,0,,,,,,
0.07998771965503693,1539,0,,,,,,
0.07984815537929535,1549,0,,,,,,
0.10094410926103592,1559,0,,,,,,
0.04637167230248451,1569,0,,,,,,
0.04642390087246895,1579,0,,,,,,
0.04968935623764992,1589,0,,,,,,
0.12502963840961456,1599,0,,,,,,
0.06096059828996658,1609,0,,,,,,
0.12057755887508392,1619,0,,,,,,
0.05099229887127876,1629,0,,,,,,
0.11139367520809174,1639,0,,,,,,
0.17128661274909973,1649,0,,,,,,
0.07639925926923752,1659,0,,,,,,
0.039311062544584274,1669,0,,,,,,
0.07445695996284485,1679,0,,,,,,
0.08640530705451965,1689,0,,,,,,
,1696,0,0.29763779044151306,0.3597545921802521,0.4169076085090637,0.10914375633001328,0.8338842988014221,
0.1398201882839203,1699,1,,,,,,
0.08635583519935608,1709,1,,,,,,
0.0539485327899456,1719,1,,,,,,
0.051942914724349976,1729,1,,,,,,
0.07161849737167358,1739,1,,,,,,
0.04226456955075264,1749,1,,,,,,
0.05574005842208862,1759,1,,,,,,
0.05471256375312805,1769,1,,,,,,
0.08608691394329071,1779,1,,,,,,
0.041154202073812485,1789,1,,,,,,
0.08149127662181854,1799,1,,,,,,
0.10085993260145187,1809,1,,,,,,
0.11314991861581802,1819,1,,,,,,
0.04398594796657562,1829,1,,,,,,
0.07580086588859558,1839,1,,,,,,
0.05430025979876518,1849,1,,,,,,
