train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.6885276436805725,9,0,,,,,,
1.1189676523208618,19,0,,,,,,
0.5536309480667114,29,0,,,,,,
0.4732488691806793,39,0,,,,,,
0.5953368544578552,49,0,,,,,,
0.2811600863933563,59,0,,,,,,
0.27274221181869507,69,0,,,,,,
0.8880911469459534,79,0,,,,,,
0.2384069710969925,89,0,,,,,,
0.3411428928375244,99,0,,,,,,
0.3117496073246002,109,0,,,,,,
0.2074088156223297,119,0,,,,,,
0.2323860079050064,129,0,,,,,,
0.17418141663074493,139,0,,,,,,
0.337405264377594,149,0,,,,,,
0.2387874573469162,159,0,,,,,,
0.6006718873977661,169,0,,,,,,
0.23427532613277435,179,0,,,,,,
0.9171730875968933,189,0,,,,,,
0.11236448585987091,199,0,,,,,,
0.3856580853462219,209,0,,,,,,
0.27632638812065125,219,0,,,,,,
0.128082737326622,229,0,,,,,,
0.13185344636440277,239,0,,,,,,
0.15256330370903015,249,0,,,,,,
0.21369419991970062,259,0,,,,,,
0.1955757588148117,269,0,,,,,,
0.17005400359630585,279,0,,,,,,
0.3127334415912628,289,0,,,,,,
0.17302720248699188,299,0,,,,,,
0.14621637761592865,309,0,,,,,,
0.08888038247823715,319,0,,,,,,
0.19104228913784027,329,0,,,,,,
0.14555223286151886,339,0,,,,,,
0.11419173330068588,349,0,,,,,,
,356,0,0.8708680272102356,0.6160500645637512,0.16831621527671814,0.5937873125076294,0.45528456568717957,
0.14917007088661194,359,1,,,,,,
0.10851789265871048,369,1,,,,,,
0.24076446890830994,379,1,,,,,,
0.15436692535877228,389,1,,,,,,
0.1491435468196869,399,1,,,,,,
0.14152133464813232,409,1,,,,,,
0.2950139343738556,419,1,,,,,,
0.09032109379768372,429,1,,,,,,
0.11463189125061035,439,1,,,,,,
0.38224881887435913,449,1,,,,,,
0.10985750705003738,459,1,,,,,,
0.06757496297359467,469,1,,,,,,
0.22401100397109985,479,1,,,,,,
0.1746271550655365,489,1,,,,,,
0.08155663311481476,499,1,,,,,,
0.08624479174613953,509,1,,,,,,
0.1794878989458084,519,1,,,,,,
0.029967723414301872,529,1,,,,,,
0.1029849573969841,539,1,,,,,,
0.12702897191047668,549,1,,,,,,
0.021249622106552124,559,1,,,,,,
0.6359133124351501,569,1,,,,,,
0.24147608876228333,579,1,,,,,,
0.03267154097557068,589,1,,,,,,
0.19503600895404816,599,1,,,,,,
0.2118007391691208,609,1,,,,,,
0.2929689288139343,619,1,,,,,,
0.1400393396615982,629,1,,,,,,
0.23245516419410706,639,1,,,,,,
0.09349536895751953,649,1,,,,,,
0.05016287788748741,659,1,,,,,,
0.14631491899490356,669,1,,,,,,
0.03387843444943428,679,1,,,,,,
0.09907668828964233,689,1,,,,,,
0.021483127027750015,699,1,,,,,,
0.26603493094444275,709,1,,,,,,
,713,1,0.8902576565742493,0.6567866802215576,0.2000640332698822,0.6426871418952942,0.5203251838684082,
0.04142202064394951,719,2,,,,,,
0.10145947337150574,729,2,,,,,,
0.010054506361484528,739,2,,,,,,
0.0987108051776886,749,2,,,,,,
0.07071015983819962,759,2,,,,,,
0.020149460062384605,769,2,,,,,,
0.12340955436229706,779,2,,,,,,
0.008932342752814293,789,2,,,,,,
0.1405095010995865,799,2,,,,,,
0.062257565557956696,809,2,,,,,,
0.025197068229317665,819,2,,,,,,
0.053568851202726364,829,2,,,,,,
0.009647566825151443,839,2,,,,,,
0.350726842880249,849,2,,,,,,
0.06777363270521164,859,2,,,,,,
0.1297999769449234,869,2,,,,,,
0.11289326846599579,879,2,,,,,,
0.11705123633146286,889,2,,,,,,
0.2802976965904236,899,2,,,,,,
0.042691055685281754,909,2,,,,,,
0.03828521817922592,919,2,,,,,,
0.2404419630765915,929,2,,,,,,
0.08382704108953476,939,2,,,,,,
0.03754269331693649,949,2,,,,,,
0.01390182413160801,959,2,,,,,,
0.07051578909158707,969,2,,,,,,
0.009826338849961758,979,2,,,,,,
0.14728300273418427,989,2,,,,,,
0.024215050041675568,999,2,,,,,,
0.02715069241821766,1009,2,,,,,,
0.02228136733174324,1019,2,,,,,,
0.016794443130493164,1029,2,,,,,,
0.010847974568605423,1039,2,,,,,,
0.016716279089450836,1049,2,,,,,,
0.020137831568717957,1059,2,,,,,,
0.03536101058125496,1069,2,,,,,,
,1070,2,0.8903597593307495,0.6623653173446655,0.2461686134338379,0.6432458758354187,0.5162601470947266,
0.013620803132653236,1079,3,,,,,,
0.05287774279713631,1089,3,,,,,,
0.011976843699812889,1099,3,,,,,,
0.25061672925949097,1109,3,,,,,,
0.07943334430456161,1119,3,,,,,,
0.018864857032895088,1129,3,,,,,,
0.0814189687371254,1139,3,,,,,,
0.04161979258060455,1149,3,,,,,,
0.07452237606048584,1159,3,,,,,,
0.04663987085223198,1169,3,,,,,,
0.027978738769888878,1179,3,,,,,,
0.0026594181545078754,1189,3,,,,,,
0.029679903760552406,1199,3,,,,,,
0.009955703280866146,1209,3,,,,,,
0.007171377539634705,1219,3,,,,,,
0.053867362439632416,1229,3,,,,,,
0.08314722031354904,1239,3,,,,,,
0.0021268257405608892,1249,3,,,,,,
0.06838370114564896,1259,3,,,,,,
0.04592548683285713,1269,3,,,,,,
0.007234982680529356,1279,3,,,,,,
0.01259839627891779,1289,3,,,,,,
0.0020540994592010975,1299,3,,,,,,
0.0030380755197256804,1309,3,,,,,,
0.007503730244934559,1319,3,,,,,,
0.001975072082132101,1329,3,,,,,,
0.09216872602701187,1339,3,,,,,,
0.34507888555526733,1349,3,,,,,,
0.00874082837253809,1359,3,,,,,,
0.00444050133228302,1369,3,,,,,,
0.030240243300795555,1379,3,,,,,,
0.06184327229857445,1389,3,,,,,,
0.004864496644586325,1399,3,,,,,,
0.0019244900904595852,1409,3,,,,,,
0.0068066357634961605,1419,3,,,,,,
,1427,3,0.8899752497673035,0.6601255536079407,0.2979125678539276,0.6433181762695312,0.5081300735473633,
0.01411618385463953,1429,4,,,,,,
0.0036172927357256413,1439,4,,,,,,
0.0029313203413039446,1449,4,,,,,,
0.11704643070697784,1459,4,,,,,,
0.00494524696841836,1469,4,,,,,,
0.010009650141000748,1479,4,,,,,,
0.0018940585432574153,1489,4,,,,,,
0.011778517626225948,1499,4,,,,,,
0.00451725535094738,1509,4,,,,,,
0.005335978697985411,1519,4,,,,,,
0.0023502930998802185,1529,4,,,,,,
0.0018596837762743235,1539,4,,,,,,
0.013036609627306461,1549,4,,,,,,
0.0057380287908017635,1559,4,,,,,,
0.002275747014209628,1569,4,,,,,,
0.002682165941223502,1579,4,,,,,,
0.010214675217866898,1589,4,,,,,,
0.00250091589987278,1599,4,,,,,,
0.03757612407207489,1609,4,,,,,,
0.0027965945191681385,1619,4,,,,,,
0.019770024344325066,1629,4,,,,,,
0.003907381556928158,1639,4,,,,,,
0.13090115785598755,1649,4,,,,,,
0.006155883427709341,1659,4,,,,,,
0.0015992751577869058,1669,4,,,,,,
0.004116358235478401,1679,4,,,,,,
0.0022364382166415453,1689,4,,,,,,
0.0007859317702241242,1699,4,,,,,,
0.003451405791565776,1709,4,,,,,,
0.02642793580889702,1719,4,,,,,,
0.015067155472934246,1729,4,,,,,,
0.0012670783326029778,1739,4,,,,,,
0.0026800762861967087,1749,4,,,,,,
0.0018120724707841873,1759,4,,,,,,
0.01715606264770031,1769,4,,,,,,
0.0028181769885122776,1779,4,,,,,,
,1784,4,0.8876688480377197,0.6604387164115906,0.34217891097068787,0.6418224573135376,0.5,
,1785,5,,,,,,0.34217891097068787
