step,epoch,train_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_loss,test_avg_qa_answer_f1
9,0,0.9734798669815063,,,,,,,,,,
19,0,0.7961918711662292,,,,,,,,,,
29,0,0.8756569027900696,,,,,,,,,,
39,0,0.41479915380477905,,,,,,,,,,
49,0,0.49430012702941895,,,,,,,,,,
59,0,0.44735708832740784,,,,,,,,,,
69,0,0.3478718400001526,,,,,,,,,,
79,0,0.25072982907295227,,,,,,,,,,
89,0,0.41381633281707764,,,,,,,,,,
99,0,0.4185606837272644,,,,,,,,,,
109,0,0.1817162185907364,,,,,,,,,,
119,0,0.31175482273101807,,,,,,,,,,
129,0,0.18216289579868317,,,,,,,,,,
139,0,0.24214261770248413,,,,,,,,,,
149,0,0.1429021954536438,,,,,,,,,,
159,0,0.1624734252691269,,,,,,,,,,
169,0,0.23413187265396118,,,,,,,,,,
172,0,,0.41607898473739624,0.8491052985191345,0.46925845742225647,0.4843343198299408,0.21753457188606262,,,,,
179,1,0.18653026223182678,,,,,,,,,,
189,1,0.23433585464954376,,,,,,,,,,
199,1,0.25789588689804077,,,,,,,,,,
209,1,0.11793702095746994,,,,,,,,,,
219,1,0.26821282505989075,,,,,,,,,,
229,1,0.17058433592319489,,,,,,,,,,
239,1,0.1506395936012268,,,,,,,,,,
249,1,0.121758371591568,,,,,,,,,,
259,1,0.1997939497232437,,,,,,,,,,
269,1,0.14006797969341278,,,,,,,,,,
279,1,0.2839217185974121,,,,,,,,,,
289,1,0.2065422385931015,,,,,,,,,,
299,1,0.1665293425321579,,,,,,,,,,
309,1,0.24788695573806763,,,,,,,,,,
319,1,0.20687173306941986,,,,,,,,,,
329,1,0.1980169117450714,,,,,,,,,,
339,1,0.33500510454177856,,,,,,,,,,
345,1,,0.468265175819397,0.8638002276420593,0.5239887237548828,0.5300537347793579,0.18098294734954834,,,,,
349,2,0.11899836361408234,,,,,,,,,,
359,2,0.13998514413833618,,,,,,,,,,
369,2,0.21270886063575745,,,,,,,,,,
379,2,0.182231143116951,,,,,,,,,,
389,2,0.10618125647306442,,,,,,,,,,
399,2,0.1372959464788437,,,,,,,,,,
409,2,0.1296526938676834,,,,,,,,,,
419,2,0.19425906240940094,,,,,,,,,,
429,2,0.2338028848171234,,,,,,,,,,
439,2,0.23197616636753082,,,,,,,,,,
449,2,0.17632082104682922,,,,,,,,,,
459,2,0.266574501991272,,,,,,,,,,
469,2,0.16302490234375,,,,,,,,,,
479,2,0.19637219607830048,,,,,,,,,,
489,2,0.0897449180483818,,,,,,,,,,
499,2,0.21091283857822418,,,,,,,,,,
509,2,0.07414954900741577,,,,,,,,,,
518,2,,0.4908321499824524,0.8682776689529419,0.5390557050704956,0.5502875447273254,0.16585777699947357,,,,,
519,3,0.20394307374954224,,,,,,,,,,
529,3,0.09784166514873505,,,,,,,,,,
539,3,0.09554837644100189,,,,,,,,,,
549,3,0.21029359102249146,,,,,,,,,,
559,3,0.16585221886634827,,,,,,,,,,
569,3,0.2495887577533722,,,,,,,,,,
579,3,0.13105818629264832,,,,,,,,,,
589,3,0.11590486764907837,,,,,,,,,,
599,3,0.14513824880123138,,,,,,,,,,
609,3,0.25591108202934265,,,,,,,,,,
619,3,0.10894231498241425,,,,,,,,,,
629,3,0.11784021556377411,,,,,,,,,,
639,3,0.13956759870052338,,,,,,,,,,
649,3,0.11301330476999283,,,,,,,,,,
659,3,0.09972841292619705,,,,,,,,,,
669,3,0.21705512702465057,,,,,,,,,,
679,3,0.20253992080688477,,,,,,,,,,
689,3,0.10807175189256668,,,,,,,,,,
691,3,,0.5345557332038879,0.8776944279670715,0.5793176293373108,0.5826117396354675,0.14723291993141174,,,,,
699,4,0.11079194396734238,,,,,,,,,,
709,4,0.11900922656059265,,,,,,,,,,
719,4,0.11642660945653915,,,,,,,,,,
729,4,0.19504565000534058,,,,,,,,,,
739,4,0.12870147824287415,,,,,,,,,,
749,4,0.3260742425918579,,,,,,,,,,
759,4,0.14973284304141998,,,,,,,,,,
769,4,0.09578607231378555,,,,,,,,,,
779,4,0.1609523892402649,,,,,,,,,,
789,4,0.07489847391843796,,,,,,,,,,
799,4,0.18499597907066345,,,,,,,,,,
809,4,0.15618591010570526,,,,,,,,,,
819,4,0.09116300940513611,,,,,,,,,,
829,4,0.15569816529750824,,,,,,,,,,
839,4,0.10828597098588943,,,,,,,,,,
849,4,0.12285429239273071,,,,,,,,,,
859,4,0.23736312985420227,,,,,,,,,,
864,4,,0.5401974320411682,0.8837471008300781,0.587650716304779,0.5928764939308167,0.14594264328479767,,,,,
865,5,,,,,,,0.5401974320411682,0.8837471008300781,0.5928764939308167,0.14594264328479767,0.587650716304779
