step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
9,0.10136732459068298,0,,,,,,
19,0.07378356903791428,0,,,,,,
29,0.05785922333598137,0,,,,,,
39,0.06113147735595703,0,,,,,,
49,0.059185706079006195,0,,,,,,
59,0.06591241806745529,0,,,,,,
69,0.06467685848474503,0,,,,,,
79,0.05811530351638794,0,,,,,,
89,0.055530380457639694,0,,,,,,
99,0.0660499632358551,0,,,,,,
109,0.06583552062511444,0,,,,,,
119,0.05928716063499451,0,,,,,,
129,0.03830638900399208,0,,,,,,
139,0.04083738848567009,0,,,,,,
149,0.06113531067967415,0,,,,,,
159,0.05136552080512047,0,,,,,,
169,0.052159909158945084,0,,,,,,
179,0.08340392261743546,0,,,,,,
189,0.0425967238843441,0,,,,,,
189,,0,0.8347305655479431,0.3703014850616455,0.28717222809791565,0.11250004917383194,0.21052631735801697,
199,0.05210963636636734,1,,,,,,
209,0.0436255969107151,1,,,,,,
219,0.04778596758842468,1,,,,,,
229,0.07422080636024475,1,,,,,,
239,0.08102171123027802,1,,,,,,
249,0.046211108565330505,1,,,,,,
259,0.03234162926673889,1,,,,,,
269,0.0537707693874836,1,,,,,,
279,0.0576220266520977,1,,,,,,
289,0.06048628315329552,1,,,,,,
299,0.05128668621182442,1,,,,,,
309,0.06532810628414154,1,,,,,,
319,0.0440208874642849,1,,,,,,
329,0.055095307528972626,1,,,,,,
339,0.05106612294912338,1,,,,,,
349,0.055037714540958405,1,,,,,,
359,0.08331207931041718,1,,,,,,
369,0.03848087415099144,1,,,,,,
379,0.11699140816926956,1,,,,,,
379,,1,0.8365686535835266,0.37565499544143677,0.29524174332618713,0.11333250999450684,0.22437673807144165,
389,0.04871638864278793,2,,,,,,
399,0.040349122136831284,2,,,,,,
409,0.04272666200995445,2,,,,,,
419,0.062408991158008575,2,,,,,,
429,0.07154200971126556,2,,,,,,
439,0.041702039539813995,2,,,,,,
449,0.030703866854310036,2,,,,,,
459,0.04918815940618515,2,,,,,,
469,0.039773378521203995,2,,,,,,
479,0.05634394288063049,2,,,,,,
489,0.048342015594244,2,,,,,,
499,0.05911064147949219,2,,,,,,
509,0.038634154945611954,2,,,,,,
519,0.048656173050403595,2,,,,,,
529,0.044314924627542496,2,,,,,,
539,0.05211976543068886,2,,,,,,
549,0.07112505286931992,2,,,,,,
559,0.03504528850317001,2,,,,,,
569,0.11577010154724121,2,,,,,,
569,,2,0.8389108180999756,0.37843555212020874,0.3029935956001282,0.11833090335130692,0.22991690039634705,
579,0.043250974267721176,3,,,,,,
589,0.03856503218412399,3,,,,,,
599,0.03786221519112587,3,,,,,,
609,0.05573417991399765,3,,,,,,
619,0.06379832327365875,3,,,,,,
629,0.03543786704540253,3,,,,,,
639,0.027564218267798424,3,,,,,,
649,0.0453600138425827,3,,,,,,
659,0.03802533447742462,3,,,,,,
669,0.051801782101392746,3,,,,,,
679,0.04369901493191719,3,,,,,,
689,0.050643451511859894,3,,,,,,
699,0.03588384762406349,3,,,,,,
709,0.03891153633594513,3,,,,,,
719,0.03681877627968788,3,,,,,,
729,0.04474902153015137,3,,,,,,
739,0.05757423862814903,3,,,,,,
749,0.028462275862693787,3,,,,,,
759,0.10600783675909042,3,,,,,,
759,,3,0.8382734656333923,0.37338611483573914,0.30453401803970337,0.10374598950147629,0.23268698155879974,
769,0.029621731489896774,4,,,,,,
779,0.03378269076347351,4,,,,,,
789,0.03055291622877121,4,,,,,,
799,0.04508550837635994,4,,,,,,
809,0.045930080115795135,4,,,,,,
819,0.02652079239487648,4,,,,,,
829,0.023786872625350952,4,,,,,,
839,0.0402192696928978,4,,,,,,
849,0.0314139761030674,4,,,,,,
859,0.04174261912703514,4,,,,,,
869,0.035427384078502655,4,,,,,,
879,0.03554396331310272,4,,,,,,
889,0.02999056689441204,4,,,,,,
899,0.02707728184759617,4,,,,,,
909,0.022702232003211975,4,,,,,,
919,0.032012637704610825,4,,,,,,
929,0.025788964703679085,4,,,,,,
939,0.02091159112751484,4,,,,,,
949,3.8703281461494043e-05,4,,,,,,
949,,4,0.8404450416564941,0.38294073939323425,0.3128267824649811,0.16067612171173096,0.23822714388370514,
950,,5,,,,,,0.16067612171173096
