train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.3056556284427643,0,9,,,,,,
0.24320121109485626,0,19,,,,,,
0.7579471468925476,0,29,,,,,,
0.5577836632728577,0,39,,,,,,
0.9327142834663391,0,49,,,,,,
0.5443201065063477,0,59,,,,,,
0.25582846999168396,0,69,,,,,,
0.45360568165779114,0,79,,,,,,
0.2595793306827545,0,89,,,,,,
0.2310260385274887,0,99,,,,,,
0.13321135938167572,0,109,,,,,,
0.12657570838928223,0,119,,,,,,
0.1833503395318985,0,129,,,,,,
0.23050683736801147,0,139,,,,,,
0.11351639032363892,0,149,,,,,,
0.26916706562042236,0,159,,,,,,
0.21271027624607086,0,169,,,,,,
0.18588010966777802,0,179,,,,,,
0.20035584270954132,0,189,,,,,,
1.1081130504608154,0,199,,,,,,
0.1678270548582077,0,209,,,,,,
0.17314597964286804,0,219,,,,,,
0.14555376768112183,0,229,,,,,,
0.2492048293352127,0,239,,,,,,
0.3311956822872162,0,249,,,,,,
0.11836613714694977,0,259,,,,,,
0.1442042589187622,0,269,,,,,,
0.23858410120010376,0,279,,,,,,
0.13415969908237457,0,289,,,,,,
0.16130119562149048,0,299,,,,,,
0.29783761501312256,0,309,,,,,,
0.11235224455595016,0,319,,,,,,
0.07522939145565033,0,329,,,,,,
0.32632195949554443,0,339,,,,,,
0.10246799141168594,0,349,,,,,,
0.12432679533958435,0,359,,,,,,
0.14387433230876923,0,369,,,,,,
0.09823315590620041,0,379,,,,,,
0.10816910862922668,0,389,,,,,,
0.12349801510572433,0,399,,,,,,
0.14278900623321533,0,409,,,,,,
0.19235220551490784,0,419,,,,,,
0.10330686718225479,0,429,,,,,,
0.13558800518512726,0,439,,,,,,
0.15863800048828125,0,449,,,,,,
0.2851276695728302,0,459,,,,,,
0.07812687754631042,0,469,,,,,,
0.11227977275848389,0,479,,,,,,
0.22678251564502716,0,489,,,,,,
0.08142122626304626,0,499,,,,,,
0.13318848609924316,0,509,,,,,,
0.0674508586525917,0,519,,,,,,
0.2106301486492157,0,529,,,,,,
0.18451552093029022,0,539,,,,,,
0.08501186221837997,0,549,,,,,,
0.10367771983146667,0,559,,,,,,
0.16960644721984863,0,569,,,,,,
0.27423834800720215,0,579,,,,,,
0.17645280063152313,0,589,,,,,,
0.14898720383644104,0,599,,,,,,
0.10930898785591125,0,609,,,,,,
0.08801053464412689,0,619,,,,,,
0.10798045247793198,0,629,,,,,,
0.10707669705152512,0,639,,,,,,
0.19042792916297913,0,649,,,,,,
0.09530330449342728,0,659,,,,,,
0.10983894020318985,0,669,,,,,,
0.046041253954172134,0,679,,,,,,
0.05081016570329666,0,689,,,,,,
0.06855374574661255,0,699,,,,,,
0.08397778123617172,0,709,,,,,,
0.1940723955631256,0,719,,,,,,
0.0870526134967804,0,729,,,,,,
0.05588538199663162,0,739,,,,,,
0.08492178469896317,0,749,,,,,,
0.08759478479623795,0,759,,,,,,
0.2361602932214737,0,769,,,,,,
0.09514732658863068,0,779,,,,,,
0.2747457027435303,0,789,,,,,,
0.1255376636981964,0,799,,,,,,
0.11211389303207397,0,809,,,,,,
0.05982454866170883,0,819,,,,,,
0.06631556898355484,0,829,,,,,,
0.051231298595666885,0,839,,,,,,
0.07568615674972534,0,849,,,,,,
0.08657234162092209,0,859,,,,,,
0.14961762726306915,0,869,,,,,,
0.0673181414604187,0,879,,,,,,
0.10366317629814148,0,889,,,,,,
0.15754014253616333,0,899,,,,,,
0.1051323264837265,0,909,,,,,,
0.050132542848587036,0,919,,,,,,
0.013168144039809704,0,929,,,,,,
,0,929,0.8975059390068054,0.6926441788673401,0.12247064709663391,0.6500469446182251,0.4523809552192688,
0.11719106882810593,1,939,,,,,,
0.08488556742668152,1,949,,,,,,
0.057559505105018616,1,959,,,,,,
0.058576732873916626,1,969,,,,,,
