step,train_loss,epoch,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
9,0.8088465929031372,0,,,,,,,,,,
19,0.79351407289505,0,,,,,,,,,,
29,0.8011186122894287,0,,,,,,,,,,
39,0.4153106212615967,0,,,,,,,,,,
49,0.6041613221168518,0,,,,,,,,,,
59,0.306306391954422,0,,,,,,,,,,
69,0.3443302512168884,0,,,,,,,,,,
79,0.3203660845756531,0,,,,,,,,,,
89,0.4666385054588318,0,,,,,,,,,,
99,0.508234977722168,0,,,,,,,,,,
109,0.25995874404907227,0,,,,,,,,,,
119,0.3383291959762573,0,,,,,,,,,,
129,0.21161065995693207,0,,,,,,,,,,
139,0.2659500539302826,0,,,,,,,,,,
149,0.18776275217533112,0,,,,,,,,,,
159,0.24399805068969727,0,,,,,,,,,,
169,0.26560235023498535,0,,,,,,,,,,
172,,0,0.3569200336933136,0.2637517750263214,0.23197147250175476,0.31374770402908325,0.7973117232322693,,,,,
179,0.3182355761528015,1,,,,,,,,,,
189,0.3077251613140106,1,,,,,,,,,,
199,0.3331272602081299,1,,,,,,,,,,
209,0.17741113901138306,1,,,,,,,,,,
219,0.20425823330879211,1,,,,,,,,,,
229,0.2504996359348297,1,,,,,,,,,,
239,0.1952991932630539,1,,,,,,,,,,
249,0.2136201411485672,1,,,,,,,,,,
259,0.2196694165468216,1,,,,,,,,,,
269,0.1910518854856491,1,,,,,,,,,,
279,0.39159709215164185,1,,,,,,,,,,
289,0.28983283042907715,1,,,,,,,,,,
299,0.24381299316883087,1,,,,,,,,,,
309,0.3118816316127777,1,,,,,,,,,,
319,0.32012873888015747,1,,,,,,,,,,
329,0.25662761926651,1,,,,,,,,,,
339,0.14448095858097076,1,,,,,,,,,,
345,,1,0.3999592959880829,0.32016924023628235,0.20503775775432587,0.3722091317176819,0.8188510537147522,,,,,
349,0.2086799442768097,2,,,,,,,,,,
359,0.2234601527452469,2,,,,,,,,,,
369,0.27705132961273193,2,,,,,,,,,,
379,0.19416444003582,2,,,,,,,,,,
389,0.22219473123550415,2,,,,,,,,,,
399,0.15237289667129517,2,,,,,,,,,,
409,0.2648472785949707,2,,,,,,,,,,
419,0.2690284252166748,2,,,,,,,,,,
429,0.3080083131790161,2,,,,,,,,,,
439,0.2503868341445923,2,,,,,,,,,,
449,0.16853395104408264,2,,,,,,,,,,
459,0.22614073753356934,2,,,,,,,,,,
469,0.23388664424419403,2,,,,,,,,,,
479,0.2248147875070572,2,,,,,,,,,,
489,0.15761153399944305,2,,,,,,,,,,
499,0.25636687874794006,2,,,,,,,,,,
509,0.1240166425704956,2,,,,,,,,,,
518,,2,0.44082844257354736,0.36248236894607544,0.19059909880161285,0.4153764843940735,0.8358509540557861,,,,,
519,0.283417284488678,3,,,,,,,,,,
529,0.1228012889623642,3,,,,,,,,,,
539,0.14827638864517212,3,,,,,,,,,,
549,0.16157278418540955,3,,,,,,,,,,
559,0.2671350836753845,3,,,,,,,,,,
569,0.1482844054698944,3,,,,,,,,,,
579,0.11662161350250244,3,,,,,,,,,,
589,0.19489572942256927,3,,,,,,,,,,
599,0.1515117883682251,3,,,,,,,,,,
609,0.2651365101337433,3,,,,,,,,,,
619,0.16845813393592834,3,,,,,,,,,,
629,0.11997165530920029,3,,,,,,,,,,
639,0.2238295078277588,3,,,,,,,,,,
649,0.27447351813316345,3,,,,,,,,,,
659,0.21760447323322296,3,,,,,,,,,,
669,0.22207370400428772,3,,,,,,,,,,
679,0.1963162124156952,3,,,,,,,,,,
689,0.12355615198612213,3,,,,,,,,,,
691,,3,0.4593804180622101,0.3864597976207733,0.18192513287067413,0.4396803379058838,0.839190661907196,,,,,
699,0.14737087488174438,4,,,,,,,,,,
709,0.2305925339460373,4,,,,,,,,,,
719,0.20987413823604584,4,,,,,,,,,,
729,0.2518808841705322,4,,,,,,,,,,
739,0.21233871579170227,4,,,,,,,,,,
749,0.32142117619514465,4,,,,,,,,,,
759,0.20842285454273224,4,,,,,,,,,,
769,0.13117507100105286,4,,,,,,,,,,
779,0.18654228746891022,4,,,,,,,,,,
789,0.15596458315849304,4,,,,,,,,,,
799,0.25687408447265625,4,,,,,,,,,,
809,0.1385410875082016,4,,,,,,,,,,
819,0.1578519195318222,4,,,,,,,,,,
829,0.19296270608901978,4,,,,,,,,,,
839,0.14474281668663025,4,,,,,,,,,,
849,0.2309143990278244,4,,,,,,,,,,
859,0.1647660881280899,4,,,,,,,,,,
864,,4,0.4592420756816864,0.38504937291145325,0.17609462141990662,0.4369649887084961,0.844142496585846,,,,,
865,,5,,,,,,0.17609462141990662,0.4369649887084961,0.4592420756816864,0.844142496585846,0.38504937291145325
