epoch,train_loss,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,0.1061115637421608,9,,,,,,
0,0.04708242416381836,19,,,,,,
0,0.07499223947525024,29,,,,,,
0,0.04871499538421631,39,,,,,,
0,0.0457896888256073,49,,,,,,
0,0.07793963700532913,59,,,,,,
0,0.05361975356936455,69,,,,,,
0,0.0784241333603859,79,,,,,,
0,0.04249747842550278,89,,,,,,
0,0.042961884289979935,99,,,,,,
0,0.034629400819540024,109,,,,,,
0,0.03864520788192749,119,,,,,,
0,0.043118808418512344,129,,,,,,
0,0.03602256998419762,139,,,,,,
0,0.023912928998470306,149,,,,,,
0,0.0587758868932724,159,,,,,,
0,0.040805842727422714,169,,,,,,
0,0.08825594186782837,179,,,,,,
0,0.03741629049181938,189,,,,,,
0,0.027094434946775436,199,,,,,,
0,0.05547661334276199,209,,,,,,
0,0.04265549033880234,219,,,,,,
0,0.031093653291463852,229,,,,,,
0,0.031061306595802307,239,,,,,,
0,0.039683666080236435,249,,,,,,
0,0.03520185127854347,259,,,,,,
0,0.030933910980820656,269,,,,,,
0,0.023671548813581467,279,,,,,,
0,0.05948427692055702,289,,,,,,
0,0.03127678111195564,299,,,,,,
0,0.04617837443947792,309,,,,,,
0,0.048305511474609375,319,,,,,,
0,0.04114963486790657,329,,,,,,
0,0.038838136941194534,339,,,,,,
0,0.047897353768348694,349,,,,,,
0,0.05228782445192337,359,,,,,,
0,0.03461658954620361,369,,,,,,
0,0.026517711579799652,379,,,,,,
0,0.028979552909731865,389,,,,,,
0,0.026055119931697845,399,,,,,,
0,0.039939071983098984,409,,,,,,
0,0.04191456362605095,419,,,,,,
0,0.03996068611741066,429,,,,,,
0,0.03397237882018089,439,,,,,,
0,0.034930940717458725,449,,,,,,
0,,455,0.19498607516288757,0.09866419434547424,0.8281168937683105,0.2603056728839874,0.3529897630214691,
1,0.05098151043057442,459,,,,,,
1,0.05860796570777893,469,,,,,,
1,0.05465821549296379,479,,,,,,
1,nan,489,,,,,,
1,0.01742461510002613,499,,,,,,
1,0.03727209195494652,509,,,,,,
1,0.027225162833929062,519,,,,,,
1,0.03232382610440254,529,,,,,,
1,0.02467290125787258,539,,,,,,
1,0.028238724917173386,549,,,,,,
1,0.04681729897856712,559,,,,,,
1,0.029566796496510506,569,,,,,,
1,0.03588920459151268,579,,,,,,
1,0.023311203345656395,589,,,,,,
1,0.04746327921748161,599,,,,,,
