step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0,0.2576046288013458,,,,,,
19,0,0.15642616152763367,,,,,,
29,0,0.2909516990184784,,,,,,
39,0,0.34889161586761475,,,,,,
49,0,0.18815933167934418,,,,,,
59,0,0.20958636701107025,,,,,,
69,0,0.19991958141326904,,,,,,
79,0,0.8055698275566101,,,,,,
89,0,0.29196271300315857,,,,,,
99,0,0.16506604850292206,,,,,,
109,0,0.2337939739227295,,,,,,
119,0,0.19485051929950714,,,,,,
129,0,0.37636980414390564,,,,,,
139,0,0.27682122588157654,,,,,,
149,0,0.1558516025543213,,,,,,
159,0,0.28112104535102844,,,,,,
169,0,0.19377778470516205,,,,,,
179,0,0.35809049010276794,,,,,,
189,0,0.11914161592721939,,,,,,
199,0,0.15412122011184692,,,,,,
209,0,0.1570664644241333,,,,,,
219,0,0.2503005564212799,,,,,,
229,0,0.24163326621055603,,,,,,
239,0,0.31592535972595215,,,,,,
249,0,0.14876854419708252,,,,,,
259,0,0.15909460186958313,,,,,,
269,0,0.179345041513443,,,,,,
279,0,0.13430532813072205,,,,,,
289,0,0.12710963189601898,,,,,,
299,0,0.2223663628101349,,,,,,
309,0,0.03656402975320816,,,,,,
319,0,0.357186496257782,,,,,,
329,0,0.12352102249860764,,,,,,
339,0,0.5752768516540527,,,,,,
349,0,0.07363767176866531,,,,,,
359,0,0.05768090486526489,,,,,,
369,0,0.35420605540275574,,,,,,
379,0,0.11409296095371246,,,,,,
389,0,0.05390087887644768,,,,,,
399,0,0.18801940977573395,,,,,,
409,0,0.3376103341579437,,,,,,
419,0,0.09551995992660522,,,,,,
429,0,0.21622180938720703,,,,,,
439,0,0.11018643528223038,,,,,,
449,0,0.09363951534032822,,,,,,
459,0,0.06093833968043327,,,,,,
469,0,0.05918467417359352,,,,,,
479,0,0.06000564619898796,,,,,,
489,0,0.12276937067508698,,,,,,
499,0,0.1625172197818756,,,,,,
509,0,0.14922070503234863,,,,,,
519,0,0.18955987691879272,,,,,,
529,0,0.08138125389814377,,,,,,
539,0,0.09889230877161026,,,,,,
549,0,0.16981883347034454,,,,,,
559,0,0.17142526805400848,,,,,,
569,0,0.1774490624666214,,,,,,
579,0,0.05272022262215614,,,,,,
589,0,0.08550693094730377,,,,,,
599,0,0.13934174180030823,,,,,,
609,0,0.1095920130610466,,,,,,
619,0,0.04777945950627327,,,,,,
629,0,0.04583051800727844,,,,,,
639,0,0.14646242558956146,,,,,,
649,0,0.10869861394166946,,,,,,
659,0,0.08910573273897171,,,,,,
669,0,0.21402482688426971,,,,,,
679,0,0.10768919438123703,,,,,,
689,0,0.10201072692871094,,,,,,
699,0,0.16804231703281403,,,,,,
709,0,0.08376913517713547,,,,,,
719,0,0.04672880470752716,,,,,,
729,0,0.12107889354228973,,,,,,
739,0,0.11583351343870163,,,,,,
749,0,0.09703147411346436,,,,,,
759,0,0.058795325458049774,,,,,,
769,0,0.07696737349033356,,,,,,
779,0,0.0688554048538208,,,,,,
789,0,0.03668753057718277,,,,,,
799,0,0.11740995943546295,,,,,,
809,0,0.227249413728714,,,,,,
819,0,0.03790910914540291,,,,,,
829,0,0.12625731527805328,,,,,,
839,0,0.1365041434764862,,,,,,
849,0,0.14672522246837616,,,,,,
859,0,0.14434760808944702,,,,,,
869,0,0.05293293669819832,,,,,,
879,0,0.09680371731519699,,,,,,
889,0,0.1429426372051239,,,,,,
899,0,0.12317615002393723,,,,,,
909,0,0.1252451092004776,,,,,,
919,0,0.036935389041900635,,,,,,
929,0,0.15088465809822083,,,,,,
939,0,0.158245250582695,,,,,,
949,0,0.10635959357023239,,,,,,
959,0,0.35391420125961304,,,,,,
969,0,0.06105924770236015,,,,,,
979,0,0.05437065288424492,,,,,,
