train_loss,epoch,step,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
4.542599678039551,0,9,,,,,,
3.4435980319976807,0,19,,,,,,
2.846045732498169,0,29,,,,,,
2.1323156356811523,0,39,,,,,,
1.5637487173080444,0,49,,,,,,
1.273592472076416,0,59,,,,,,
0.8598814606666565,0,69,,,,,,
0.6533858776092529,0,79,,,,,,
0.33850255608558655,0,89,,,,,,
0.2489236742258072,0,99,,,,,,
0.26565417647361755,0,109,,,,,,
0.1357792317867279,0,119,,,,,,
0.15834645926952362,0,129,,,,,,
0.17467033863067627,0,139,,,,,,
0.1142679825425148,0,149,,,,,,
0.2021249532699585,0,159,,,,,,
0.1610393226146698,0,169,,,,,,
0.14907874166965485,0,179,,,,,,
0.1204598918557167,0,189,,,,,,
0.17784439027309418,0,199,,,,,,
0.18728585541248322,0,209,,,,,,
0.23355039954185486,0,219,,,,,,
0.15456417202949524,0,229,,,,,,
0.12748342752456665,0,239,,,,,,
0.06509654968976974,0,249,,,,,,
0.24201485514640808,0,259,,,,,,
0.08214835822582245,0,269,,,,,,
0.05041185021400452,0,279,,,,,,
0.11959278583526611,0,289,,,,,,
0.08330190181732178,0,299,,,,,,
0.13754968345165253,0,309,,,,,,
0.09429191797971725,0,319,,,,,,
0.08678210526704788,0,329,,,,,,
0.04350171238183975,0,339,,,,,,
0.04597686231136322,0,349,,,,,,
0.17397688329219818,0,359,,,,,,
0.05248397961258888,0,369,,,,,,
,0,374,0.08809851109981537,0.8046250939369202,0.4204261898994446,0.468003511428833,0.28260868787765503,
0.05789116770029068,1,379,,,,,,
0.07974428683519363,1,389,,,,,,
0.060494568198919296,1,399,,,,,,
0.03696419298648834,1,409,,,,,,
0.07963567972183228,1,419,,,,,,
0.05793098360300064,1,429,,,,,,
0.0236466433852911,1,439,,,,,,
0.06399675458669662,1,449,,,,,,
0.040599286556243896,1,459,,,,,,
0.023717092350125313,1,469,,,,,,
0.018311509862542152,1,479,,,,,,
0.10220855474472046,1,489,,,,,,
0.09999086707830429,1,499,,,,,,
0.09808744490146637,1,509,,,,,,
0.04090242460370064,1,519,,,,,,
0.05935924872756004,1,529,,,,,,
0.03954065963625908,1,539,,,,,,
0.11620087176561356,1,549,,,,,,
0.03163363039493561,1,559,,,,,,
0.05598616972565651,1,569,,,,,,
0.02227604202926159,1,579,,,,,,
0.046798352152109146,1,589,,,,,,
0.07950706034898758,1,599,,,,,,
0.018199285492300987,1,609,,,,,,
0.0927087664604187,1,619,,,,,,
0.0642729103565216,1,629,,,,,,
0.00626809848472476,1,639,,,,,,
0.03263238072395325,1,649,,,,,,
0.017560431733727455,1,659,,,,,,
0.08874975889921188,1,669,,,,,,
0.1267511546611786,1,679,,,,,,
0.01648913510143757,1,689,,,,,,
0.005992762744426727,1,699,,,,,,
0.024836532771587372,1,709,,,,,,
0.005739504471421242,1,719,,,,,,
0.07630123943090439,1,729,,,,,,
0.007889064028859138,1,739,,,,,,
0.05674362555146217,1,749,,,,,,
,1,749,0.09098677337169647,0.807154655456543,0.43260014057159424,0.479589581489563,0.27826085686683655,
0.02647237293422222,2,759,,,,,,
0.07979658991098404,2,769,,,,,,
0.005427071359008551,2,779,,,,,,
0.05557451397180557,2,789,,,,,,
0.026058966293931007,2,799,,,,,,
0.008855133317410946,2,809,,,,,,
0.030184905976057053,2,819,,,,,,
0.008973495103418827,2,829,,,,,,
0.007082984782755375,2,839,,,,,,
0.018375888466835022,2,849,,,,,,
0.02459428831934929,2,859,,,,,,
0.026360254734754562,2,869,,,,,,
0.031242484226822853,2,879,,,,,,
0.0035850785207003355,2,889,,,,,,
0.00402797432616353,2,899,,,,,,
0.004368920810520649,2,909,,,,,,
0.005312849301844835,2,919,,,,,,
