epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.5142819285392761,,,,,,,,,,
0,19,0.22822269797325134,,,,,,,,,,
0,29,0.1871003359556198,,,,,,,,,,
0,39,0.16072185337543488,,,,,,,,,,
0,49,0.18705551326274872,,,,,,,,,,
0,59,0.16403956711292267,,,,,,,,,,
0,69,0.20481623709201813,,,,,,,,,,
0,79,0.10490386933088303,,,,,,,,,,
0,89,0.1263159215450287,,,,,,,,,,
0,99,0.14455169439315796,,,,,,,,,,
0,109,0.16418789327144623,,,,,,,,,,
0,119,0.13410677015781403,,,,,,,,,,
0,119,,0.49284252524375916,0.5457675457000732,0.8960613012313843,0.5909094214439392,0.10519170016050339,,,,,
1,129,0.1171029657125473,,,,,,,,,,
1,139,0.09399645030498505,,,,,,,,,,
1,149,0.0991828441619873,,,,,,,,,,
1,159,0.11100354045629501,,,,,,,,,,
1,169,0.14521904289722443,,,,,,,,,,
1,179,0.09909774363040924,,,,,,,,,,
1,189,0.09429140388965607,,,,,,,,,,
1,199,0.4179145395755768,,,,,,,,,,
1,209,0.09455180168151855,,,,,,,,,,
1,219,0.09313619136810303,,,,,,,,,,
1,229,0.3034749925136566,,,,,,,,,,
1,239,0.09746849536895752,,,,,,,,,,
1,239,,0.523517370223999,0.5740824341773987,0.9022242426872253,0.6150612235069275,0.1047365814447403,,,,,
2,249,0.0613110288977623,,,,,,,,,,
2,259,0.08039022237062454,,,,,,,,,,
2,269,0.093041330575943,,,,,,,,,,
2,279,0.10919195413589478,,,,,,,,,,
2,289,0.07880600541830063,,,,,,,,,,
2,299,0.08605347573757172,,,,,,,,,,
2,309,0.06816357374191284,,,,,,,,,,
2,319,0.06149587035179138,,,,,,,,,,
2,329,0.06575288623571396,,,,,,,,,,
2,339,0.09094347804784775,,,,,,,,,,
2,349,0.12764133512973785,,,,,,,,,,
2,359,0.11492478847503662,,,,,,,,,,
2,359,,0.5419222712516785,0.5910024642944336,0.9058008790016174,0.622944176197052,0.09635283797979355,,,,,
3,369,0.0814863070845604,,,,,,,,,,
3,379,0.08320692181587219,,,,,,,,,,
3,389,0.07063186168670654,,,,,,,,,,
3,399,0.13871479034423828,,,,,,,,,,
3,409,0.11154264956712723,,,,,,,,,,
3,419,0.0974641963839531,,,,,,,,,,
3,429,0.09033733606338501,,,,,,,,,,
3,439,0.10925985872745514,,,,,,,,,,
3,449,0.1637548804283142,,,,,,,,,,
3,459,0.0692325234413147,,,,,,,,,,
3,469,0.08138296753168106,,,,,,,,,,
3,479,0.08436758071184158,,,,,,,,,,
3,479,,0.5685071349143982,0.6101093292236328,0.9101923108100891,0.6420527100563049,0.09563202410936356,,,,,
4,489,0.27762386202812195,,,,,,,,,,
4,499,0.05937691405415535,,,,,,,,,,
4,509,0.06925541162490845,,,,,,,,,,
4,519,0.07761970907449722,,,,,,,,,,
4,529,0.2049039900302887,,,,,,,,,,
4,539,0.0710272341966629,,,,,,,,,,
4,549,0.05389018729329109,,,,,,,,,,
4,559,0.0575888492166996,,,,,,,,,,
4,569,0.05796574801206589,,,,,,,,,,
4,579,0.06567011773586273,,,,,,,,,,
4,589,0.08895574510097504,,,,,,,,,,
4,599,0.0483536534011364,,,,,,,,,,
4,599,,0.5828220844268799,0.6234723925590515,0.9137257933616638,0.6492739915847778,0.09645718336105347,,,,,
5,600,,,,,,,0.09645718336105347,0.5828220844268799,0.6234723925590515,0.9137257933616638,0.6492739915847778
