epoch,train_loss,step,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,1.0450630187988281,9,,,,,,,,,,
0,0.578294038772583,19,,,,,,,,,,
0,0.4205204248428345,29,,,,,,,,,,
0,0.43488144874572754,39,,,,,,,,,,
0,0.3331291377544403,49,,,,,,,,,,
0,0.3628145754337311,59,,,,,,,,,,
0,0.3584037125110626,69,,,,,,,,,,
0,0.4108480215072632,79,,,,,,,,,,
0,0.3128334581851959,89,,,,,,,,,,
0,0.2658606171607971,99,,,,,,,,,,
0,0.4112413227558136,109,,,,,,,,,,
0,0.3235897719860077,119,,,,,,,,,,
0,0.2883651554584503,129,,,,,,,,,,
0,0.29516535997390747,139,,,,,,,,,,
0,0.38189518451690674,149,,,,,,,,,,
0,0.3446820378303528,159,,,,,,,,,,
0,0.4434981644153595,169,,,,,,,,,,
0,,169,0.25361368060112,0.7954335808753967,0.2509836256504059,0.342132568359375,0.3088376522064209,,,,,
1,0.2733555734157562,179,,,,,,,,,,
1,0.15821754932403564,189,,,,,,,,,,
1,0.21206435561180115,199,,,,,,,,,,
1,0.24166321754455566,209,,,,,,,,,,
1,0.35089364647865295,219,,,,,,,,,,
1,0.34474146366119385,229,,,,,,,,,,
1,0.3037952184677124,239,,,,,,,,,,
1,0.40690863132476807,249,,,,,,,,,,
1,0.2374158352613449,259,,,,,,,,,,
1,0.16524221003055573,269,,,,,,,,,,
1,0.30528396368026733,279,,,,,,,,,,
1,0.2191878855228424,289,,,,,,,,,,
1,0.12422247976064682,299,,,,,,,,,,
1,0.39018720388412476,309,,,,,,,,,,
1,0.17561013996601105,319,,,,,,,,,,
1,0.28350162506103516,329,,,,,,,,,,
1,0.19067513942718506,339,,,,,,,,,,
1,,339,0.315374493598938,0.8167127966880798,0.2283775508403778,0.39286550879478455,0.3659713566303253,,,,,
2,0.20124387741088867,349,,,,,,,,,,
2,0.22255448997020721,359,,,,,,,,,,
2,0.3837346136569977,369,,,,,,,,,,
2,0.18095529079437256,379,,,,,,,,,,
2,0.21530383825302124,389,,,,,,,,,,
2,0.17550623416900635,399,,,,,,,,,,
2,0.14405445754528046,409,,,,,,,,,,
2,0.22752149403095245,419,,,,,,,,,,
2,0.21971015632152557,429,,,,,,,,,,
2,0.22602267563343048,439,,,,,,,,,,
2,0.2424401491880417,449,,,,,,,,,,
2,0.1541966050863266,459,,,,,,,,,,
2,0.21980777382850647,469,,,,,,,,,,
2,0.20472286641597748,479,,,,,,,,,,
2,0.23618082702159882,489,,,,,,,,,,
2,0.19664552807807922,499,,,,,,,,,,
2,0.06363821029663086,509,,,,,,,,,,
2,,509,0.34296977519989014,0.8257496356964111,0.20904302597045898,0.41501617431640625,0.3932371735572815,,,,,
3,0.21685075759887695,519,,,,,,,,,,
3,0.17402952909469604,529,,,,,,,,,,
3,0.2335558980703354,539,,,,,,,,,,
3,0.17706415057182312,549,,,,,,,,,,
3,0.1876504123210907,559,,,,,,,,,,
3,0.1672537922859192,569,,,,,,,,,,
3,0.19522204995155334,579,,,,,,,,,,
3,0.20983488857746124,589,,,,,,,,,,
3,0.24007150530815125,599,,,,,,,,,,
3,0.27077004313468933,609,,,,,,,,,,
3,0.16575457155704498,619,,,,,,,,,,
3,0.20277874171733856,629,,,,,,,,,,
3,0.1936461329460144,639,,,,,,,,,,
3,0.1839132457971573,649,,,,,,,,,,
3,0.14345727860927582,659,,,,,,,,,,
3,0.14762914180755615,669,,,,,,,,,,
3,0.17923817038536072,679,,,,,,,,,,
3,,679,0.37187910079956055,0.8406696915626526,0.20565849542617798,0.44626107811927795,0.42569008469581604,,,,,
4,0.15128101408481598,689,,,,,,,,,,
4,0.16439996659755707,699,,,,,,,,,,
4,0.19454480707645416,709,,,,,,,,,,
4,0.16244564950466156,719,,,,,,,,,,
4,0.15624915063381195,729,,,,,,,,,,
4,0.22995729744434357,739,,,,,,,,,,
4,0.15348508954048157,749,,,,,,,,,,
4,0.17928794026374817,759,,,,,,,,,,
4,0.1513066291809082,769,,,,,,,,,,
4,0.12981471419334412,779,,,,,,,,,,
4,0.29400205612182617,789,,,,,,,,,,
4,0.15972505509853363,799,,,,,,,,,,
4,0.11424437910318375,809,,,,,,,,,,
4,0.1628749966621399,819,,,,,,,,,,
4,0.2735852897167206,829,,,,,,,,,,
4,0.10990576446056366,839,,,,,,,,,,
4,0.15400442481040955,849,,,,,,,,,,
4,,849,0.36268067359924316,0.8408510684967041,0.19748377799987793,0.4366912841796875,0.42006033658981323,,,,,
5,,850,,,,,,0.19748377799987793,0.8408510684967041,0.42006033658981323,0.4366912841796875,0.36268067359924316
