epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss
0,1.447940707206726,9,,,,,,,,,,
0,0.7386936545372009,19,,,,,,,,,,
0,0.7340384721755981,29,,,,,,,,,,
0,0.6910046339035034,39,,,,,,,,,,
0,0.284819632768631,49,,,,,,,,,,
0,0.7949893474578857,59,,,,,,,,,,
0,0.9080011248588562,69,,,,,,,,,,
0,0.47980064153671265,79,,,,,,,,,,
0,0.4246641993522644,89,,,,,,,,,,
0,0.48462623357772827,99,,,,,,,,,,
0,0.9247609972953796,109,,,,,,,,,,
0,0.5525176525115967,119,,,,,,,,,,
0,,120,0.5380461812019348,0.5052633881568909,0.5550858974456787,0.443736732006073,0.8863442540168762,,,,,
1,0.6962950825691223,129,,,,,,,,,,
1,0.09763897955417633,139,,,,,,,,,,
1,0.2503073811531067,149,,,,,,,,,,
1,0.5273100733757019,159,,,,,,,,,,
1,0.5766831040382385,169,,,,,,,,,,
1,0.7208064794540405,179,,,,,,,,,,
1,0.8838469982147217,189,,,,,,,,,,
1,0.097509004175663,199,,,,,,,,,,
1,0.8281741142272949,209,,,,,,,,,,
1,0.3793524205684662,219,,,,,,,,,,
1,0.612223744392395,229,,,,,,,,,,
1,0.6905915141105652,239,,,,,,,,,,
1,,241,0.5038753151893616,0.5770223140716553,0.6156336069107056,0.5074309706687927,0.9031612277030945,,,,,
2,0.8611717224121094,249,,,,,,,,,,
2,0.5342494249343872,259,,,,,,,,,,
2,0.49780136346817017,269,,,,,,,,,,
2,0.69853276014328,279,,,,,,,,,,
2,0.28851762413978577,289,,,,,,,,,,
2,0.5418990850448608,299,,,,,,,,,,
2,0.6891478300094604,309,,,,,,,,,,
2,0.8593654632568359,319,,,,,,,,,,
2,0.523119330406189,329,,,,,,,,,,
2,0.3243502378463745,339,,,,,,,,,,
2,0.39972490072250366,349,,,,,,,,,,
2,1.1839669942855835,359,,,,,,,,,,
2,,362,0.49123165011405945,0.5840277075767517,0.6210883259773254,0.5074309706687927,0.905484139919281,,,,,
3,0.5015013813972473,369,,,,,,,,,,
3,0.22154006361961365,379,,,,,,,,,,
3,0.196315735578537,389,,,,,,,,,,
3,0.6478245258331299,399,,,,,,,,,,
3,0.3942158818244934,409,,,,,,,,,,
3,0.30324801802635193,419,,,,,,,,,,
3,0.23415498435497284,429,,,,,,,,,,
3,0.7483434081077576,439,,,,,,,,,,
3,0.3304041922092438,449,,,,,,,,,,
3,0.47963693737983704,459,,,,,,,,,,
3,0.5530233979225159,469,,,,,,,,,,
3,1.1174099445343018,479,,,,,,,,,,
3,,483,0.48555806279182434,0.5937716364860535,0.6325401663780212,0.5201698541641235,0.9083096981048584,,,,,
4,0.6139272451400757,489,,,,,,,,,,
4,1.1350330114364624,499,,,,,,,,,,
4,0.32114511728286743,509,,,,,,,,,,
4,0.5734900832176208,519,,,,,,,,,,
4,0.8118000030517578,529,,,,,,,,,,
4,1.0762475728988647,539,,,,,,,,,,
4,0.8602024912834167,549,,,,,,,,,,
4,0.32707878947257996,559,,,,,,,,,,
4,0.64313143491745,569,,,,,,,,,,
4,0.21437443792819977,579,,,,,,,,,,
4,0.10725980252027512,589,,,,,,,,,,
4,0.4013066291809082,599,,,,,,,,,,
4,,604,0.4747835397720337,0.6170246601104736,0.6519225239753723,0.5477706789970398,0.9130875468254089,,,,,
5,,605,,,,,,0.6170246601104736,0.6519225239753723,0.5477706789970398,0.9130875468254089,0.4747835397720337
