step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss
9,1.7294814586639404,0,,,,,,
19,0.5320305228233337,0,,,,,,
29,0.828028678894043,0,,,,,,
39,1.0905687808990479,0,,,,,,
49,0.7126539349555969,0,,,,,,
59,0.32322320342063904,0,,,,,,
69,0.7896499037742615,0,,,,,,
79,0.7976564764976501,0,,,,,,
89,0.6150619387626648,0,,,,,,
99,1.6269525289535522,0,,,,,,
109,1.0628376007080078,0,,,,,,
110,,0,0.23371034860610962,0.8167705535888672,0.48300209641456604,0.3396226465702057,0.4451277256011963,
119,0.8843448162078857,1,,,,,,
129,0.7287813425064087,1,,,,,,
139,0.3124680519104004,1,,,,,,
149,0.5897036790847778,1,,,,,,
159,1.1657969951629639,1,,,,,,
169,0.4653860926628113,1,,,,,,
179,0.5374526977539062,1,,,,,,
189,0.6468404531478882,1,,,,,,
199,1.4318238496780396,1,,,,,,
209,0.579972505569458,1,,,,,,
219,0.37857702374458313,1,,,,,,
221,,1,0.21679557859897614,0.8491036891937256,0.5661652684211731,0.4088050425052643,0.534256100654602,
229,1.1913386583328247,2,,,,,,
239,0.5794898271560669,2,,,,,,
249,0.41322147846221924,2,,,,,,
259,0.7556765079498291,2,,,,,,
269,0.5245441198348999,2,,,,,,
279,0.9497682452201843,2,,,,,,
289,0.8030737638473511,2,,,,,,
299,0.3383949100971222,2,,,,,,
309,0.46499356627464294,2,,,,,,
319,0.3156023621559143,2,,,,,,
329,0.21143734455108643,2,,,,,,
332,,2,0.2103019803762436,0.8683059811592102,0.6247473359107971,0.49685534834861755,0.5923079252243042,
339,0.2213081270456314,3,,,,,,
349,0.4986874461174011,3,,,,,,
359,0.2138626128435135,3,,,,,,
369,0.44085928797721863,3,,,,,,
379,0.4682711064815521,3,,,,,,
389,0.515769898891449,3,,,,,,
399,0.3528566360473633,3,,,,,,
409,0.27382299304008484,3,,,,,,
419,0.31670495867729187,3,,,,,,
429,0.48767542839050293,3,,,,,,
439,3.284059762954712,3,,,,,,
443,,3,0.20516879856586456,0.8693311810493469,0.6231232285499573,0.49685534834861755,0.5915292501449585,
449,0.15280650556087494,4,,,,,,
459,0.27991968393325806,4,,,,,,
469,0.16586415469646454,4,,,,,,
479,0.18832063674926758,4,,,,,,
489,0.09987186640501022,4,,,,,,
499,0.34351298213005066,4,,,,,,
509,0.47834447026252747,4,,,,,,
519,0.365142285823822,4,,,,,,
529,0.20678672194480896,4,,,,,,
539,1.0905635356903076,4,,,,,,
549,0.19506415724754333,4,,,,,,
554,,4,0.20679709315299988,0.8740816116333008,0.6391263008117676,0.49685534834861755,0.6101391315460205,
555,,5,,,,,,0.20679709315299988
