step,epoch,train_loss,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em
9,0,3.5291357040405273,,,,,,,,,,
19,0,2.1781373023986816,,,,,,,,,,
29,0,2.231518030166626,,,,,,,,,,
39,0,2.135789632797241,,,,,,,,,,
49,0,2.2089786529541016,,,,,,,,,,
49,0,,0.3722498118877411,0.4042205810546875,2.038353204727173,0.26829269528388977,0.8043912053108215,,,,,
59,1,1.4099782705307007,,,,,,,,,,
69,1,2.050124168395996,,,,,,,,,,
79,1,1.7933387756347656,,,,,,,,,,
89,1,2.110422372817993,,,,,,,,,,
99,1,2.3878400325775146,,,,,,,,,,
99,1,,0.4608103930950165,0.48907470703125,1.7987070083618164,0.3252032399177551,0.8351069092750549,,,,,
109,2,1.6282563209533691,,,,,,,,,,
119,2,1.8333868980407715,,,,,,,,,,
129,2,0.6270943284034729,,,,,,,,,,
139,2,1.1060210466384888,,,,,,,,,,
149,2,1.091103434562683,,,,,,,,,,
149,2,,0.5006765127182007,0.5303802490234375,1.7206876277923584,0.36178863048553467,0.8498501181602478,,,,,
159,3,1.2877815961837769,,,,,,,,,,
169,3,1.6299021244049072,,,,,,,,,,
179,3,0.9655832648277283,,,,,,,,,,
189,3,1.2656694650650024,,,,,,,,,,
199,3,2.15697979927063,,,,,,,,,,
199,3,,0.5334512591362,0.5574188232421875,1.6451680660247803,0.38211381435394287,0.8635801672935486,,,,,
209,4,1.0881383419036865,,,,,,,,,,
219,4,1.7993696928024292,,,,,,,,,,
229,4,0.9738621115684509,,,,,,,,,,
239,4,0.9198994636535645,,,,,,,,,,
249,4,1.1438822746276855,,,,,,,,,,
249,4,,0.5654983520507812,0.587738037109375,1.6169764995574951,0.42276424169540405,0.8701906204223633,,,,,
250,5,,,,,,,0.8701906204223633,0.5654983520507812,0.587738037109375,1.6169764995574951,0.42276424169540405
