epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.6835180521011353,,,,,,
0,19,0.29173916578292847,,,,,,
0,29,0.95329350233078,,,,,,
0,39,0.8186630606651306,,,,,,
0,49,0.8267281651496887,,,,,,
0,59,2.271034002304077,,,,,,
0,69,13.199315071105957,,,,,,
0,79,0.251284122467041,,,,,,
0,89,0.4424004554748535,,,,,,
0,96,,0.5293394923210144,0.4592706263065338,0.14290420711040497,0.845132052898407,0.2805429995059967,
1,99,0.26368004083633423,,,,,,
1,109,0.3076944053173065,,,,,,
1,119,1.4808077812194824,,,,,,
1,129,0.3890906274318695,,,,,,
1,139,0.40860676765441895,,,,,,
1,149,0.13236787915229797,,,,,,
1,159,0.5627835988998413,,,,,,
1,169,0.0793677270412445,,,,,,
1,179,0.1299516260623932,,,,,,
1,189,0.7727426886558533,,,,,,
1,193,,0.564383864402771,0.5093555450439453,0.12465427815914154,0.8624090552330017,0.3710407316684723,
2,199,0.547942042350769,,,,,,
2,209,0.13253706693649292,,,,,,
2,219,0.6070388555526733,,,,,,
2,229,0.23990538716316223,,,,,,
2,239,0.45106276869773865,,,,,,
2,249,0.11451727896928787,,,,,,
2,259,0.20969614386558533,,,,,,
2,269,0.4076363444328308,,,,,,
2,279,0.2323310524225235,,,,,,
2,289,0.4639979898929596,,,,,,
2,290,,0.5731614828109741,0.5233532786369324,0.12217715382575989,0.8627682328224182,0.3891402781009674,
3,299,0.3250494599342346,,,,,,
3,309,0.0628514438867569,,,,,,
3,319,0.14056842029094696,,,,,,
3,329,0.08276893198490143,,,,,,
3,339,0.040586479008197784,,,,,,
3,349,0.31130096316337585,,,,,,
3,359,0.3554410934448242,,,,,,
3,369,0.18662406504154205,,,,,,
3,379,0.10785935819149017,,,,,,
3,387,,0.5737519860267639,0.5290201306343079,0.12686827778816223,0.866474986076355,0.3891402781009674,
4,389,0.12911105155944824,,,,,,
4,399,0.05732235684990883,,,,,,
4,409,0.07596757262945175,,,,,,
4,419,0.045887209475040436,,,,,,
4,429,0.06524431705474854,,,,,,
4,439,0.04253064841032028,,,,,,
4,449,0.0312357135117054,,,,,,
4,459,0.09325988590717316,,,,,,
4,469,0.1187412440776825,,,,,,
4,479,0.026258235797286034,,,,,,
4,484,,0.5637447834014893,0.5173631906509399,0.137416809797287,0.8632981181144714,0.3936651647090912,
5,485,,,,,,,0.12686827778816223
