train_loss,step,epoch,val_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
0.7702792286872864,9,0,,,,,,
0.21871772408485413,19,0,,,,,,
0.38722336292266846,29,0,,,,,,
0.4425499141216278,39,0,,,,,,
0.427040696144104,49,0,,,,,,
0.30440765619277954,59,0,,,,,,
0.356308251619339,69,0,,,,,,
0.2608192563056946,79,0,,,,,,
0.2885187864303589,89,0,,,,,,
0.3071552813053131,99,0,,,,,,
0.12878035008907318,109,0,,,,,,
0.29453083872795105,119,0,,,,,,
0.19413262605667114,129,0,,,,,,
0.4309290051460266,139,0,,,,,,
0.18642210960388184,149,0,,,,,,
0.29398390650749207,159,0,,,,,,
0.26029476523399353,169,0,,,,,,
0.27816855907440186,179,0,,,,,,
0.22697728872299194,189,0,,,,,,
0.2145378291606903,199,0,,,,,,
0.32999327778816223,209,0,,,,,,
0.22475454211235046,219,0,,,,,,
0.2548923194408417,229,0,,,,,,
0.20270009338855743,239,0,,,,,,
0.2829870879650116,249,0,,,,,,
0.15242496132850647,259,0,,,,,,
0.24637934565544128,269,0,,,,,,
0.16979274153709412,279,0,,,,,,
0.22814105451107025,289,0,,,,,,
0.1364765614271164,299,0,,,,,,
0.13796932995319366,309,0,,,,,,
0.17705151438713074,319,0,,,,,,
0.17382003366947174,329,0,,,,,,
0.20831803977489471,339,0,,,,,,
0.1299363374710083,349,0,,,,,,
0.14787247776985168,359,0,,,,,,
0.09680581837892532,369,0,,,,,,
0.08596913516521454,379,0,,,,,,
0.14754843711853027,389,0,,,,,,
0.1075296401977539,399,0,,,,,,
0.17067158222198486,409,0,,,,,,
0.1785690188407898,419,0,,,,,,
0.20600540935993195,429,0,,,,,,
0.11344335228204727,439,0,,,,,,
0.2519698143005371,449,0,,,,,,
0.23319056630134583,459,0,,,,,,
0.2398717850446701,469,0,,,,,,
0.10029591619968414,479,0,,,,,,
0.18444693088531494,489,0,,,,,,
0.13084110617637634,499,0,,,,,,
0.08088956028223038,509,0,,,,,,
0.1520329862833023,519,0,,,,,,
0.21643230319023132,529,0,,,,,,
0.13386672735214233,539,0,,,,,,
0.04988909140229225,549,0,,,,,,
0.20051294565200806,559,0,,,,,,
0.12595613300800323,569,0,,,,,,
0.10533937066793442,579,0,,,,,,
0.19364133477210999,589,0,,,,,,
0.1619860976934433,599,0,,,,,,
0.18636591732501984,609,0,,,,,,
0.09498384594917297,619,0,,,,,,
0.15048012137413025,629,0,,,,,,
0.12676428258419037,639,0,,,,,,
0.09406078606843948,649,0,,,,,,
0.10556161403656006,659,0,,,,,,
0.18181456625461578,669,0,,,,,,
0.04290035739541054,679,0,,,,,,
0.2756887674331665,689,0,,,,,,
0.16283181309700012,699,0,,,,,,
0.05771441385149956,709,0,,,,,,
0.141116201877594,719,0,,,,,,
0.15382403135299683,729,0,,,,,,
