train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_loss
0.697591245174408,9,0,,,,,,
0.5734513401985168,19,0,,,,,,
0.302092581987381,29,0,,,,,,
0.6470511555671692,39,0,,,,,,
0.5924589037895203,49,0,,,,,,
0.2411022186279297,59,0,,,,,,
0.3938554525375366,69,0,,,,,,
0.2192717343568802,79,0,,,,,,
1.1077821254730225,89,0,,,,,,
,97,0,0.39234450459480286,0.5323145985603333,0.16761159896850586,0.8605189919471741,0.5726333856582642,
0.5005714893341064,99,1,,,,,,
0.8093004822731018,109,1,,,,,,
0.33407101035118103,119,1,,,,,,
0.4972167909145355,129,1,,,,,,
0.46885085105895996,139,1,,,,,,
0.44279080629348755,149,1,,,,,,
0.48293647170066833,159,1,,,,,,
0.6125814318656921,169,1,,,,,,
0.2239575982093811,179,1,,,,,,
0.6563916206359863,189,1,,,,,,
,195,1,0.4545454680919647,0.5684276819229126,0.14847023785114288,0.8713127374649048,0.6062025427818298,
1.2769050598144531,199,2,,,,,,
0.1757296919822693,209,2,,,,,,
0.23185722529888153,219,2,,,,,,
0.1413796842098236,229,2,,,,,,
0.2554016411304474,239,2,,,,,,
0.06404181569814682,249,2,,,,,,
0.1763768196105957,259,2,,,,,,
0.25571051239967346,269,2,,,,,,
0.28870028257369995,279,2,,,,,,
0.2804665267467499,289,2,,,,,,
,293,2,0.49760764837265015,0.5846956372261047,0.14184901118278503,0.8772398233413696,0.6144267320632935,
0.13610908389091492,299,3,,,,,,
0.1337800770998001,309,3,,,,,,
0.26074784994125366,319,3,,,,,,
0.16010795533657074,329,3,,,,,,
0.12156067788600922,339,3,,,,,,
0.07806718349456787,349,3,,,,,,
0.10682845115661621,359,3,,,,,,
0.1277720332145691,369,3,,,,,,
0.07155974209308624,379,3,,,,,,
0.06721684336662292,389,3,,,,,,
,391,3,0.5215311050415039,0.6056071519851685,0.14792615175247192,0.8850628733634949,0.6364696621894836,
0.08843858540058136,399,4,,,,,,
0.04030127823352814,409,4,,,,,,
0.17812032997608185,419,4,,,,,,
0.45867136120796204,429,4,,,,,,
0.22249267995357513,439,4,,,,,,
0.03748893365263939,449,4,,,,,,
0.22229747474193573,459,4,,,,,,
0.05958753451704979,469,4,,,,,,
0.05177111178636551,479,4,,,,,,
3.076594829559326,489,4,,,,,,
,489,4,0.5215311050415039,0.6067330241203308,0.16069574654102325,0.8857710361480713,0.636425256729126,
,490,5,,,,,,0.16069574654102325
