step,train_loss,epoch,val_qa_em,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,test_loss
9,0.4624369144439697,0,,,,,,
19,0.5980525612831116,0,,,,,,
29,0.6139707565307617,0,,,,,,
39,1.1121604442596436,0,,,,,,
49,0.33760976791381836,0,,,,,,
59,0.1159074455499649,0,,,,,,
69,0.8342123627662659,0,,,,,,
79,0.11351288110017776,0,,,,,,
89,0.36222463846206665,0,,,,,,
99,0.0909435898065567,0,,,,,,
109,0.19526058435440063,0,,,,,,
119,0.6856775283813477,0,,,,,,
129,0.4846503436565399,0,,,,,,
139,0.45419883728027344,0,,,,,,
149,0.44350409507751465,0,,,,,,
159,0.14652544260025024,0,,,,,,
169,0.2790651023387909,0,,,,,,
179,0.12931965291500092,0,,,,,,
189,0.1236681267619133,0,,,,,,
199,0.4763313829898834,0,,,,,,
209,0.08625098317861557,0,,,,,,
219,0.23455458879470825,0,,,,,,
229,0.4483392834663391,0,,,,,,
239,0.12064172327518463,0,,,,,,
249,0.5980841517448425,0,,,,,,
259,0.15765894949436188,0,,,,,,
269,0.2852301597595215,0,,,,,,
279,0.11010497063398361,0,,,,,,
289,0.07787144184112549,0,,,,,,
299,0.2428256869316101,0,,,,,,
309,0.6759577989578247,0,,,,,,
319,0.3665357828140259,0,,,,,,
329,0.10793182253837585,0,,,,,,
339,0.24397559463977814,0,,,,,,
349,0.10880910605192184,0,,,,,,
356,,0,0.180781751871109,0.0946250632405281,0.2570125162601471,0.7783421874046326,0.2979665696620941,
359,nan,1,,,,,,
369,0.058399029076099396,1,,,,,,
379,0.17329104244709015,1,,,,,,
389,nan,1,,,,,,
399,0.1207556426525116,1,,,,,,
409,0.633804202079773,1,,,,,,
419,0.12563902139663696,1,,,,,,
429,0.07883457839488983,1,,,,,,
439,0.12642760574817657,1,,,,,,
449,0.23841242492198944,1,,,,,,
459,nan,1,,,,,,
469,0.11957006901502609,1,,,,,,
479,0.1771901249885559,1,,,,,,
489,0.12733475863933563,1,,,,,,
499,0.13105177879333496,1,,,,,,
509,0.07626406848430634,1,,,,,,
519,0.13578470051288605,1,,,,,,
529,0.15518403053283691,1,,,,,,
539,0.14721941947937012,1,,,,,,
549,0.08761059492826462,1,,,,,,
559,nan,1,,,,,,
569,0.20243243873119354,1,,,,,,
579,0.2936975955963135,1,,,,,,
589,0.078571617603302,1,,,,,,
599,0.16256877779960632,1,,,,,,
609,0.33091282844543457,1,,,,,,
619,0.11610796302556992,1,,,,,,
629,0.2397487908601761,1,,,,,,
639,0.31777459383010864,1,,,,,,
649,0.2768861949443817,1,,,,,,
659,0.1522597372531891,1,,,,,,
669,0.06922460347414017,1,,,,,,
679,0.0479951836168766,1,,,,,,
689,0.2863656282424927,1,,,,,,
699,0.20743544399738312,1,,,,,,
709,0.09228236228227615,1,,,,,,
713,,1,0.2980456054210663,0.10429535061120987,0.36483967304229736,0.8174952864646912,0.39254191517829895,
719,0.3544936180114746,2,,,,,,
729,0.12629297375679016,2,,,,,,
739,0.05383298546075821,2,,,,,,
749,0.04958176985383034,2,,,,,,
759,0.4263326823711395,2,,,,,,
769,0.07949354499578476,2,,,,,,
779,0.0677172839641571,2,,,,,,
789,0.07498835027217865,2,,,,,,
799,0.2755133807659149,2,,,,,,
809,0.10042743384838104,2,,,,,,
819,0.19411703944206238,2,,,,,,
829,0.5540161728858948,2,,,,,,
839,0.09393870085477829,2,,,,,,
849,0.1559574156999588,2,,,,,,
859,0.03655686974525452,2,,,,,,
869,0.1277429610490799,2,,,,,,
879,0.45025137066841125,2,,,,,,
889,0.08612440526485443,2,,,,,,
899,0.0903417095541954,2,,,,,,
909,0.08763881027698517,2,,,,,,
919,0.08670607954263687,2,,,,,,
929,0.03699938580393791,2,,,,,,
939,0.23136627674102783,2,,,,,,
949,0.0976986214518547,2,,,,,,
959,0.03359530121088028,2,,,,,,
