train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.287634015083313,9,0,,,,,,
0.2907329201698303,19,0,,,,,,
0.34308621287345886,29,0,,,,,,
0.3024301826953888,39,0,,,,,,
0.38274019956588745,49,0,,,,,,
0.4034419655799866,59,0,,,,,,
0.324650377035141,69,0,,,,,,
0.3161598742008209,79,0,,,,,,
0.32869839668273926,89,0,,,,,,
0.21184536814689636,99,0,,,,,,
0.18380053341388702,109,0,,,,,,
0.15312139689922333,119,0,,,,,,
0.2342836558818817,129,0,,,,,,
0.21380726993083954,139,0,,,,,,
0.3819328546524048,149,0,,,,,,
0.17318032681941986,159,0,,,,,,
0.24905245006084442,169,0,,,,,,
0.23330846428871155,179,0,,,,,,
0.3238777220249176,189,0,,,,,,
0.5363236665725708,199,0,,,,,,
,204,0,0.5808753967285156,0.8504360914230347,0.2925170063972473,0.5095922350883484,0.12105684727430344,
0.2305285781621933,209,1,,,,,,
0.2085442990064621,219,1,,,,,,
0.39119797945022583,229,1,,,,,,
0.07693147659301758,239,1,,,,,,
0.3638066351413727,249,1,,,,,,
0.2627290189266205,259,1,,,,,,
0.20736099779605865,269,1,,,,,,
1.319901466369629,279,1,,,,,,
0.11910280585289001,289,1,,,,,,
0.40355756878852844,299,1,,,,,,
0.1440015286207199,309,1,,,,,,
0.3404032289981842,319,1,,,,,,
0.233732670545578,329,1,,,,,,
0.20860183238983154,339,1,,,,,,
0.25146427750587463,349,1,,,,,,
0.20283669233322144,359,1,,,,,,
0.2686220407485962,369,1,,,,,,
0.17034439742565155,379,1,,,,,,
0.22550775110721588,389,1,,,,,,
0.31636399030685425,399,1,,,,,,
0.20030130445957184,409,1,,,,,,
,409,1,0.6005222797393799,0.8597690463066101,0.31972789764404297,0.5376762747764587,0.1143338531255722,
0.0748123973608017,419,2,,,,,,
0.16479285061359406,429,2,,,,,,
0.20991191267967224,439,2,,,,,,
0.1221037209033966,449,2,,,,,,
0.1923588067293167,459,2,,,,,,
0.038456711918115616,469,2,,,,,,
0.8628862500190735,479,2,,,,,,
0.08256080746650696,489,2,,,,,,
0.13229507207870483,499,2,,,,,,
0.11951199173927307,509,2,,,,,,
0.08226057142019272,519,2,,,,,,
0.08302842080593109,529,2,,,,,,
0.07196184992790222,539,2,,,,,,
0.17748895287513733,549,2,,,,,,
0.137380450963974,559,2,,,,,,
0.11028406023979187,569,2,,,,,,
0.10814189165830612,579,2,,,,,,
0.10213703662157059,589,2,,,,,,
0.17772091925144196,599,2,,,,,,
0.08162517845630646,609,2,,,,,,
,614,2,0.6141552329063416,0.8643431067466736,0.3174603283405304,0.5497722029685974,0.11828530579805374,
0.09201159328222275,619,3,,,,,,
0.06417494267225266,629,3,,,,,,
0.23077437281608582,639,3,,,,,,
0.01635933481156826,649,3,,,,,,
0.15708954632282257,659,3,,,,,,
0.08776429295539856,669,3,,,,,,
0.06546536087989807,679,3,,,,,,
0.5562211871147156,689,3,,,,,,
0.03255974128842354,699,3,,,,,,
0.20045964419841766,709,3,,,,,,
0.02810710296034813,719,3,,,,,,
0.1333627998828888,729,3,,,,,,
0.09734157472848892,739,3,,,,,,
0.06171625107526779,749,3,,,,,,
0.055547941476106644,759,3,,,,,,
0.061604712158441544,769,3,,,,,,
0.09410261362791061,779,3,,,,,,
0.06945318728685379,789,3,,,,,,
0.1183183491230011,799,3,,,,,,
0.06702959537506104,809,3,,,,,,
0.0388573594391346,819,3,,,,,,
,819,3,0.6218546628952026,0.8648157119750977,0.31519272923469543,0.5550594329833984,0.12622995674610138,
0.03450845927000046,829,4,,,,,,
0.06689700484275818,839,4,,,,,,
0.09612920135259628,849,4,,,,,,
0.032964736223220825,859,4,,,,,,
0.07886310666799545,869,4,,,,,,
0.00789598561823368,879,4,,,,,,
0.4122879207134247,889,4,,,,,,
0.03750307112932205,899,4,,,,,,
0.05344664677977562,909,4,,,,,,
0.05051034688949585,919,4,,,,,,
0.0264626145362854,929,4,,,,,,
0.028493739664554596,939,4,,,,,,
0.016263477504253387,949,4,,,,,,
0.03978836163878441,959,4,,,,,,
0.050613053143024445,969,4,,,,,,
0.03881228715181351,979,4,,,,,,
0.018398122861981392,989,4,,,,,,
0.030526192858815193,999,4,,,,,,
0.04953144118189812,1009,4,,,,,,
0.0191360954195261,1019,4,,,,,,
,1024,4,0.6132130026817322,0.8621122241020203,0.3083900213241577,0.546800971031189,0.140681654214859,
,1025,5,,,,,,0.140681654214859
