epoch,train_loss,step,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score
0,0.6158491969108582,9,,,,,,,,,,
0,0.8916147351264954,19,,,,,,,,,,
0,0.5154414176940918,29,,,,,,,,,,
0,0.28407955169677734,39,,,,,,,,,,
0,0.367183655500412,49,,,,,,,,,,
0,0.2818133234977722,59,,,,,,,,,,
0,0.1725301295518875,69,,,,,,,,,,
0,0.30061936378479004,79,,,,,,,,,,
0,0.1983724683523178,89,,,,,,,,,,
0,0.2994871735572815,99,,,,,,,,,,
0,0.19303736090660095,109,,,,,,,,,,
0,0.2540264129638672,119,,,,,,,,,,
0,0.6405407190322876,129,,,,,,,,,,
0,0.20675694942474365,139,,,,,,,,,,
0,0.2913341820240021,149,,,,,,,,,,
0,0.3092336654663086,159,,,,,,,,,,
0,0.2530151307582855,169,,,,,,,,,,
0,0.24764108657836914,179,,,,,,,,,,
0,,179,0.46504098176956177,0.8584741353988647,0.17554530501365662,0.40824466943740845,0.501771867275238,,,,,
1,0.10835599899291992,189,,,,,,,,,,
1,0.14336779713630676,199,,,,,,,,,,
1,0.28813526034355164,209,,,,,,,,,,
1,0.1404201239347458,219,,,,,,,,,,
1,0.22526226937770844,229,,,,,,,,,,
1,0.2628687024116516,239,,,,,,,,,,
1,0.17176756262779236,249,,,,,,,,,,
1,0.22081409394741058,259,,,,,,,,,,
1,0.11205597221851349,269,,,,,,,,,,
1,0.21262967586517334,279,,,,,,,,,,
1,0.13399088382720947,289,,,,,,,,,,
1,0.23338784277439117,299,,,,,,,,,,
1,0.2409020960330963,309,,,,,,,,,,
1,0.2156965136528015,319,,,,,,,,,,
1,0.19358187913894653,329,,,,,,,,,,
1,0.20510753989219666,339,,,,,,,,,,
1,0.47560736536979675,349,,,,,,,,,,
1,0.2791615128517151,359,,,,,,,,,,
1,,359,0.49255988001823425,0.8644415736198425,0.15295179188251495,0.44281914830207825,0.5229311585426331,,,,,
2,0.17550620436668396,369,,,,,,,,,,
2,0.18561799824237823,379,,,,,,,,,,
2,0.15708453953266144,389,,,,,,,,,,
2,0.15433844923973083,399,,,,,,,,,,
2,0.1493503302335739,409,,,,,,,,,,
2,0.12242918461561203,419,,,,,,,,,,
2,0.270099401473999,429,,,,,,,,,,
2,0.17521469295024872,439,,,,,,,,,,
2,0.1901187002658844,449,,,,,,,,,,
2,0.15441368520259857,459,,,,,,,,,,
2,0.17015902698040009,469,,,,,,,,,,
2,0.13830076158046722,479,,,,,,,,,,
2,0.19571621716022491,489,,,,,,,,,,
2,0.2095414102077484,499,,,,,,,,,,
2,0.17407946288585663,509,,,,,,,,,,
2,0.17302019894123077,519,,,,,,,,,,
2,0.21713055670261383,529,,,,,,,,,,
2,0.13928845524787903,539,,,,,,,,,,
2,,539,0.5012350082397461,0.8686525821685791,0.14421428740024567,0.4507978856563568,0.5304315686225891,,,,,
3,0.09509921818971634,549,,,,,,,,,,
3,0.10136161744594574,559,,,,,,,,,,
3,0.26811525225639343,569,,,,,,,,,,
3,0.13488458096981049,579,,,,,,,,,,
3,0.29574206471443176,589,,,,,,,,,,
3,0.19231131672859192,599,,,,,,,,,,
3,0.1354977935552597,609,,,,,,,,,,
3,0.22765903174877167,619,,,,,,,,,,
3,0.15460069477558136,629,,,,,,,,,,
3,0.38588881492614746,639,,,,,,,,,,
3,0.15916188061237335,649,,,,,,,,,,
3,0.10617756098508835,659,,,,,,,,,,
3,0.1424839347600937,669,,,,,,,,,,
3,0.11219507455825806,679,,,,,,,,,,
3,0.2177201509475708,689,,,,,,,,,,
3,0.1726289540529251,699,,,,,,,,,,
3,0.27019819617271423,709,,,,,,,,,,
3,0.20003801584243774,719,,,,,,,,,,
3,,719,0.5080912113189697,0.871481716632843,0.13661383092403412,0.46010637283325195,0.5364621877670288,,,,,
4,0.15431639552116394,729,,,,,,,,,,
4,0.17933911085128784,739,,,,,,,,,,
4,0.3224536180496216,749,,,,,,,,,,
4,0.11299128830432892,759,,,,,,,,,,
4,0.1975947916507721,769,,,,,,,,,,
4,0.1193547397851944,779,,,,,,,,,,
4,0.15196466445922852,789,,,,,,,,,,
4,0.14415700733661652,799,,,,,,,,,,
4,0.08747051656246185,809,,,,,,,,,,
4,0.10933663696050644,819,,,,,,,,,,
4,0.33643579483032227,829,,,,,,,,,,
4,0.14562489092350006,839,,,,,,,,,,
4,0.13587208092212677,849,,,,,,,,,,
4,0.1898326724767685,859,,,,,,,,,,
4,0.15241828560829163,869,,,,,,,,,,
4,0.14894095063209534,879,,,,,,,,,,
4,0.10166773200035095,889,,,,,,,,,,
4,0.178118497133255,899,,,,,,,,,,
4,,899,0.5322635173797607,0.8779473900794983,0.12899325788021088,0.4853723347187042,0.557185709476471,,,,,
5,,900,,,,,,0.4853723347187042,0.5322635173797607,0.12899325788021088,0.557185709476471,0.8779473900794983
