train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0.3076314330101013,9,0,,,,,,
0.18643108010292053,19,0,,,,,,
0.3133668303489685,29,0,,,,,,
0.26951080560684204,39,0,,,,,,
0.12826183438301086,49,0,,,,,,
0.2741290330886841,59,0,,,,,,
0.1157393679022789,69,0,,,,,,
0.09727683663368225,79,0,,,,,,
0.12270470708608627,89,0,,,,,,
0.16075512766838074,99,0,,,,,,
0.11991876363754272,109,0,,,,,,
0.23258237540721893,119,0,,,,,,
0.19425301253795624,129,0,,,,,,
0.11987289041280746,139,0,,,,,,
0.13380776345729828,149,0,,,,,,
0.18411323428153992,159,0,,,,,,
0.10319366306066513,169,0,,,,,,
0.2511625289916992,179,0,,,,,,
0.15000499784946442,189,0,,,,,,
0.20189478993415833,199,0,,,,,,
0.09379785507917404,209,0,,,,,,
0.10220704972743988,219,0,,,,,,
0.19329793751239777,229,0,,,,,,
0.1553245484828949,239,0,,,,,,
0.20345757901668549,249,0,,,,,,
0.10452926158905029,259,0,,,,,,
0.07627946138381958,269,0,,,,,,
0.12680566310882568,279,0,,,,,,
0.17727459967136383,289,0,,,,,,
0.10050906985998154,299,0,,,,,,
0.14139097929000854,309,0,,,,,,
0.07546356320381165,319,0,,,,,,
0.09726487845182419,329,0,,,,,,
0.15293583273887634,339,0,,,,,,
0.15301093459129333,349,0,,,,,,
0.10980930179357529,359,0,,,,,,
,359,0,0.10253210365772247,0.2889632284641266,0.22383786737918854,0.15066666901111603,0.7903953194618225,
0.13849949836730957,369,1,,,,,,
0.07384472340345383,379,1,,,,,,
0.09677091985940933,389,1,,,,,,
0.12081551551818848,399,1,,,,,,
0.1843857616186142,409,1,,,,,,
0.10336340218782425,419,1,,,,,,
0.11396150290966034,429,1,,,,,,
0.08517306298017502,439,1,,,,,,
0.15925000607967377,449,1,,,,,,
0.10048072040081024,459,1,,,,,,
0.07808621227741241,469,1,,,,,,
0.07909608632326126,479,1,,,,,,
0.07099609076976776,489,1,,,,,,
0.0776422917842865,499,1,,,,,,
