train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_loss
0.5721830725669861,0,9,,,,,,
0.386216402053833,0,19,,,,,,
0.3424043357372284,0,29,,,,,,
0.19811369478702545,0,39,,,,,,
0.24700379371643066,0,49,,,,,,
0.15002258121967316,0,59,,,,,,
0.28587260842323303,0,69,,,,,,
0.10514248162508011,0,79,,,,,,
0.07662204653024673,0,89,,,,,,
0.13165327906608582,0,99,,,,,,
0.19597768783569336,0,109,,,,,,
0.22771883010864258,0,119,,,,,,
0.10355855524539948,0,129,,,,,,
0.1218016967177391,0,139,,,,,,
0.12672658264636993,0,149,,,,,,
0.12818564474582672,0,159,,,,,,
0.1508951336145401,0,169,,,,,,
0.11443183571100235,0,179,,,,,,
0.17370504140853882,0,189,,,,,,
0.07316706329584122,0,199,,,,,,
0.08528254181146622,0,209,,,,,,
0.22599732875823975,0,219,,,,,,
0.11794909089803696,0,229,,,,,,
0.1151319220662117,0,239,,,,,,
0.2054346650838852,0,249,,,,,,
0.075550876557827,0,259,,,,,,
0.19011427462100983,0,269,,,,,,
0.07852346450090408,0,279,,,,,,
0.08129862695932388,0,289,,,,,,
0.23452913761138916,0,299,,,,,,
0.10998666286468506,0,309,,,,,,
0.10806628316640854,0,319,,,,,,
0.15697011351585388,0,329,,,,,,
0.2516912817955017,0,339,,,,,,
0.11277832090854645,0,349,,,,,,
,0,356,0.2852006256580353,0.24232546985149384,0.10338985919952393,0.180781751871109,0.7825511693954468,
0.12155384570360184,1,359,,,,,,
0.06938173621892929,1,369,,,,,,
0.17030739784240723,1,379,,,,,,
0.1511717289686203,1,389,,,,,,
0.12187524139881134,1,399,,,,,,
0.23882180452346802,1,409,,,,,,
0.16280074417591095,1,419,,,,,,
0.14402544498443604,1,429,,,,,,
0.11342756450176239,1,439,,,,,,
0.18736499547958374,1,449,,,,,,
0.1439477503299713,1,459,,,,,,
0.14782021939754486,1,469,,,,,,
0.19548442959785461,1,479,,,,,,
0.1174059733748436,1,489,,,,,,
0.1415160596370697,1,499,,,,,,
0.08069641888141632,1,509,,,,,,
0.1613696664571762,1,519,,,,,,
0.21049942076206207,1,529,,,,,,
0.13226687908172607,1,539,,,,,,
0.07830241322517395,1,549,,,,,,
0.17193752527236938,1,559,,,,,,
0.10516320168972015,1,569,,,,,,
0.1684979796409607,1,579,,,,,,
0.06925325840711594,1,589,,,,,,
0.16499710083007812,1,599,,,,,,
0.15568196773529053,1,609,,,,,,
0.1500113606452942,1,619,,,,,,
0.1156100183725357,1,629,,,,,,
0.062365490943193436,1,639,,,,,,
0.12444331496953964,1,649,,,,,,
0.13977494835853577,1,659,,,,,,
0.16486571729183197,1,669,,,,,,
0.07183652371168137,1,679,,,,,,
0.09968314319849014,1,689,,,,,,
0.06804196536540985,1,699,,,,,,
0.11539000272750854,1,709,,,,,,
,1,713,0.3070625066757202,0.270052045583725,0.11274325847625732,0.2117263823747635,0.790361762046814,
0.07405580580234528,2,719,,,,,,
0.12334438413381577,2,729,,,,,,
0.05515484884381294,2,739,,,,,,
0.08652114123106003,2,749,,,,,,
0.10707549005746841,2,759,,,,,,
0.11426553875207901,2,769,,,,,,
0.0851026102900505,2,779,,,,,,
0.0817214697599411,2,789,,,,,,
0.1889035701751709,2,799,,,,,,
0.104552261531353,2,809,,,,,,
0.06646929681301117,2,819,,,,,,
0.09218661487102509,2,829,,,,,,
0.10649438202381134,2,839,,,,,,
0.08576036989688873,2,849,,,,,,
0.06807669997215271,2,859,,,,,,
0.10792752355337143,2,869,,,,,,
0.0969371348619461,2,879,,,,,,
0.09086107462644577,2,889,,,,,,
0.0996701568365097,2,899,,,,,,
0.06519296765327454,2,909,,,,,,
0.12422671914100647,2,919,,,,,,
0.05466096103191376,2,929,,,,,,
0.1182253286242485,2,939,,,,,,
0.09117154777050018,2,949,,,,,,
0.047762539237737656,2,959,,,,,,
0.12063347548246384,2,969,,,,,,
0.04512154310941696,2,979,,,,,,
0.07310058176517487,2,989,,,,,,
0.06127215549349785,2,999,,,,,,
0.07171934098005295,2,1009,,,,,,
0.07010000199079514,2,1019,,,,,,
0.06935180723667145,2,1029,,,,,,
0.08708055317401886,2,1039,,,,,,
0.08444613963365555,2,1049,,,,,,
0.05235106498003006,2,1059,,,,,,
0.07330521196126938,2,1069,,,,,,
,2,1070,0.32700181007385254,0.2849004864692688,0.11146450787782669,0.22475570440292358,0.7988039255142212,
0.06275368481874466,3,1079,,,,,,
0.06950117647647858,3,1089,,,,,,
0.06694173812866211,3,1099,,,,,,
0.06797638535499573,3,1109,,,,,,
0.06304699927568436,3,1119,,,,,,
0.08851953595876694,3,1129,,,,,,
0.07268556207418442,3,1139,,,,,,
0.06587006896734238,3,1149,,,,,,
0.055554307997226715,3,1159,,,,,,
0.10680344700813293,3,1169,,,,,,
0.055830150842666626,3,1179,,,,,,
0.0674356073141098,3,1189,,,,,,
0.05683116987347603,3,1199,,,,,,
0.04804418236017227,3,1209,,,,,,
0.060691334307193756,3,1219,,,,,,
0.06398115307092667,3,1229,,,,,,
0.06781499832868576,3,1239,,,,,,
0.062338169664144516,3,1249,,,,,,
0.048716526478528976,3,1259,,,,,,
0.051154542714357376,3,1269,,,,,,
0.06426826119422913,3,1279,,,,,,
0.0691303089261055,3,1289,,,,,,
0.06519560515880585,3,1299,,,,,,
0.05228247866034508,3,1309,,,,,,
0.1214645504951477,3,1319,,,,,,
0.08504384756088257,3,1329,,,,,,
0.059880755841732025,3,1339,,,,,,
0.08892723172903061,3,1349,,,,,,
0.06728391349315643,3,1359,,,,,,
0.09026654809713364,3,1369,,,,,,
0.06205308437347412,3,1379,,,,,,
0.0746159553527832,3,1389,,,,,,
0.059839215129613876,3,1399,,,,,,
0.0403989814221859,3,1409,,,,,,
0.1012933999300003,3,1419,,,,,,
,3,1427,0.3469952940940857,0.3052733838558197,0.11604475975036621,0.24267101287841797,0.80759596824646,
0.07402640581130981,4,1429,,,,,,
0.038683727383613586,4,1439,,,,,,
0.0353630930185318,4,1449,,,,,,
0.0482284277677536,4,1459,,,,,,
0.059482913464307785,4,1469,,,,,,
0.06970550119876862,4,1479,,,,,,
0.061086513102054596,4,1489,,,,,,
0.04487878829240799,4,1499,,,,,,
0.05502069741487503,4,1509,,,,,,
0.047184936702251434,4,1519,,,,,,
0.03962915018200874,4,1529,,,,,,
0.04858137667179108,4,1539,,,,,,
0.028672082349658012,4,1549,,,,,,
0.05308321863412857,4,1559,,,,,,
0.04602468013763428,4,1569,,,,,,
0.03695199638605118,4,1579,,,,,,
0.03252797573804855,4,1589,,,,,,
0.04173450171947479,4,1599,,,,,,
0.04873937740921974,4,1609,,,,,,
0.036807604134082794,4,1619,,,,,,
0.040282249450683594,4,1629,,,,,,
0.0651700422167778,4,1639,,,,,,
0.04808112978935242,4,1649,,,,,,
0.02930208295583725,4,1659,,,,,,
0.02641499601304531,4,1669,,,,,,
0.0421905592083931,4,1679,,,,,,
0.06548669934272766,4,1689,,,,,,
0.04167423024773598,4,1699,,,,,,
0.03144507482647896,4,1709,,,,,,
0.04917622357606888,4,1719,,,,,,
0.07054866850376129,4,1729,,,,,,
0.02440466731786728,4,1739,,,,,,
0.08396947383880615,4,1749,,,,,,
0.04223752021789551,4,1759,,,,,,
0.03637748584151268,4,1769,,,,,,
0.03412049636244774,4,1779,,,,,,
,4,1784,0.36908620595932007,0.3317541182041168,0.15117494761943817,0.2719869613647461,0.8191911578178406,
,5,1785,,,,,,0.15117494761943817
