step,epoch,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
9,0,0.3545133173465729,,,,,,
19,0,0.4658921957015991,,,,,,
29,0,0.5809767842292786,,,,,,
39,0,0.6993550062179565,,,,,,
49,0,0.3637297451496124,,,,,,
59,0,0.3477741479873657,,,,,,
69,0,0.2418624609708786,,,,,,
79,0,0.5110315084457397,,,,,,
89,0,0.259709894657135,,,,,,
99,0,0.24268390238285065,,,,,,
109,0,0.21131834387779236,,,,,,
119,0,0.35848113894462585,,,,,,
129,0,0.25056231021881104,,,,,,
139,0,0.21871522068977356,,,,,,
149,0,0.32768890261650085,,,,,,
159,0,0.16387060284614563,,,,,,
169,0,0.31323662400245667,,,,,,
179,0,0.35045740008354187,,,,,,
189,0,0.20804038643836975,,,,,,
199,0,0.22930873930454254,,,,,,
209,0,0.26577863097190857,,,,,,
219,0,0.17623870074748993,,,,,,
229,0,0.17826631665229797,,,,,,
239,0,0.0845918282866478,,,,,,
249,0,0.30654871463775635,,,,,,
259,0,0.19135376811027527,,,,,,
269,0,0.30779463052749634,,,,,,
279,0,0.20543023943901062,,,,,,
289,0,0.15095946192741394,,,,,,
299,0,0.18316105008125305,,,,,,
309,0,0.3587694466114044,,,,,,
319,0,0.1301456093788147,,,,,,
329,0,0.2038622498512268,,,,,,
339,0,0.21952277421951294,,,,,,
349,0,0.1817285716533661,,,,,,
359,0,0.23026427626609802,,,,,,
369,0,0.14349132776260376,,,,,,
379,0,0.1073383316397667,,,,,,
389,0,0.25344201922416687,,,,,,
399,0,0.1736496090888977,,,,,,
409,0,0.04818259924650192,,,,,,
419,0,0.22323696315288544,,,,,,
429,0,0.22318758070468903,,,,,,
439,0,0.10199231654405594,,,,,,
449,0,0.1799580603837967,,,,,,
459,0,0.18267212808132172,,,,,,
469,0,0.14165553450584412,,,,,,
479,0,0.24180494248867035,,,,,,
489,0,0.275508314371109,,,,,,
499,0,0.2186402827501297,,,,,,
509,0,0.20256714522838593,,,,,,
519,0,0.14438487589359283,,,,,,
529,0,0.2374451905488968,,,,,,
539,0,0.23168125748634338,,,,,,
549,0,0.22788242995738983,,,,,,
559,0,0.16794218122959137,,,,,,
569,0,0.19973152875900269,,,,,,
579,0,0.20463404059410095,,,,,,
589,0,0.19689543545246124,,,,,,
599,0,0.26409855484962463,,,,,,
609,0,0.1644163429737091,,,,,,
619,0,0.1416058987379074,,,,,,
