epoch,train_loss,step,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,0.09284880012273788,9,,,,,,
0,0.08242954313755035,19,,,,,,
0,0.05117212235927582,29,,,,,,
0,0.04397950321435928,39,,,,,,
0,0.06044485419988632,49,,,,,,
0,0.040193650871515274,59,,,,,,
0,0.037928953766822815,69,,,,,,
0,0.037460967898368835,79,,,,,,
0,0.029052333906292915,89,,,,,,
0,0.03994151949882507,99,,,,,,
0,0.017896197736263275,109,,,,,,
0,0.028560437262058258,119,,,,,,
0,0.024952614679932594,129,,,,,,
0,0.05114883929491043,139,,,,,,
0,0.04716034606099129,149,,,,,,
0,0.026270834729075432,159,,,,,,
0,0.03127411752939224,169,,,,,,
0,0.040428873151540756,179,,,,,,
0,0.02765965647995472,189,,,,,,
0,0.047518033534288406,199,,,,,,
0,0.026905519887804985,209,,,,,,
0,0.05237334221601486,219,,,,,,
0,0.03358767181634903,229,,,,,,
0,0.038346026092767715,239,,,,,,
0,0.026277711614966393,249,,,,,,
0,0.02988533116877079,259,,,,,,
0,0.032696593552827835,269,,,,,,
0,0.034022606909275055,279,,,,,,
0,0.03411982208490372,289,,,,,,
0,0.02568623423576355,299,,,,,,
0,0.041633814573287964,309,,,,,,
0,0.04097084701061249,319,,,,,,
0,0.019023440778255463,329,,,,,,
0,0.07094315439462662,339,,,,,,
0,0.03456966206431389,349,,,,,,
0,0.04036344215273857,359,,,,,,
0,0.037010557949543,369,,,,,,
0,0.03107868880033493,379,,,,,,
0,0.02635430544614792,389,,,,,,
0,0.03348898887634277,399,,,,,,
0,0.05948427692055702,409,,,,,,
0,0.026097100228071213,419,,,,,,
0,0.04233638942241669,429,,,,,,
0,0.03265908733010292,439,,,,,,
0,0.027735233306884766,449,,,,,,
0,0.0652221292257309,459,,,,,,
0,0.031191617250442505,469,,,,,,
0,,472,0.3604939877986908,0.11402837932109833,0.2591230869293213,0.8282994627952576,0.18575851619243622,
1,0.028852207586169243,479,,,,,,
1,0.03494923189282417,489,,,,,,
1,0.03700029477477074,499,,,,,,
1,0.03728606551885605,509,,,,,,
1,0.03244630992412567,519,,,,,,
1,0.03136201947927475,529,,,,,,
1,0.038962531834840775,539,,,,,,
1,0.02491098642349243,549,,,,,,
1,0.03485545888543129,559,,,,,,
1,0.053001388907432556,569,,,,,,
1,0.011747593991458416,579,,,,,,
1,0.030942019075155258,589,,,,,,
1,0.036507900804281235,599,,,,,,
1,0.04057535156607628,609,,,,,,
1,0.03342752158641815,619,,,,,,
1,0.024964196607470512,629,,,,,,
1,0.04500932618975639,639,,,,,,
1,0.024110736325383186,649,,,,,,
1,0.02158581279218197,659,,,,,,
1,0.02935546077787876,669,,,,,,
1,0.03007420152425766,679,,,,,,
1,0.030278578400611877,689,,,,,,
1,0.027473926544189453,699,,,,,,
1,0.033206332474946976,709,,,,,,
1,0.056607212871313095,719,,,,,,
1,0.04497155547142029,729,,,,,,
1,0.03135155886411667,739,,,,,,
1,0.02549704723060131,749,,,,,,
1,0.03268259018659592,759,,,,,,
1,0.036732640117406845,769,,,,,,
1,0.04193717986345291,779,,,,,,
1,0.04584774374961853,789,,,,,,
1,0.04794418811798096,799,,,,,,
1,0.04932102560997009,809,,,,,,
1,0.026438992470502853,819,,,,,,
1,0.020170658826828003,829,,,,,,
1,0.02931901440024376,839,,,,,,
1,0.038743939250707626,849,,,,,,
1,0.02021946758031845,859,,,,,,
1,0.027732720598578453,869,,,,,,
1,0.03150702640414238,879,,,,,,
1,0.022168273106217384,889,,,,,,
1,0.02365993894636631,899,,,,,,
1,0.03798695281147957,909,,,,,,
1,0.03863391652703285,919,,,,,,
1,0.04215901717543602,929,,,,,,
1,0.030327370390295982,939,,,,,,
1,,945,0.35760387778282166,0.09376771003007889,0.25927701592445374,0.826913058757782,0.18575851619243622,
2,0.031398069113492966,949,,,,,,
2,0.04237225651741028,959,,,,,,
2,0.025694504380226135,969,,,,,,
2,0.0471942313015461,979,,,,,,
2,0.031418487429618835,989,,,,,,
2,0.04618525877594948,999,,,,,,
2,0.03467220067977905,1009,,,,,,
2,0.02798341028392315,1019,,,,,,
2,0.018390927463769913,1029,,,,,,
2,0.023778773844242096,1039,,,,,,
2,0.04041166603565216,1049,,,,,,
2,0.0402471087872982,1059,,,,,,
2,0.05890176072716713,1069,,,,,,
2,0.04028809443116188,1079,,,,,,
2,0.020972825586795807,1089,,,,,,
2,0.04062006250023842,1099,,,,,,
2,0.01475044060498476,1109,,,,,,
2,0.05453638359904289,1119,,,,,,
2,0.021319055929780006,1129,,,,,,
2,0.057742778211832047,1139,,,,,,
2,0.03606915473937988,1149,,,,,,
2,0.028249429538846016,1159,,,,,,
2,0.01805981621146202,1169,,,,,,
2,0.01723237708210945,1179,,,,,,
2,0.05121244862675667,1189,,,,,,
2,0.029319079592823982,1199,,,,,,
2,0.027830585837364197,1209,,,,,,
2,0.040415432304143906,1219,,,,,,
2,0.03414541110396385,1229,,,,,,
2,0.021547071635723114,1239,,,,,,
2,0.036717772483825684,1249,,,,,,
2,0.04201097413897514,1259,,,,,,
2,0.030101895332336426,1269,,,,,,
2,0.0191652849316597,1279,,,,,,
2,0.02229272946715355,1289,,,,,,
2,0.03448157384991646,1299,,,,,,
2,0.021954145282506943,1309,,,,,,
2,0.033766016364097595,1319,,,,,,
2,0.033912282437086105,1329,,,,,,
2,0.01856868714094162,1339,,,,,,
2,0.023264167830348015,1349,,,,,,
2,0.026325328275561333,1359,,,,,,
2,0.03395405784249306,1369,,,,,,
2,0.029904648661613464,1379,,,,,,
2,0.026280689984560013,1389,,,,,,
2,0.028529556468129158,1399,,,,,,
2,0.020550301298499107,1409,,,,,,
2,,1418,0.3738999366760254,0.08781970292329788,0.2810627520084381,0.8312487602233887,0.21052631735801697,
3,0.027773786336183548,1419,,,,,,
3,0.022896943613886833,1429,,,,,,
3,0.05521240085363388,1439,,,,,,
3,0.02622542902827263,1449,,,,,,
3,0.03650844469666481,1459,,,,,,
3,0.02657989040017128,1469,,,,,,
3,0.027592848986387253,1479,,,,,,
3,0.024880869314074516,1489,,,,,,
3,0.025906594470143318,1499,,,,,,
3,0.023606445640325546,1509,,,,,,
3,0.017417296767234802,1519,,,,,,
3,0.022352613508701324,1529,,,,,,
3,0.025503214448690414,1539,,,,,,
3,0.024537578225135803,1549,,,,,,
3,0.020198220387101173,1559,,,,,,
3,0.03179079666733742,1569,,,,,,
3,0.01969248801469803,1579,,,,,,
3,0.01917888969182968,1589,,,,,,
3,0.036292996257543564,1599,,,,,,
3,0.027866004034876823,1609,,,,,,
3,0.024159066379070282,1619,,,,,,
3,nan,1629,,,,,,
3,0.025584135204553604,1639,,,,,,
3,0.021609758958220482,1649,,,,,,
3,0.014303762465715408,1659,,,,,,
3,0.020517444238066673,1669,,,,,,
3,0.034548357129096985,1679,,,,,,
3,0.03473730385303497,1689,,,,,,
3,0.01963326707482338,1699,,,,,,
3,0.02340014837682247,1709,,,,,,
3,0.015962816774845123,1719,,,,,,
3,0.011812428012490273,1729,,,,,,
3,0.02743731066584587,1739,,,,,,
3,0.012593706138432026,1749,,,,,,
3,0.019793054088950157,1759,,,,,,
3,0.01874677650630474,1769,,,,,,
3,0.03665429726243019,1779,,,,,,
3,0.023265291005373,1789,,,,,,
3,0.018338849768042564,1799,,,,,,
3,0.013215992599725723,1809,,,,,,
3,0.009320007637143135,1819,,,,,,
3,0.008692535571753979,1829,,,,,,
3,0.005841655656695366,1839,,,,,,
3,0.01583603210747242,1849,,,,,,
3,0.02017405442893505,1859,,,,,,
3,0.022233767434954643,1869,,,,,,
3,0.02525545470416546,1879,,,,,,
3,0.03294101729989052,1889,,,,,,
3,,1891,0.38784515857696533,0.0911697968840599,0.30680328607559204,0.8365476727485657,0.23839008808135986,
4,0.0062169176526367664,1899,,,,,,
4,0.011799759231507778,1909,,,,,,
4,0.021595599129796028,1919,,,,,,
4,0.029539821669459343,1929,,,,,,
4,0.017917586490511894,1939,,,,,,
4,0.01865079067647457,1949,,,,,,
4,0.01341884396970272,1959,,,,,,
4,0.010180860757827759,1969,,,,,,
4,0.022895587608218193,1979,,,,,,
4,0.017100194469094276,1989,,,,,,
4,0.01038568839430809,1999,,,,,,
4,0.015948884189128876,2009,,,,,,
4,0.01055936049669981,2019,,,,,,
4,0.005801614373922348,2029,,,,,,
4,0.007053653243929148,2039,,,,,,
4,0.018700825050473213,2049,,,,,,
4,0.02066623792052269,2059,,,,,,
4,0.007607378531247377,2069,,,,,,
4,0.022476641461253166,2079,,,,,,
4,0.017401142045855522,2089,,,,,,
4,0.0016965219983831048,2099,,,,,,
4,0.007981441915035248,2109,,,,,,
4,0.009456840343773365,2119,,,,,,
4,0.01952536031603813,2129,,,,,,
4,0.0040931315161287785,2139,,,,,,
4,0.005036727990955114,2149,,,,,,
4,0.008937764912843704,2159,,,,,,
4,0.023982122540473938,2169,,,,,,
4,0.006382018327713013,2179,,,,,,
4,0.005035573150962591,2189,,,,,,
4,0.0034643085673451424,2199,,,,,,
4,0.008256027474999428,2209,,,,,,
4,0.005399891175329685,2219,,,,,,
4,0.000903570035006851,2229,,,,,,
4,0.009053259156644344,2239,,,,,,
4,0.0034191389568150043,2249,,,,,,
4,0.0034016205463558435,2259,,,,,,
4,0.006697323173284531,2269,,,,,,
4,0.00044768673251383007,2279,,,,,,
4,0.0011001741513609886,2289,,,,,,
4,0.004275219980627298,2299,,,,,,
4,0.003224804298952222,2309,,,,,,
4,0.0055153085850179195,2319,,,,,,
4,0.0029993662610650063,2329,,,,,,
4,0.0027303448878228664,2339,,,,,,
4,0.007578069809824228,2349,,,,,,
4,0.009683012031018734,2359,,,,,,
4,,2364,0.4033316969871521,0.1611471176147461,0.32332563400268555,0.8422965407371521,0.26006191968917847,
5,,2365,,,,,,0.1611471176147461
