train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0.8604022860527039,0,9,,,,,,
0.7086133360862732,0,19,,,,,,
0.3220449388027191,0,29,,,,,,
0.6444851160049438,0,39,,,,,,
0.6109919548034668,0,49,,,,,,
0.35007014870643616,0,59,,,,,,
0.4147419333457947,0,69,,,,,,
0.29130586981773376,0,79,,,,,,
1.2564103603363037,0,89,,,,,,
,0,97,0.46285444498062134,0.8405269384384155,0.30622008442878723,0.4926004409790039,0.17637202143669128,
0.5330343246459961,1,99,,,,,,
0.6866276860237122,1,109,,,,,,
0.40185508131980896,1,119,,,,,,
0.472455233335495,1,129,,,,,,
0.48958340287208557,1,139,,,,,,
0.435636430978775,1,149,,,,,,
0.4588782489299774,1,159,,,,,,
0.6296406388282776,1,169,,,,,,
0.21891213953495026,1,179,,,,,,
0.682335615158081,1,189,,,,,,
,1,195,0.5531342625617981,0.8705389499664307,0.41626793146133423,0.5901476740837097,0.1460837572813034,
0.2340957671403885,2,199,,,,,,
0.20249484479427338,2,209,,,,,,
0.3248278796672821,2,219,,,,,,
0.20696991682052612,2,229,,,,,,
0.3686911165714264,2,239,,,,,,
0.1145356222987175,2,249,,,,,,
0.15224066376686096,2,259,,,,,,
0.18589669466018677,2,269,,,,,,
0.31170469522476196,2,279,,,,,,
0.2838820517063141,2,289,,,,,,
,2,293,0.5900769233703613,0.8769160509109497,0.4545454680919647,0.6173245906829834,0.13757425546646118,
0.1278001368045807,3,299,,,,,,
0.16128453612327576,3,309,,,,,,
0.3143894672393799,3,319,,,,,,
0.10916279256343842,3,329,,,,,,
0.10234487056732178,3,339,,,,,,
0.13207481801509857,3,349,,,,,,
0.08929137140512466,3,359,,,,,,
0.19563139975070953,3,369,,,,,,
0.10628686845302582,3,379,,,,,,
0.09174831211566925,3,389,,,,,,
,3,391,0.6243671178817749,0.886101484298706,0.4928229749202728,0.6445691585540771,0.13760524988174438,
0.12479057908058167,4,399,,,,,,
0.03381626680493355,4,409,,,,,,
0.2194911688566208,4,419,,,,,,
0.413279265165329,4,429,,,,,,
0.265998899936676,4,439,,,,,,
0.0687987357378006,4,449,,,,,,
0.22686250507831573,4,459,,,,,,
0.03507763519883156,4,469,,,,,,
0.0806596651673317,4,479,,,,,,
3.137953758239746,4,489,,,,,,
,4,489,0.6097738146781921,0.8825022578239441,0.4832535982131958,0.6358851194381714,0.14629262685775757,
,5,490,,,,,,0.13760524988174438
