epoch,step,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0,9,0.10801569372415543,,,,,,
0,19,0.080546073615551,,,,,,
0,29,0.05527925118803978,,,,,,
0,39,0.07566345483064651,,,,,,
0,49,0.05914609506726265,,,,,,
0,59,0.04871552810072899,,,,,,
0,69,0.06176326796412468,,,,,,
0,79,0.06401451677083969,,,,,,
0,89,0.052459534257650375,,,,,,
0,99,0.06916200369596481,,,,,,
0,109,0.0651930421590805,,,,,,
0,119,0.06499440222978592,,,,,,
0,129,0.04111680015921593,,,,,,
0,139,0.044029004871845245,,,,,,
0,149,0.05061973258852959,,,,,,
0,159,0.06001457944512367,,,,,,
0,169,0.056674353778362274,,,,,,
0,179,0.07116466015577316,,,,,,
0,189,0.023488039150834084,,,,,,
0,189,,0.09266212582588196,0.5264588594436646,0.48050832748413086,0.42105263471603394,0.8802633881568909,
1,199,0.05086887255311012,,,,,,
1,209,0.035139378160238266,,,,,,
1,219,0.05056990310549736,,,,,,
1,229,0.04741672798991203,,,,,,
1,239,0.062213234603405,,,,,,
1,249,0.050246499478816986,,,,,,
1,259,0.029947441071271896,,,,,,
1,269,0.0327228307723999,,,,,,
1,279,0.023999473080039024,,,,,,
1,289,0.051955096423625946,,,,,,
1,299,0.05286687985062599,,,,,,
1,309,0.028094545006752014,,,,,,
1,319,0.03638318181037903,,,,,,
1,329,0.029334628954529762,,,,,,
1,339,0.032789524644613266,,,,,,
1,349,0.06841254234313965,,,,,,
1,359,0.05379520729184151,,,,,,
1,369,0.01477270107716322,,,,,,
1,379,0.054339151829481125,,,,,,
1,379,,0.08843830972909927,0.691866397857666,0.6760575771331787,0.6398891806602478,0.924554169178009,
2,389,0.03834914416074753,,,,,,
2,399,0.01860520802438259,,,,,,
2,409,0.027936136350035667,,,,,,
2,419,0.057748571038246155,,,,,,
2,429,0.04924289137125015,,,,,,
2,439,0.026821916922926903,,,,,,
2,449,0.032421622425317764,,,,,,
2,459,0.012008823454380035,,,,,,
2,469,0.011099466122686863,,,,,,
2,479,0.03820415213704109,,,,,,
2,489,0.01940993405878544,,,,,,
2,499,0.01399404276162386,,,,,,
2,509,0.01933233067393303,,,,,,
2,519,0.01309115905314684,,,,,,
2,529,0.016553271561861038,,,,,,
2,539,0.022292692214250565,,,,,,
2,549,0.030667578801512718,,,,,,
2,559,0.005567227955907583,,,,,,
2,569,0.002153635025024414,,,,,,
2,569,,0.09772159159183502,0.7045964598655701,0.6887061595916748,0.6537396311759949,0.9279358983039856,
3,579,0.028559498488903046,,,,,,
3,589,0.009963435120880604,,,,,,
3,599,0.012547553516924381,,,,,,
3,609,0.0492069236934185,,,,,,
3,619,0.023692747578024864,,,,,,
3,629,0.01710299588739872,,,,,,
3,639,0.027924956753849983,,,,,,
3,649,0.0062855868600308895,,,,,,
3,659,0.005507811903953552,,,,,,
3,669,0.01886242814362049,,,,,,
3,679,0.007708962075412273,,,,,,
3,689,0.007493380457162857,,,,,,
3,699,0.008282513357698917,,,,,,
3,709,0.005057085305452347,,,,,,
3,719,0.010398322716355324,,,,,,
3,729,0.008658426813781261,,,,,,
3,739,0.014470924623310566,,,,,,
3,749,0.002936962526291609,,,,,,
3,759,0.00023942191910464317,,,,,,
3,759,,0.12981382012367249,0.7135023474693298,0.6986020803451538,0.6648199558258057,0.9301672577857971,
4,769,0.023650746792554855,,,,,,
4,779,0.0035929521545767784,,,,,,
4,789,0.0035926145501434803,,,,,,
4,799,0.022915618494153023,,,,,,
4,809,0.007901552133262157,,,,,,
4,819,0.010879483073949814,,,,,,
4,829,0.01679682359099388,,,,,,
4,839,0.004366548266261816,,,,,,
4,849,0.003239538986235857,,,,,,
4,859,0.0029212995432317257,,,,,,
4,869,0.0020125403534621,,,,,,
4,879,0.0030843571294099092,,,,,,
4,889,0.0022811773233115673,,,,,,
4,899,0.002168034901842475,,,,,,
4,909,0.0031050078105181456,,,,,,
4,919,0.001604562858119607,,,,,,
4,929,0.0032562795095145702,,,,,,
4,939,0.0010363475885242224,,,,,,
4,949,1.9649663954623975e-05,,,,,,
4,949,,0.12265682965517044,0.7223231792449951,0.70854252576828,0.673130214214325,0.9324568510055542,
5,950,,,,,,,0.12265682965517044
