train_loss,step,epoch,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,test_loss
0.5362386703491211,9,0,,,,,,
0.4219038486480713,19,0,,,,,,
0.5711930990219116,29,0,,,,,,
0.19406847655773163,39,0,,,,,,
0.29623666405677795,49,0,,,,,,
0.4439561367034912,59,0,,,,,,
1.2578297853469849,69,0,,,,,,
0.33790385723114014,79,0,,,,,,
0.2654743790626526,89,0,,,,,,
0.5042020678520203,99,0,,,,,,
0.378214567899704,109,0,,,,,,
0.143315851688385,119,0,,,,,,
0.19264934957027435,129,0,,,,,,
1.1455868482589722,139,0,,,,,,
0.4050261676311493,149,0,,,,,,
0.18442605435848236,159,0,,,,,,
0.414317786693573,169,0,,,,,,
0.15284395217895508,179,0,,,,,,
1.32803475856781,189,0,,,,,,
0.2699463963508606,199,0,,,,,,
0.08184941112995148,209,0,,,,,,
0.4435884952545166,219,0,,,,,,
0.300380676984787,229,0,,,,,,
0.2157958298921585,239,0,,,,,,
0.06234130263328552,249,0,,,,,,
0.1618751734495163,259,0,,,,,,
0.22632475197315216,269,0,,,,,,
0.21419906616210938,279,0,,,,,,
0.09334985911846161,289,0,,,,,,
0.4365110695362091,299,0,,,,,,
0.1850331872701645,309,0,,,,,,
0.060934051871299744,319,0,,,,,,
0.3235207498073578,329,0,,,,,,
0.29247790575027466,339,0,,,,,,
0.17750190198421478,349,0,,,,,,
0.559411883354187,359,0,,,,,,
,362,0,0.3849557638168335,0.5772894024848938,0.1072588562965393,0.5340442657470703,0.8644528388977051,
0.30571886897087097,369,1,,,,,,
0.13787566125392914,379,1,,,,,,
0.9200757741928101,389,1,,,,,,
0.07980187237262726,399,1,,,,,,
0.42212849855422974,409,1,,,,,,
0.6141667366027832,419,1,,,,,,
0.41280093789100647,429,1,,,,,,
0.1655544936656952,439,1,,,,,,
0.17827154695987701,449,1,,,,,,
0.07618259638547897,459,1,,,,,,
0.05135014280676842,469,1,,,,,,
0.18506862223148346,479,1,,,,,,
0.12584690749645233,489,1,,,,,,
0.05140124633908272,499,1,,,,,,
0.37760215997695923,509,1,,,,,,
0.18346449732780457,519,1,,,,,,
2.3151731491088867,529,1,,,,,,
0.1430792510509491,539,1,,,,,,
0.10516184568405151,549,1,,,,,,
0.08466232568025589,559,1,,,,,,
0.24235963821411133,569,1,,,,,,
0.11996661871671677,579,1,,,,,,
0.16627416014671326,589,1,,,,,,
