epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0,2.3957738876342773,9,,,,,,,,,,
0,1.1379939317703247,19,,,,,,,,,,
0,1.860131025314331,29,,,,,,,,,,
0,1.596557855606079,39,,,,,,,,,,
0,0.5384548902511597,49,,,,,,,,,,
0,1.4110058546066284,59,,,,,,,,,,
0,1.8095334768295288,69,,,,,,,,,,
0,0.6334436535835266,79,,,,,,,,,,
0,0.6874224543571472,89,,,,,,,,,,
0,0.7763738036155701,99,,,,,,,,,,
0,,107,0.824734628200531,1.1946130990982056,0.47039395570755005,0.23822714388370514,0.40360650420188904,,,,,
1,2.2904052734375,109,,,,,,,,,,
1,2.2495572566986084,119,,,,,,,,,,
1,0.7704099416732788,129,,,,,,,,,,
1,0.6116412281990051,139,,,,,,,,,,
1,0.6581092476844788,149,,,,,,,,,,
1,0.471772700548172,159,,,,,,,,,,
1,1.2023447751998901,169,,,,,,,,,,
1,1.4064534902572632,179,,,,,,,,,,
1,1.3412138223648071,189,,,,,,,,,,
1,1.098152756690979,199,,,,,,,,,,
1,1.112215280532837,209,,,,,,,,,,
1,,215,0.8322162628173828,1.1290779113769531,0.48833367228507996,0.2576177418231964,0.4214130640029907,,,,,
2,1.1966325044631958,219,,,,,,,,,,
2,1.062617540359497,229,,,,,,,,,,
2,0.7384562492370605,239,,,,,,,,,,
2,0.6048502922058105,249,,,,,,,,,,
2,0.651255190372467,259,,,,,,,,,,
2,1.1745458841323853,269,,,,,,,,,,
2,1.7210428714752197,279,,,,,,,,,,
2,1.3202598094940186,289,,,,,,,,,,
2,1.4359151124954224,299,,,,,,,,,,
2,1.1923151016235352,309,,,,,,,,,,
2,1.6313940286636353,319,,,,,,,,,,
2,,323,0.8374552726745605,1.1059560775756836,0.4995375871658325,0.2714681327342987,0.4358024001121521,,,,,
3,0.4239894151687622,329,,,,,,,,,,
3,1.5747257471084595,339,,,,,,,,,,
3,1.250165581703186,349,,,,,,,,,,
3,0.6741733551025391,359,,,,,,,,,,
3,1.713653802871704,369,,,,,,,,,,
3,1.0375291109085083,379,,,,,,,,,,
3,0.6028949618339539,389,,,,,,,,,,
3,1.225143313407898,399,,,,,,,,,,
3,0.9887239933013916,409,,,,,,,,,,
3,1.2893422842025757,419,,,,,,,,,,
3,1.638736605644226,429,,,,,,,,,,
3,,431,0.8413338661193848,1.0802886486053467,0.51102215051651,0.279778391122818,0.44454851746559143,,,,,
4,1.3643386363983154,439,,,,,,,,,,
4,0.8947977423667908,449,,,,,,,,,,
4,0.7137049436569214,459,,,,,,,,,,
4,1.0723973512649536,469,,,,,,,,,,
4,1.4827533960342407,479,,,,,,,,,,
4,0.3872217833995819,489,,,,,,,,,,
4,1.1783299446105957,499,,,,,,,,,,
4,1.3280781507492065,509,,,,,,,,,,
4,1.3471510410308838,519,,,,,,,,,,
4,2.5148632526397705,529,,,,,,,,,,
4,0.9826613068580627,539,,,,,,,,,,
4,,539,0.8448992371559143,1.065531849861145,0.523219883441925,0.2936288118362427,0.4543774425983429,,,,,
5,,540,,,,,,1.065531849861145,0.2936288118362427,0.8448992371559143,0.4543774425983429,0.523219883441925
