epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,0.8315232396125793,9,,,,,,
0,0.48100072145462036,19,,,,,,
0,0.45143985748291016,29,,,,,,
0,0.24416276812553406,39,,,,,,
0,0.39673683047294617,49,,,,,,
0,0.200275257229805,59,,,,,,
0,0.3099810481071472,69,,,,,,
0,0.1540679633617401,79,,,,,,
0,0.13465088605880737,89,,,,,,
0,0.15029315650463104,99,,,,,,
0,0.27117353677749634,109,,,,,,
0,0.3813287317752838,119,,,,,,
0,0.18267139792442322,129,,,,,,
0,0.3869916498661041,139,,,,,,
0,0.23317895829677582,149,,,,,,
0,0.17823494970798492,159,,,,,,
0,0.24745014309883118,169,,,,,,
0,0.14080558717250824,179,,,,,,
0,0.15911537408828735,189,,,,,,
0,0.10659243166446686,199,,,,,,
0,0.15261998772621155,209,,,,,,
0,0.2598608434200287,219,,,,,,
0,0.338162362575531,229,,,,,,
0,0.1802438646554947,239,,,,,,
0,0.2525027096271515,249,,,,,,
0,0.12216127663850784,259,,,,,,
0,0.21325713396072388,269,,,,,,
0,0.1573590636253357,279,,,,,,
0,0.15794439613819122,289,,,,,,
0,0.32331550121307373,299,,,,,,
0,0.17746098339557648,309,,,,,,
0,0.2187541276216507,319,,,,,,
0,0.15145021677017212,329,,,,,,
0,0.2649979889392853,339,,,,,,
0,0.21802151203155518,349,,,,,,
0,,356,0.30327102541923523,0.7811744213104248,0.1856677532196045,0.24690093100070953,0.12469620257616043,
1,0.2156931757926941,359,,,,,,
1,0.09956115484237671,369,,,,,,
1,0.2205425202846527,379,,,,,,
1,0.1734638214111328,389,,,,,,
1,0.16756625473499298,399,,,,,,
1,0.2657961845397949,409,,,,,,
1,0.1918432116508484,419,,,,,,
1,0.14483079314231873,429,,,,,,
1,0.14259526133537292,439,,,,,,
1,0.22230036556720734,449,,,,,,
1,0.14956165850162506,459,,,,,,
1,0.18446403741836548,469,,,,,,
