step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
9,0,0.2641991674900055,,,,,,
19,0,0.5635830760002136,,,,,,
29,0,0.0873389020562172,,,,,,
39,0,0.377376914024353,,,,,,
49,0,0.08695562183856964,,,,,,
59,0,0.20808346569538116,,,,,,
69,0,0.6670392751693726,,,,,,
79,0,0.06312338262796402,,,,,,
89,0,0.24264754354953766,,,,,,
99,0,0.1678358018398285,,,,,,
109,0,0.062120575457811356,,,,,,
119,0,1.188032865524292,,,,,,
129,0,0.17728911340236664,,,,,,
139,0,0.03976138308644295,,,,,,
149,0,0.31673821806907654,,,,,,
159,0,0.3522631824016571,,,,,,
169,0,0.1405487358570099,,,,,,
179,0,0.05249619483947754,,,,,,
189,0,0.03768426552414894,,,,,,
199,0,0.03374621644616127,,,,,,
209,0,0.4321194589138031,,,,,,
219,0,0.24560198187828064,,,,,,
229,0,0.03500627353787422,,,,,,
239,0,0.11087589710950851,,,,,,
249,0,0.3950068950653076,,,,,,
259,0,0.21244898438453674,,,,,,
269,0,0.040041469037532806,,,,,,
279,0,0.26692694425582886,,,,,,
289,0,0.243661567568779,,,,,,
299,0,0.04026896134018898,,,,,,
309,0,0.050246886909008026,,,,,,
319,0,0.03434308245778084,,,,,,
329,0,0.025738853961229324,,,,,,
339,0,0.07030642777681351,,,,,,
349,0,0.040213488042354584,,,,,,
359,0,0.034296005964279175,,,,,,
369,0,0.1892583817243576,,,,,,
379,0,0.029028380289673805,,,,,,
389,0,0.035022180527448654,,,,,,
399,0,0.027716532349586487,,,,,,
409,0,0.43030065298080444,,,,,,
419,0,0.028267495334148407,,,,,,
429,0,0.16799813508987427,,,,,,
439,0,0.5453584790229797,,,,,,
449,0,0.03123578615486622,,,,,,
459,0,0.01648859865963459,,,,,,
469,0,0.30985596776008606,,,,,,
479,0,0.03581614792346954,,,,,,
489,0,0.3367801904678345,,,,,,
499,0,0.026442082598805428,,,,,,
509,0,0.019335666671395302,,,,,,
519,0,0.11205937713384628,,,,,,
529,0,0.053023114800453186,,,,,,
539,0,0.21329927444458008,,,,,,
549,0,0.2109607607126236,,,,,,
559,0,0.23901398479938507,,,,,,
569,0,0.3120708763599396,,,,,,
579,0,0.03036237135529518,,,,,,
589,0,0.2798716425895691,,,,,,
599,0,0.24589292705059052,,,,,,
609,0,0.17042262852191925,,,,,,
619,0,0.12511180341243744,,,,,,
628,0,,0.10194920748472214,0.521000325679779,0.8930885195732117,0.47999998927116394,0.583153247833252,
629,1,0.038077522069215775,,,,,,
639,1,0.17324994504451752,,,,,,
649,1,0.044602807611227036,,,,,,
659,1,0.022250736132264137,,,,,,
669,1,0.26080626249313354,,,,,,
679,1,0.023173941299319267,,,,,,
689,1,0.011929157190024853,,,,,,
699,1,0.010263392701745033,,,,,,
709,1,0.03176014497876167,,,,,,
719,1,0.014809385873377323,,,,,,
729,1,0.028743412345647812,,,,,,
739,1,0.026479201391339302,,,,,,
749,1,0.023351825773715973,,,,,,
759,1,0.19617806375026703,,,,,,
769,1,0.08992990106344223,,,,,,
779,1,0.16515366733074188,,,,,,
789,1,0.01752663031220436,,,,,,
799,1,0.011937513016164303,,,,,,
809,1,0.17206571996212006,,,,,,
819,1,0.013549497351050377,,,,,,
829,1,0.1751144528388977,,,,,,
839,1,0.009669014252722263,,,,,,
849,1,0.04947984591126442,,,,,,
859,1,0.027375560253858566,,,,,,
869,1,0.017480572685599327,,,,,,
879,1,0.02111009694635868,,,,,,
889,1,0.21516455709934235,,,,,,
899,1,0.018604591488838196,,,,,,
909,1,0.23323282599449158,,,,,,
919,1,0.18111258745193481,,,,,,
929,1,0.019307563081383705,,,,,,
939,1,0.020657677203416824,,,,,,
949,1,0.17379914224147797,,,,,,
959,1,0.1760793924331665,,,,,,
969,1,0.023057948797941208,,,,,,
979,1,0.05223790556192398,,,,,,
989,1,0.01577802561223507,,,,,,
999,1,0.02543790265917778,,,,,,
1009,1,0.02719312347471714,,,,,,
1019,1,0.2091028392314911,,,,,,
1029,1,0.08406583219766617,,,,,,
1039,1,0.24999676644802094,,,,,,
1049,1,0.014576493762433529,,,,,,
1059,1,0.028701812028884888,,,,,,
1069,1,0.0315944068133831,,,,,,
1079,1,0.01941920630633831,,,,,,
1089,1,0.0922342985868454,,,,,,
1099,1,0.017629578709602356,,,,,,
1109,1,0.013406014069914818,,,,,,
1119,1,0.05007031559944153,,,,,,
1129,1,0.009035916067659855,,,,,,
1139,1,0.02382051758468151,,,,,,
1149,1,0.007886168546974659,,,,,,
1159,1,0.20168910920619965,,,,,,
1169,1,0.036007869988679886,,,,,,
1179,1,0.029238978400826454,,,,,,
1189,1,0.021282661706209183,,,,,,
1199,1,0.07517114281654358,,,,,,
1209,1,0.010356842540204525,,,,,,
1219,1,0.007025016937404871,,,,,,
1229,1,0.1460510790348053,,,,,,
1239,1,0.01050657033920288,,,,,,
1249,1,0.11734795570373535,,,,,,
1257,1,,0.09014258533716202,0.5919410586357117,0.9081659913063049,0.5542857050895691,0.6396879553794861,
1259,2,0.011807131581008434,,,,,,
1269,2,0.16535186767578125,,,,,,
1279,2,0.11729038506746292,,,,,,
1289,2,0.004277929197996855,,,,,,
1299,2,0.040261175483465195,,,,,,
1309,2,0.03797523304820061,,,,,,
1319,2,0.013930200599133968,,,,,,
1329,2,0.01931634731590748,,,,,,
1339,2,0.016010088846087456,,,,,,
1349,2,0.0439525730907917,,,,,,
1359,2,0.055722810328006744,,,,,,
1369,2,0.06564544141292572,,,,,,
1379,2,0.02016512304544449,,,,,,
1389,2,0.01019550021737814,,,,,,
1399,2,0.029176954180002213,,,,,,
1409,2,0.16956974565982819,,,,,,
1419,2,0.01510373130440712,,,,,,
1429,2,0.005684753879904747,,,,,,
1439,2,0.05546862259507179,,,,,,
1449,2,0.017453819513320923,,,,,,
1459,2,0.2444208562374115,,,,,,
1469,2,0.009183237329125404,,,,,,
1479,2,0.01866365224123001,,,,,,
1489,2,0.09076578915119171,,,,,,
1499,2,0.13486085832118988,,,,,,
1509,2,0.023920653387904167,,,,,,
1519,2,0.09131298959255219,,,,,,
1529,2,0.002560060704126954,,,,,,
1539,2,0.017764374613761902,,,,,,
1549,2,0.03275657072663307,,,,,,
1559,2,0.007595299743115902,,,,,,
1569,2,0.16181135177612305,,,,,,
1579,2,0.10856054723262787,,,,,,
1589,2,0.008655005134642124,,,,,,
1599,2,0.017090650275349617,,,,,,
1609,2,0.09289448708295822,,,,,,
1619,2,0.21005739271640778,,,,,,
1629,2,0.20408450067043304,,,,,,
1639,2,0.24891261756420135,,,,,,
1649,2,0.021560555323958397,,,,,,
1659,2,0.12619581818580627,,,,,,
1669,2,0.0794951543211937,,,,,,
1679,2,0.12884920835494995,,,,,,
1689,2,0.010347479023039341,,,,,,
1699,2,0.10338875651359558,,,,,,
1709,2,0.17606638371944427,,,,,,
1719,2,0.06350530683994293,,,,,,
1729,2,0.004074082709848881,,,,,,
1739,2,0.003215222852304578,,,,,,
1749,2,0.22178788483142853,,,,,,
1759,2,0.02540755830705166,,,,,,
1769,2,0.025946635752916336,,,,,,
1779,2,0.015230294317007065,,,,,,
1789,2,0.11136683821678162,,,,,,
1799,2,0.019708052277565002,,,,,,
1809,2,0.010294315405189991,,,,,,
1819,2,0.07098323106765747,,,,,,
1829,2,0.009741414338350296,,,,,,
1839,2,0.0076141986064612865,,,,,,
1849,2,0.014743480831384659,,,,,,
1859,2,0.01676463894546032,,,,,,
1869,2,0.027674229815602303,,,,,,
1879,2,0.08155344426631927,,,,,,
1886,2,,0.09045615047216415,0.5878772735595703,0.9078183770179749,0.5523809790611267,0.6349408030509949,
1889,3,0.11869630962610245,,,,,,
1899,3,0.009518680162727833,,,,,,
1909,3,0.0233845803886652,,,,,,
1919,3,0.006565242540091276,,,,,,
1929,3,0.00566710252314806,,,,,,
1939,3,0.040710799396038055,,,,,,
1949,3,0.006699240766465664,,,,,,
1959,3,0.010389692150056362,,,,,,
1969,3,0.01889074593782425,,,,,,
1979,3,0.0404575914144516,,,,,,
1989,3,0.061494503170251846,,,,,,
1999,3,0.0214434415102005,,,,,,
2009,3,0.00726713053882122,,,,,,
2019,3,0.10281749814748764,,,,,,
2029,3,0.023784643039107323,,,,,,
2039,3,0.03655286133289337,,,,,,
2049,3,0.02509862184524536,,,,,,
2059,3,0.008315658196806908,,,,,,
2069,3,0.01018440444022417,,,,,,
2079,3,0.004201481584459543,,,,,,
2089,3,0.006095829885452986,,,,,,
2099,3,0.05020191892981529,,,,,,
2109,3,0.030740734189748764,,,,,,
2119,3,0.009496712125837803,,,,,,
2129,3,0.007391081191599369,,,,,,
2139,3,0.01078142412006855,,,,,,
2149,3,0.04385753720998764,,,,,,
2159,3,0.13332074880599976,,,,,,
2169,3,0.04405057430267334,,,,,,
2179,3,0.039402518421411514,,,,,,
2189,3,0.007467458490282297,,,,,,
2199,3,0.003128539538010955,,,,,,
2209,3,0.04019790142774582,,,,,,
2219,3,0.002375825075432658,,,,,,
2229,3,0.018312489613890648,,,,,,
2239,3,0.021828534081578255,,,,,,
2249,3,0.013017871417105198,,,,,,
2259,3,0.004290418699383736,,,,,,
2269,3,0.0034046813379973173,,,,,,
2279,3,0.01120590791106224,,,,,,
2289,3,0.021635593846440315,,,,,,
2299,3,0.10827597230672836,,,,,,
2309,3,0.03210962936282158,,,,,,
2319,3,0.007601400837302208,,,,,,
2329,3,0.01913362555205822,,,,,,
2339,3,0.0008288343669846654,,,,,,
2349,3,0.017481060698628426,,,,,,
2359,3,0.05658124387264252,,,,,,
2369,3,0.0023582966532558203,,,,,,
2379,3,0.011138728819787502,,,,,,
2389,3,0.054620277136564255,,,,,,
2399,3,0.044664036482572556,,,,,,
2409,3,0.0255765151232481,,,,,,
2419,3,0.0021097862627357244,,,,,,
2429,3,0.007695585023611784,,,,,,
2439,3,0.004679023288190365,,,,,,
2449,3,0.005621996708214283,,,,,,
2459,3,0.025356432422995567,,,,,,
2469,3,0.07249916344881058,,,,,,
2479,3,0.03546686843037605,,,,,,
2489,3,0.13542509078979492,,,,,,
2499,3,0.05569221079349518,,,,,,
2509,3,0.08670230954885483,,,,,,
2515,3,,0.1034199446439743,0.5506383776664734,0.8989917635917664,0.508571445941925,0.604977011680603,
2519,4,0.006672135554254055,,,,,,
2529,4,0.10016348958015442,,,,,,
2539,4,0.002143058693036437,,,,,,
2549,4,0.0066768513061106205,,,,,,
2559,4,0.05371895059943199,,,,,,
2569,4,0.0033698277547955513,,,,,,
2579,4,0.015538141131401062,,,,,,
2589,4,0.01655418798327446,,,,,,
2599,4,0.0052082836627960205,,,,,,
2609,4,0.006875486113131046,,,,,,
2619,4,0.001259501907043159,,,,,,
2629,4,0.02465897612273693,,,,,,
2639,4,0.006338244304060936,,,,,,
2649,4,0.0010301027214154601,,,,,,
2659,4,0.05175059661269188,,,,,,
2669,4,0.032639648765325546,,,,,,
2679,4,0.0038660275749862194,,,,,,
2689,4,0.0037480092141777277,,,,,,
2699,4,0.0037348978221416473,,,,,,
2709,4,0.008979031816124916,,,,,,
2719,4,0.07156913727521896,,,,,,
2729,4,0.027610929682850838,,,,,,
2739,4,0.015636557713150978,,,,,,
2749,4,0.029078496620059013,,,,,,
2759,4,0.007704576477408409,,,,,,
2769,4,0.03819827735424042,,,,,,
2779,4,0.10883263498544693,,,,,,
2789,4,0.008498326875269413,,,,,,
2799,4,0.0011339031625539064,,,,,,
2809,4,0.0066623385064303875,,,,,,
2819,4,0.002623383654281497,,,,,,
2829,4,0.010715046897530556,,,,,,
2839,4,0.08885709196329117,,,,,,
2849,4,0.021071411669254303,,,,,,
2859,4,0.01553508173674345,,,,,,
2869,4,0.0009934073314070702,,,,,,
2879,4,0.005790614522993565,,,,,,
2889,4,0.0014884714037179947,,,,,,
2899,4,0.005723825190216303,,,,,,
2909,4,0.0002648687514010817,,,,,,
2919,4,0.006527148187160492,,,,,,
2929,4,0.0005259236786514521,,,,,,
2939,4,0.10001397132873535,,,,,,
2949,4,0.021349558606743813,,,,,,
2959,4,0.03697752580046654,,,,,,
2969,4,0.0015855574747547507,,,,,,
2979,4,0.003052127081900835,,,,,,
2989,4,0.03650011867284775,,,,,,
2999,4,0.020654674619436264,,,,,,
3009,4,0.02801133692264557,,,,,,
3019,4,0.01734391413629055,,,,,,
3029,4,0.05945669114589691,,,,,,
3039,4,0.03381972014904022,,,,,,
3049,4,0.03113582544028759,,,,,,
3059,4,0.06518577039241791,,,,,,
3069,4,0.01178794912993908,,,,,,
3079,4,0.005591805558651686,,,,,,
3089,4,0.055594924837350845,,,,,,
3099,4,0.001035955734550953,,,,,,
3109,4,0.0006020694272592664,,,,,,
3119,4,0.02239503525197506,,,,,,
3129,4,0.007133392617106438,,,,,,
3139,4,0.028125688433647156,,,,,,
3144,4,,0.12689676880836487,0.5338752269744873,0.8943221569061279,0.4933333396911621,0.5930249094963074,
3145,5,,,,,,,0.12689676880836487
