epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,0.7365374565124512,9,,,,,,
0,0.38081082701683044,19,,,,,,
0,0.3074542284011841,29,,,,,,
0,0.3372997045516968,39,,,,,,
0,0.3478548526763916,49,,,,,,
0,0.25059786438941956,59,,,,,,
0,0.16769979894161224,69,,,,,,
0,0.14300064742565155,79,,,,,,
0,0.12518121302127838,89,,,,,,
0,0.1649095118045807,99,,,,,,
0,0.1830759197473526,109,,,,,,
0,0.2863729000091553,119,,,,,,
0,0.24207703769207,129,,,,,,
0,0.36396947503089905,139,,,,,,
0,0.1701381355524063,149,,,,,,
0,0.21995368599891663,159,,,,,,
0,0.30514082312583923,169,,,,,,
0,0.2497011423110962,179,,,,,,
0,0.21838867664337158,189,,,,,,
0,0.29180845618247986,199,,,,,,
0,0.14748647809028625,209,,,,,,
0,0.15511064231395721,219,,,,,,
0,0.2693936228752136,229,,,,,,
0,0.15011219680309296,239,,,,,,
0,0.21625277400016785,249,,,,,,
0,0.2407352179288864,259,,,,,,
0,0.16503427922725677,269,,,,,,
0,0.2487989068031311,279,,,,,,
0,0.3085833787918091,289,,,,,,
0,0.20423103868961334,299,,,,,,
0,0.24579942226409912,309,,,,,,
0,0.12900206446647644,319,,,,,,
0,0.1796107292175293,329,,,,,,
0,0.12629729509353638,339,,,,,,
0,,344,0.30598580837249756,0.7879243493080139,0.19464033842086792,0.26227739453315735,0.14634037017822266,
1,0.15173813700675964,349,,,,,,
1,0.20118965208530426,359,,,,,,
1,0.1862369328737259,369,,,,,,
1,0.23769620060920715,379,,,,,,
1,0.12426019459962845,389,,,,,,
1,0.1992780864238739,399,,,,,,
1,0.09964516013860703,409,,,,,,
1,0.1975926160812378,419,,,,,,
1,0.16739073395729065,429,,,,,,
1,0.20527373254299164,439,,,,,,
1,0.1407148540019989,449,,,,,,
1,0.2074754536151886,459,,,,,,
1,0.19522084295749664,469,,,,,,
1,0.16715534031391144,479,,,,,,
1,0.1709733009338379,489,,,,,,
1,0.19409438967704773,499,,,,,,
1,0.21084782481193542,509,,,,,,
1,0.21834656596183777,519,,,,,,
1,0.2012913078069687,529,,,,,,
1,0.13614407181739807,539,,,,,,
1,0.10424352437257767,549,,,,,,
1,0.15644246339797974,559,,,,,,
1,0.22489383816719055,569,,,,,,
1,0.1353062093257904,579,,,,,,
1,0.1643517166376114,589,,,,,,
1,0.2867039740085602,599,,,,,,
1,0.1823025792837143,609,,,,,,
1,0.13476094603538513,619,,,,,,
1,0.2374424785375595,629,,,,,,
1,0.17371653020381927,639,,,,,,
1,0.15501384437084198,649,,,,,,
1,0.14130738377571106,659,,,,,,
1,0.1782214492559433,669,,,,,,
1,0.1278769075870514,679,,,,,,
1,0.25289297103881836,689,,,,,,
1,,689,0.33943936228752136,0.7933090329170227,0.22708038985729218,0.29000532627105713,0.12443529069423676,
2,0.14393696188926697,699,,,,,,
2,0.09848112612962723,709,,,,,,
2,0.09756271541118622,719,,,,,,
2,0.12037742137908936,729,,,,,,
