epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
0,0.4306468069553375,9,,,,,,,,,,
0,0.19156266748905182,19,,,,,,,,,,
0,0.20928357541561127,29,,,,,,,,,,
0,0.1553647220134735,39,,,,,,,,,,
0,0.17600294947624207,49,,,,,,,,,,
0,0.11488226056098938,59,,,,,,,,,,
0,0.12333805859088898,69,,,,,,,,,,
0,0.12890787422657013,79,,,,,,,,,,
0,0.058082155883312225,89,,,,,,,,,,
0,,90,0.16902755200862885,0.6533016562461853,0.6828251481056213,0.6130536198616028,0.919951319694519,,,,,
1,0.15828141570091248,99,,,,,,,,,,
1,0.09619732946157455,109,,,,,,,,,,
1,0.34543928503990173,119,,,,,,,,,,
1,0.07264750450849533,129,,,,,,,,,,
1,0.07833731919527054,139,,,,,,,,,,
1,0.08198695629835129,149,,,,,,,,,,
1,0.06793972849845886,159,,,,,,,,,,
1,0.05073972046375275,169,,,,,,,,,,
1,0.05742526426911354,179,,,,,,,,,,
1,,181,0.1435919851064682,0.7093117237091064,0.7285789251327515,0.6759907007217407,0.9329370856285095,,,,,
2,0.08032939583063126,189,,,,,,,,,,
2,0.058441441506147385,199,,,,,,,,,,
2,0.06028871610760689,209,,,,,,,,,,
2,0.14676335453987122,219,,,,,,,,,,
2,0.09055851399898529,229,,,,,,,,,,
2,0.03966027498245239,239,,,,,,,,,,
2,0.049657952040433884,249,,,,,,,,,,
2,0.0350651778280735,259,,,,,,,,,,
2,0.053130440413951874,269,,,,,,,,,,
2,,272,0.133315771818161,0.716849148273468,0.7349446415901184,0.6829836964607239,0.9349690079689026,,,,,
3,0.054685406386852264,279,,,,,,,,,,
3,0.08074438571929932,289,,,,,,,,,,
3,0.0939115509390831,299,,,,,,,,,,
3,0.2847491502761841,309,,,,,,,,,,
3,0.0702413022518158,319,,,,,,,,,,
3,0.05038953199982643,329,,,,,,,,,,
3,0.06333696097135544,339,,,,,,,,,,
3,0.3630116879940033,349,,,,,,,,,,
3,0.08621571213006973,359,,,,,,,,,,
3,,363,0.12694765627384186,0.7150706648826599,0.7345287203788757,0.6806526780128479,0.9342775940895081,,,,,
4,0.04239419102668762,369,,,,,,,,,,
4,0.09006179124116898,379,,,,,,,,,,
4,0.35707494616508484,389,,,,,,,,,,
4,0.060177333652973175,399,,,,,,,,,,
4,0.04186641797423363,409,,,,,,,,,,
4,0.07221286743879318,419,,,,,,,,,,
4,0.05980368331074715,429,,,,,,,,,,
4,0.04535936564207077,439,,,,,,,,,,
4,0.040566734969615936,449,,,,,,,,,,
4,,454,0.12408875674009323,0.7275786399841309,0.7457953691482544,0.692307710647583,0.9374611973762512,,,,,
5,,455,,,,,,0.9374611973762512,0.12408875674009323,0.7275786399841309,0.7457953691482544,0.692307710647583
